"usaf","wban","station","ctry","st","call","latitude","longitude","elev(m)","begin","end","code","longr","latr","dist","siteAQ"
"080940","99999","HUESCA-PIRINEOS","SP",NA,"LEHC",42.083,-0.333,554,1973-01-02,2021-01-21,"080940-99999",-0.00581194640914112,0.734486909116774,65.7332326448619,"es1836a"
"080142","99999","BARDENAS REALES","SP",NA,"LEBR",42.2,-1.45,295,2004-05-10,2021-01-21,"080142-99999",-0.0253072741539178,0.736528944341607,78.8282703723504,"es1836a"
"081600","99999","ZARAGOZA AB","SP",NA,"LEZG",41.666,-1.042,263,1973-01-01,2021-01-21,"081600-99999",-0.0181863308057809,0.727208886135957,13.2815431951498,"es1837a"
"080940","99999","HUESCA-PIRINEOS","SP",NA,"LEHC",42.083,-0.333,554,1973-01-02,2021-01-21,"080940-99999",-0.00581194640914112,0.734486909116774,66.4610107981835,"es1837a"
"080142","99999","BARDENAS REALES","SP",NA,"LEBR",42.2,-1.45,295,2004-05-10,2021-01-21,"080142-99999",-0.0253072741539178,0.736528944341607,77.1781059705605,"es1837a"
"083600","99999","ALICANTE","SP",NA,"LEAL",38.282,-0.558,43.3,1973-01-01,2021-01-21,"083600-99999",-0.00973893722612836,0.668146944248469,14.1536984166709,"es1849a"
"083590","99999","ALICANTE","SP",NA,NA,38.367,-0.5,82,1973-01-01,2021-01-21,"083590-99999",-0.00872664625997165,0.669630474112664,22.4471050741635,"es1849a"
"084300","99999","MURCIA","SP",NA,NA,38,-1.167,62,1973-01-01,2021-01-21,"084300-99999",-0.0203679923707738,0.663225115757845,48.747046480344,"es1849a"
"082850","99999","VALENCIA VIVEROS","SP",NA,NA,39.483,-0.383,11,1973-01-01,2021-01-20,"082850-99999",-0.00668461103513828,0.689108348564921,4.46767930464794,"es1912a"
"082840","99999","VALENCIA","SP",NA,"LEVC",39.489,-0.482,68.6,1973-01-01,2021-01-21,"082840-99999",-0.00841248699461267,0.689213068320041,12.4527162501011,"es1912a"
"080143","99999","VALENCIA","SP",NA,"LEBT",39.583,-0.45,50,2004-05-10,2021-01-21,"080143-99999",-0.00785398163397448,0.690853677816915,16.7130758714576,"es1912a"
