"siteAQ","Municipio","countAQ","siteMto","dist","countMto","ws","wd","air_temp","atmos_pres","visibility","dew_point","RH","ceil_hgt","pwc","precip","cl_1","cl_2","cl_3","cl","cl_1_height","cl_2_height","cl_3_height","precip_12","precip_6"
"es1272a","Gijón",510541,"080150-99999",25.3816980720233,25861,0.999883995205135,0.998143923282162,0.999961331735045,0.999806658675225,0.984764703607749,0.991995669154325,0.991995669154325,0.144619310931519,0.180155446425119,0.00139205753837825,0.210278024825026,0.00027067785468466,3.86682649549515e-05,0.210278024825026,0.209968678705386,0.00027067785468466,3.86682649549515e-05,0.000386682649549515,0.000232009589729709
"es1272a","Gijón",510541,"080110-99999",29.3808405657138,80388,0.999166542269991,0.867418022590436,0.998370403542817,0.322349106831865,0.359083445290342,0.997735980494601,0.997698661491765,0.455242075931731,0.0823132805891427,0.042481464895258,0.590013434841021,0.302557595661044,0.0893292531223566,0.590013434841021,0.591792307309549,0.302557595661044,0.0893292531223566,1.24396676120814e-05,0
"es1272a","Gijón",510541,"080140-99999",4.64539130138419,3789,0.999736078120876,0.883874373185537,0.999736078120876,0.998944312483505,0.998416468725257,0.998944312483505,0.998944312483505,0.299815254684613,0,0.6215360253365,0.918448139350752,0.0187384534177883,0,0.918448139350752,0.902348904724202,0.0187384534177883,0,0.362892583795197,0.158617049353391
"es1340a","Huelva",153259,"083905-99999",83.0336164690423,10554,0.9989577411408,0.637957172635967,0.999147242751563,0,0.633030130756111,0.993083191207125,0.992988440401743,0.192723138146674,0,0,0.297422778093614,0.0974038279325374,0.00852757248436612,0.297422778093614,0.297328027288232,0.0974038279325374,0.00852757248436612,0,0
"es1340a","Huelva",153259,"084490-13025",84.880167419175,40627,0.996406330765255,0.886848647451202,0.996307874073892,0,0.559061707731312,0.99623403155537,0.99623403155537,0.227902626332242,0.00115686612351392,0,0.391611489895882,0.128732123956974,0.0272971176803604,0.391611489895882,0.391611489895882,0.128732123956974,0.0272971176803604,0,0
"es1340a","Huelva",153259,"083830-99999",3.66593912604859,32629,1,0.996935241656195,1,0.999080572496859,0.993655950228325,0.999938704833124,0.999938704833124,0.0275828250942413,0.0730025437494254,0.978883815011186,0.0449906524870514,0.000122590333752184,3.06475834380459e-05,0.0449906524870514,0.0421097796438751,0.000122590333752184,3.06475834380459e-05,6.12951668760918e-05,0
"es1358a","Gijón",369201,"080150-99999",27.4612681183075,25861,0.999883995205135,0.998143923282162,0.999961331735045,0.999806658675225,0.984764703607749,0.991995669154325,0.991995669154325,0.144619310931519,0.180155446425119,0.00139205753837825,0.210278024825026,0.00027067785468466,3.86682649549515e-05,0.210278024825026,0.209968678705386,0.00027067785468466,3.86682649549515e-05,0.000386682649549515,0.000232009589729709
"es1358a","Gijón",369201,"080140-99999",5.42309278663489,3789,0.999736078120876,0.883874373185537,0.999736078120876,0.998944312483505,0.998416468725257,0.998944312483505,0.998944312483505,0.299815254684613,0,0.6215360253365,0.918448139350752,0.0187384534177883,0,0.918448139350752,0.902348904724202,0.0187384534177883,0,0.362892583795197,0.158617049353391
"es1358a","Gijón",369201,"080110-99999",31.476501127974,80388,0.999166542269991,0.867418022590436,0.998370403542817,0.322349106831865,0.359083445290342,0.997735980494601,0.997698661491765,0.455242075931731,0.0823132805891427,0.042481464895258,0.590013434841021,0.302557595661044,0.0893292531223566,0.590013434841021,0.591792307309549,0.302557595661044,0.0893292531223566,1.24396676120814e-05,0
"es1393a","Almería",324352,"080144-99999",110.496728733166,12256,0.998531331592689,0.685296997389034,0.99918407310705,0,0.603867493472585,0.998449738903394,0.998123368146214,0.244696475195822,0,0,0.44769908616188,0.174771540469974,0.0320659268929504,0.44769908616188,0.447454308093995,0.174771540469974,0.0320659268929504,0,0
"es1393a","Almería",324352,"084870-99999",6.83358405883629,104519,0.999751241401085,0.880098355322956,0.998134310508137,0.331002018771707,0.350950544877008,0.997550684564529,0.99749327873401,0.202020685234264,0.0117299247026856,0.110286168065136,0.305351180168199,0.0475224600311905,0.00937628565141266,0.305351180168199,0.293649958380773,0.0475224600311905,0.00937628565141266,0,0
"es1393a","Almería",324352,"084190-99999",124.275390516425,104995,0.999390447164151,0.606181246726035,0.999057097957046,0.329606171722463,0.590009048049907,0.998476117910377,0.998323729701414,0.315500738130387,0.0382780132387257,0.0270012857755131,0.361274346397447,0.119424734511167,0.0365255488356588,0.361274346397447,0.36467450830992,0.119424734511167,0.0365065003095386,0,0
"es1426a","Madrid",289178,"082210-99999",11.6274976703486,78975,0.999962013295347,0.866350110794555,0.999480848369737,0.32957264957265,0.752136752136752,0.999810066476733,0.999442861665084,0.282722380500158,0.000506489395378284,0.109249762583096,0.510047483380817,0.132231718898386,0.0285280151946819,0.510047483380817,0.438733776511554,0.132231718898386,0.0285280151946819,3.79867046533713e-05,0
"es1426a","Madrid",289178,"082200-99999",7.65552906932604,21080,0.695872865275142,0.807163187855787,0.852609108159393,0,0,0.732685009487666,0.732685009487666,0,0.0569259962049336,0.0669829222011385,0,0,0,0,0,0,0,0,0
"es1426a","Madrid",289178,"082220-99999",3.34497579723684,20854,0.870192768773377,0.844873885105975,0.976743070873693,0.548959432243215,0,0.548959432243215,0.548959432243215,0,0.036347942840702,0.0375467536204086,0,0,0,0,0,0,0,0,4.79524311882612e-05
"es1438a","Barcelona",244311,"081763-99999",15.3113661341784,52276,0.999866095340118,0.735480909021348,0.997341036039483,0,0.499292218226337,0.996805417399954,0.996461091131686,0.41653913841916,0.0383541204376769,0,0.377878950187467,0.133847272170786,0.0334379064962889,0.377878950187467,0.377878950187467,0.133847272170786,0.0334379064962889,0,0
"es1438a","Barcelona",244311,"081800-99999",3.92517338628133,20764,0.988874975919861,0.988874975919861,0.986804083991524,0,0,0.625939125409362,0.625939125409362,0,0.0412251974571374,0.0481602774031978,0,0,0,0,0,0,0,0,0
"es1438a","Barcelona",244311,"081810-99999",11.6861277244228,78968,0.999328842062608,0.967771755647857,0.999202208489515,0.330349002127444,0.581944585148415,0.998986931415257,0.998974268057948,0.206552021071827,0.0289864248809644,0.0117642589403303,0.549425083578158,0.113501671563165,0.0272135548576639,0.549425083578158,0.558631344342012,0.113501671563165,0.0272008915003546,0,0
