"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación tráfico","site_name","latitude","longitude","elevation","country","site_type","site_area","date_start","date_end"
"es1181a",34706,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",341,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34707,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",7919,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34708,"o3","Ozone (air)","day","ug.m-3",5494,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34709,"o3","Ozone (air)","dymax","ug.m-3",5495,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34710,"o3","Ozone (air)","hour","ug.m-3",129247,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34711,"o3","Ozone (air)","hour8","ug.m-3",130819,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34712,"no2","Nitrogen dioxide (air)","day","ug.m-3",5313,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34713,"no2","Nitrogen dioxide (air)","hour","ug.m-3",122329,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34721,"no","Nitrogen monoxide (air)","day","ug.m-3",4219,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1181a",34722,"no","Nitrogen monoxide (air)","hour","ug.m-3",96596,"Valencia",24760,"QUART DE POBLET","QUART DE POBLET",39.48111111,-0.44722222,41,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1225a",35027,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1417,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35028,"o3","Ozone (air)","day","ug.m-3",4963,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35029,"o3","Ozone (air)","dymax","ug.m-3",4961,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35030,"o3","Ozone (air)","hour","ug.m-3",116948,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35031,"o3","Ozone (air)","hour8","ug.m-3",118077,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35032,"no2","Nitrogen dioxide (air)","day","ug.m-3",4789,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35033,"no2","Nitrogen dioxide (air)","hour","ug.m-3",112627,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35048,"no","Nitrogen monoxide (air)","day","ug.m-3",4492,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1225a",35049,"no","Nitrogen monoxide (air)","hour","ug.m-3",105837,"Lleida",138956,"Lleida (Irurita - Pius XII)","Lleida (Irurita - Pius XII)",41.615794867,0.615725897,220,"spain","traffic","urban",1999-01-01,2021-01-16 01:00:00
"es1239a",35161,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1135,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35162,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",26993,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35163,"o3","Ozone (air)","day","ug.m-3",5357,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35164,"o3","Ozone (air)","dymax","ug.m-3",5357,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35165,"o3","Ozone (air)","hour","ug.m-3",124092,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35166,"o3","Ozone (air)","hour8","ug.m-3",126969,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35167,"no2","Nitrogen dioxide (air)","day","ug.m-3",5422,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35168,"no2","Nitrogen dioxide (air)","hour","ug.m-3",124488,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35177,"no","Nitrogen monoxide (air)","day","ug.m-3",4332,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1239a",35178,"no","Nitrogen monoxide (air)","hour","ug.m-3",99254,"Valencia",794288,"Pista de Silla","VALÈNCIA-PISTA DE SILLA",39.45611111,-0.37583333,11,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35206,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",305,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35207,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",7252,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35208,"o3","Ozone (air)","day","ug.m-3",5669,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35209,"o3","Ozone (air)","dymax","ug.m-3",5682,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35210,"o3","Ozone (air)","hour","ug.m-3",133958,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35211,"o3","Ozone (air)","hour8","ug.m-3",135516,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35212,"no2","Nitrogen dioxide (air)","day","ug.m-3",5692,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35213,"no2","Nitrogen dioxide (air)","hour","ug.m-3",134359,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35224,"no","Nitrogen monoxide (air)","day","ug.m-3",4610,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1244a",35225,"no","Nitrogen monoxide (air)","hour","ug.m-3",108424,"Bilbao",346844,"MAZARREDO","MAZARREDO",43.2675,-2.9352,33,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1262a",35477,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1627,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35478,"o3","Ozone (air)","day","ug.m-3",5638,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35479,"o3","Ozone (air)","dymax","ug.m-3",5634,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35480,"o3","Ozone (air)","hour","ug.m-3",132549,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35481,"o3","Ozone (air)","hour8","ug.m-3",133898,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35482,"no2","Nitrogen dioxide (air)","day","ug.m-3",5549,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35483,"no2","Nitrogen dioxide (air)","hour","ug.m-3",130063,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35492,"no","Nitrogen monoxide (air)","day","ug.m-3",4551,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1262a",35493,"no","Nitrogen monoxide (air)","hour","ug.m-3",106784,"Sabadell",213644,"Sabadell (Gran Via)","Sabadell (Gran Via)",41.561175397,2.101405057,210,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1268a",35520,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2552,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35521,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",60808,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35522,"o3","Ozone (air)","day","ug.m-3",5445,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35523,"o3","Ozone (air)","dymax","ug.m-3",5446,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35524,"o3","Ozone (air)","hour","ug.m-3",129365,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35525,"o3","Ozone (air)","hour8","ug.m-3",130019,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35526,"no2","Nitrogen dioxide (air)","day","ug.m-3",3911,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35527,"no2","Nitrogen dioxide (air)","hour","ug.m-3",92331,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35534,"no","Nitrogen monoxide (air)","day","ug.m-3",3181,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1268a",35535,"no","Nitrogen monoxide (air)","hour","ug.m-3",75170,"Oviedo",219687,"PLAZA DE TOROS","PLAZA DE TOROS",43.3583,-5.8664,267,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1269a",35538,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2512,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35539,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",59547,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35540,"o3","Ozone (air)","day","ug.m-3",3983,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35541,"o3","Ozone (air)","dymax","ug.m-3",3992,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35542,"o3","Ozone (air)","hour","ug.m-3",94888,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35543,"o3","Ozone (air)","hour8","ug.m-3",95311,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35544,"no2","Nitrogen dioxide (air)","day","ug.m-3",2523,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35545,"no2","Nitrogen dioxide (air)","hour","ug.m-3",59634,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35560,"no","Nitrogen monoxide (air)","day","ug.m-3",2523,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1269a",35561,"no","Nitrogen monoxide (air)","hour","ug.m-3",59616,"Oviedo",219686,"Palacio de Deportes","PALACIO DE DEPORTES",43.3665,-5.833,180,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1270a",35573,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2523,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35574,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",59395,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35575,"o3","Ozone (air)","day","ug.m-3",3974,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35576,"o3","Ozone (air)","dymax","ug.m-3",3970,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35577,"o3","Ozone (air)","hour","ug.m-3",94084,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35578,"o3","Ozone (air)","hour8","ug.m-3",94661,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35579,"no2","Nitrogen dioxide (air)","day","ug.m-3",2547,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35580,"no2","Nitrogen dioxide (air)","hour","ug.m-3",60056,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35587,"no","Nitrogen monoxide (air)","day","ug.m-3",2547,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1270a",35588,"no","Nitrogen monoxide (air)","hour","ug.m-3",60054,"Gijón",271780,"Hermanos Felgueroso","HERMANOS FELGUEROSO",43.5352,-5.6583,18,"spain","traffic","urban",2002-01-01,2021-01-13 23:00:00
"es1271a",35591,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2516,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35592,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",59580,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35593,"o3","Ozone (air)","day","ug.m-3",3992,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35594,"o3","Ozone (air)","dymax","ug.m-3",3993,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35595,"o3","Ozone (air)","hour","ug.m-3",95476,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35596,"o3","Ozone (air)","hour8","ug.m-3",95685,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35597,"no2","Nitrogen dioxide (air)","day","ug.m-3",2519,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35598,"no2","Nitrogen dioxide (air)","hour","ug.m-3",59914,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35605,"no","Nitrogen monoxide (air)","day","ug.m-3",2519,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1271a",35606,"no","Nitrogen monoxide (air)","hour","ug.m-3",59626,"Gijón",271782,"ARGENTINA","ARGENTINA",43.5388,-5.6989,9,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1272a",35609,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2539,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35610,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",60111,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35611,"o3","Ozone (air)","day","ug.m-3",3977,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35612,"o3","Ozone (air)","dymax","ug.m-3",3980,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35613,"o3","Ozone (air)","hour","ug.m-3",94499,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35614,"o3","Ozone (air)","hour8","ug.m-3",94999,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35615,"no2","Nitrogen dioxide (air)","day","ug.m-3",2536,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35616,"no2","Nitrogen dioxide (air)","hour","ug.m-3",60209,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35629,"no","Nitrogen monoxide (air)","day","ug.m-3",2536,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1272a",35630,"no","Nitrogen monoxide (air)","hour","ug.m-3",60212,"Gijón",271781,"CONSTITUCIÓN","CONSTITUCIÓN",43.5299,-5.6735,19,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1340a",36328,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4132,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36329,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",59146,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36330,"o3","Ozone (air)","day","ug.m-3",459,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36331,"o3","Ozone (air)","dymax","ug.m-3",459,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36332,"o3","Ozone (air)","hour","ug.m-3",10390,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36333,"o3","Ozone (air)","hour8","ug.m-3",10809,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36334,"no2","Nitrogen dioxide (air)","day","ug.m-3",1979,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36335,"no2","Nitrogen dioxide (air)","hour","ug.m-3",42949,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36344,"no","Nitrogen monoxide (air)","day","ug.m-3",889,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1340a",36345,"no","Nitrogen monoxide (air)","hour","ug.m-3",17302,"Huelva",143663,"POZO DULCE","POZO DULCE",37.25336,-6.93514,18,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1358a",36573,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3998,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36574,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",94577,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36575,"o3","Ozone (air)","day","ug.m-3",5190,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36576,"o3","Ozone (air)","dymax","ug.m-3",5188,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36577,"o3","Ozone (air)","hour","ug.m-3",122968,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36578,"o3","Ozone (air)","hour8","ug.m-3",123861,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36579,"no2","Nitrogen dioxide (air)","day","ug.m-3",5202,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36580,"no2","Nitrogen dioxide (air)","hour","ug.m-3",122492,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36588,"no","Nitrogen monoxide (air)","day","ug.m-3",4396,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1358a",36589,"no","Nitrogen monoxide (air)","hour","ug.m-3",103860,"Gijón",271783,"AVENIDA DE CASTILLA","AVENIDA DE CASTILLA",43.5378,-5.6461,5,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1393a",36900,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",732,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
