"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación tráfico","site_name","latitude","longitude","elevation","country","site_type","site_area","date_start","date_end"
"es1393a",36901,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",16540,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36902,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",200,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36903,"o3","Ozone (air)","day","ug.m-3",3948,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36904,"o3","Ozone (air)","dymax","ug.m-3",3947,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36905,"o3","Ozone (air)","hour","ug.m-3",92803,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36906,"o3","Ozone (air)","hour8","ug.m-3",93932,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36907,"no2","Nitrogen dioxide (air)","day","ug.m-3",2802,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36908,"no2","Nitrogen dioxide (air)","hour","ug.m-3",65734,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36923,"no","Nitrogen monoxide (air)","day","ug.m-3",2802,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1393a",36924,"no","Nitrogen monoxide (air)","hour","ug.m-3",65722,"Almería",198533,"MEDITERRÁNEO","MEDITERRÁNEO",36.84133,-2.44672,51,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1426a",37337,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1341,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37338,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",31963,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37339,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4080,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37340,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",97217,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37341,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",728,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37342,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",17386,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37343,"o3","Ozone (air)","day","ug.m-3",4079,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37344,"o3","Ozone (air)","dymax","ug.m-3",4079,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37345,"o3","Ozone (air)","hour","ug.m-3",96537,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37346,"o3","Ozone (air)","hour8","ug.m-3",97723,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37347,"no2","Nitrogen dioxide (air)","day","ug.m-3",5166,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37348,"no2","Nitrogen dioxide (air)","hour","ug.m-3",123342,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37355,"no","Nitrogen monoxide (air)","day","ug.m-3",4731,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1426a",37356,"no","Nitrogen monoxide (air)","hour","ug.m-3",113122,"Madrid",3266130,"MORATALAZ","MORATALAZ",40.40805555,-3.64527777,685,"spain","traffic","urban",1997-01-01,2021-01-16 00:00:00
"es1438a",37514,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1673,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37515,"o3","Ozone (air)","day","ug.m-3",4664,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37516,"o3","Ozone (air)","dymax","ug.m-3",4659,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37517,"o3","Ozone (air)","hour","ug.m-3",107359,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37518,"o3","Ozone (air)","hour8","ug.m-3",109706,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37519,"no2","Nitrogen dioxide (air)","day","ug.m-3",4422,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37520,"no2","Nitrogen dioxide (air)","hour","ug.m-3",101289,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37533,"no","Nitrogen monoxide (air)","day","ug.m-3",3634,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1438a",37534,"no","Nitrogen monoxide (air)","hour","ug.m-3",83143,"Barcelona",1636763,"Barcelona (l'Eixample)","Barcelona (l'Eixample)",41.385343284,2.15382196,26,"spain","traffic","urban",1997-01-01,2021-01-16 01:00:00
"es1479a",37825,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2069,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37826,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",25088,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37828,"o3","Ozone (air)","day","ug.m-3",3877,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37829,"o3","Ozone (air)","dymax","ug.m-3",3877,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37830,"o3","Ozone (air)","hour","ug.m-3",91718,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37831,"o3","Ozone (air)","hour8","ug.m-3",92736,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37832,"no2","Nitrogen dioxide (air)","day","ug.m-3",2063,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37833,"no2","Nitrogen dioxide (air)","hour","ug.m-3",48401,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37846,"no","Nitrogen monoxide (air)","day","ug.m-3",2062,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1479a",37847,"no","Nitrogen monoxide (air)","hour","ug.m-3",48388,"Cádiz",116027,"Avenida Marconi","AVDA. MARCONI",36.50602,-6.26857,4,"spain","traffic","urban",2002-01-01,2021-01-16 01:00:00
"es1480a",37856,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1967,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37857,"o3","Ozone (air)","day","ug.m-3",5075,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37858,"o3","Ozone (air)","dymax","ug.m-3",5076,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37859,"o3","Ozone (air)","hour","ug.m-3",119427,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37860,"o3","Ozone (air)","hour8","ug.m-3",120540,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37861,"no2","Nitrogen dioxide (air)","day","ug.m-3",5000,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37862,"no2","Nitrogen dioxide (air)","hour","ug.m-3",116848,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37875,"no","Nitrogen monoxide (air)","day","ug.m-3",4468,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1480a",37876,"no","Nitrogen monoxide (air)","hour","ug.m-3",104616,"Barcelona",1636762,"Gràcia-Sant Gervasi","Barcelona (Gràcia - Sant Gervasi)",41.398743251,2.153385124,57,"spain","traffic","urban",1997-11-04,2021-01-16 01:00:00
"es1492a",38019,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4202,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38020,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",99562,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38023,"o3","Ozone (air)","day","ug.m-3",4984,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38024,"o3","Ozone (air)","dymax","ug.m-3",4980,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38025,"o3","Ozone (air)","hour","ug.m-3",114768,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38026,"o3","Ozone (air)","hour8","ug.m-3",119214,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38027,"no2","Nitrogen dioxide (air)","day","ug.m-3",5287,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38028,"no2","Nitrogen dioxide (air)","hour","ug.m-3",125646,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38039,"no","Nitrogen monoxide (air)","day","ug.m-3",4648,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1492a",38040,"no","Nitrogen monoxide (air)","hour","ug.m-3",110605,"Vitoria",251775,"TRES MARZO","TRES MARZO",42.85607,-2.66779,518,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38051,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4309,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38052,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",101618,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38053,"o3","Ozone (air)","day","ug.m-3",4918,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38054,"o3","Ozone (air)","dymax","ug.m-3",4916,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38055,"o3","Ozone (air)","hour","ug.m-3",111961,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38056,"o3","Ozone (air)","hour8","ug.m-3",117541,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38057,"no2","Nitrogen dioxide (air)","day","ug.m-3",4859,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38058,"no2","Nitrogen dioxide (air)","hour","ug.m-3",114690,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38065,"no","Nitrogen monoxide (air)","day","ug.m-3",4317,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1494a",38066,"no","Nitrogen monoxide (air)","hour","ug.m-3",102092,"San Sebastián",187416,"ATEGORRIETA","ATEGORRIETA",43.322,-1.9607,23,"spain","traffic","urban",1998-04-01,2021-01-16 00:00:00
"es1502a",38177,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4059,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38178,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",95877,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38179,"o3","Ozone (air)","day","ug.m-3",3925,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38180,"o3","Ozone (air)","dymax","ug.m-3",3924,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38181,"o3","Ozone (air)","hour","ug.m-3",91311,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38182,"o3","Ozone (air)","hour8","ug.m-3",93921,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38183,"no2","Nitrogen dioxide (air)","day","ug.m-3",3956,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38184,"no2","Nitrogen dioxide (air)","hour","ug.m-3",93823,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38187,"no","Nitrogen monoxide (air)","day","ug.m-3",3956,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1502a",38188,"no","Nitrogen monoxide (air)","hour","ug.m-3",93523,"Vitoria",251774,"Avenida de Gasteiz","AVENIDA GASTEIZ",42.8548,-2.6807,517,"spain","traffic","urban",2001-01-01,2021-01-15 23:00:00
"es1521a",38274,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2782,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38275,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",66014,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38276,"o3","Ozone (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38277,"o3","Ozone (air)","dymax","ug.m-3",3887,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38278,"o3","Ozone (air)","hour","ug.m-3",91703,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38279,"o3","Ozone (air)","hour8","ug.m-3",93162,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38280,"no2","Nitrogen dioxide (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38281,"no2","Nitrogen dioxide (air)","hour","ug.m-3",92984,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38288,"no","Nitrogen monoxide (air)","day","ug.m-3",3890,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1521a",38289,"no","Nitrogen monoxide (air)","hour","ug.m-3",92983,"Madrid",3266131,"BARRIO DEL PILAR","BARRIO DEL PILAR",40.47833333,-3.71138888,673,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38292,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1459,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38293,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",34874,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38294,"o3","Ozone (air)","day","ug.m-3",2915,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38295,"o3","Ozone (air)","dymax","ug.m-3",2913,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38296,"o3","Ozone (air)","hour","ug.m-3",68430,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38297,"o3","Ozone (air)","hour8","ug.m-3",69768,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38298,"no2","Nitrogen dioxide (air)","day","ug.m-3",1824,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38299,"no2","Nitrogen dioxide (air)","hour","ug.m-3",43685,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38310,"no","Nitrogen monoxide (air)","day","ug.m-3",1459,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1525a",38311,"no","Nitrogen monoxide (air)","hour","ug.m-3",34932,"Madrid",3266132,"CUATRO CAMINOS-PABLO IGLESIAS","CUATRO CAMINOS-PABLO IGLESIAS",40.44527777,-3.70638888,699,"spain","traffic","urban",2002-01-01,2021-01-16 00:00:00
"es1560a",38701,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",3485,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38702,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",66334,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38704,"o3","Ozone (air)","day","ug.m-3",3939,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38705,"o3","Ozone (air)","dymax","ug.m-3",3943,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38706,"o3","Ozone (air)","hour","ug.m-3",92866,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38707,"o3","Ozone (air)","hour8","ug.m-3",93754,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38708,"no2","Nitrogen dioxide (air)","day","ug.m-3",4153,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38709,"no2","Nitrogen dioxide (air)","hour","ug.m-3",98268,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38726,"no","Nitrogen monoxide (air)","day","ug.m-3",4153,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1560a",38727,"no","Nitrogen monoxide (air)","hour","ug.m-3",98284,"Granada",232462,"Norte","GRANADA - NORTE",37.1961,-3.61266,689,"spain","traffic","urban",2001-01-01,2021-01-16 01:00:00
"es1563a",38754,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",4366,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38755,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",103545,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38756,"o3","Ozone (air)","day","ug.m-3",4372,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38757,"o3","Ozone (air)","dymax","ug.m-3",4374,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
"es1563a",38758,"o3","Ozone (air)","hour","ug.m-3",103347,"Alcalá de Henares",195649,"Alcalá de Henares","ALCAL� DE HENARES",40.479328,-3.377949,589,"spain","traffic","urban",2001-01-01,2021-01-16 00:00:00
