"period","site","variable","mean(2013-2019).vs.mean(2020)","std(2013-2019).vs.std(2020)"
"new.lockdown","Leganés","no2",-28.1881611602745,18.4836561080276
"pre.lckdwn","Leganés","o3",-32.166731331004,31.0061384837916
"lckdwn","Leganés","o3",-2.36985078445223,7.22766527143652
"fases","Leganés","o3",-3.55885741065796,6.14817361456373
"normalidad","Leganés","o3",1.01676953160673,-1.91132841645477
"new.lockdown","Leganés","o3",8.15313792168384,44.0847163530432
"pre.lckdwn","Leganés","pm10",50.4288670698075,42.0553065703514
"lckdwn","Leganés","pm10",-26.2534755820808,19.3002707594982
"fases","Leganés","pm10",-21.3365551764131,21.5159913624657
"normalidad","Leganés","pm10",-12.6994207520141,28.3417841089414
"new.lockdown","Leganés","pm10",-17.7425344811164,31.4584895857847
"pre.lckdwn","León","no",-9.42935204402688,47.1269744609916
"lckdwn","León","no",-69.4509832039401,13.8425172474755
"fases","León","no",-50.2221808394128,14.1739707864836
"normalidad","León","no",-31.1279757384409,11.2590492776768
"new.lockdown","León","no",-51.1868652709504,22.6982863579
"pre.lckdwn","León","no2",-10.7316009388014,19.8098358527561
"lckdwn","León","no2",-43.8413646654651,6.73731973338221
"fases","León","no2",-37.6955361325348,14.3313827270104
"normalidad","León","no2",-24.5810310454956,12.5494841033551
"new.lockdown","León","no2",-28.268361242977,15.5459696686483
"pre.lckdwn","León","pm10",30.3014022794971,52.5967697407462
"lckdwn","León","pm10",-7.52132273637875,59.0084938132416
"fases","León","pm10",-24.0567792667246,17.8818317834515
"normalidad","León","pm10",-23.5597609193279,20.7825955040028
"new.lockdown","León","pm10",-37.7015264091259,22.9127180869631
"pre.lckdwn","Lleida","no",-10.8384736194653,32.5773305243795
"lckdwn","Lleida","no",-70.2168060907318,5.90379907219211
"fases","Lleida","no",-83.1009197613886,-4.74702066291098
"normalidad","Lleida","no",-47.3325059937013,9.24782104834744
"new.lockdown","Lleida","no",-42.2479961526697,27.4646051116683
"pre.lckdwn","Lleida","no2",-12.7329992660704,14.7273764370313
"lckdwn","Lleida","no2",-48.8351922893962,5.14895173698726
"fases","Lleida","no2",-40.6250860546129,9.77503587291442
"normalidad","Lleida","no2",-24.4504122649178,11.7957713753264
"new.lockdown","Lleida","no2",-30.0858508286134,18.6840102658333
"pre.lckdwn","Lleida","o3",-23.6809211067571,15.2107199842509
"lckdwn","Lleida","o3",-12.0098122462807,3.51157803711503
"fases","Lleida","o3",-16.5048901463373,4.71357325473966
"normalidad","Lleida","o3",-0.539107397939189,-6.42426813988417
"new.lockdown","Lleida","o3",-2.39315396440647,17.8199327378899
"pre.lckdwn","Madrid","no",-11.9506797451569,37.083558549138
"lckdwn","Madrid","no",-79.9183055956403,3.71869013453974
"fases","Madrid","no",-64.8369992528279,8.06849388465811
"normalidad","Madrid","no",-52.5845982197839,10.9197382220182
"new.lockdown","Madrid","no",-59.4813261318369,16.9834739675682
"pre.lckdwn","Madrid","no2",-4.35832272762757,23.1294410752301
"lckdwn","Madrid","no2",-58.826323183719,8.43861717034188
"fases","Madrid","no2",-52.6577071242699,13.1138678327686
"normalidad","Madrid","no2",-29.6237147189777,14.7569023945284
"new.lockdown","Madrid","no2",-30.4999765861822,13.7302831340689
"pre.lckdwn","Madrid","o3",-20.7653226328161,27.5517209640657
"lckdwn","Madrid","o3",9.76567106011776,6.39964269474588
"fases","Madrid","o3",4.22465875890656,4.66623830634324
"normalidad","Madrid","o3",3.59198659102376,1.08652523855653
"new.lockdown","Madrid","o3",19.3194828133662,32.1032179035839
"pre.lckdwn","Madrid","pm10",27.9808347921206,40.7707291902686
"lckdwn","Madrid","pm10",-34.6314151033867,19.0831224614692
"fases","Madrid","pm10",-23.2886468409,17.1132385177381
"normalidad","Madrid","pm10",-25.0903231032806,19.4312772302167
"new.lockdown","Madrid","pm10",-16.5546788396016,27.3842298913463
"pre.lckdwn","Madrid","pm2.5",26.2741991732094,44.9390472277055
"lckdwn","Madrid","pm2.5",-23.4872641697283,11.4140143882105
"fases","Madrid","pm2.5",-11.50714559664,23.3336313013942
"normalidad","Madrid","pm2.5",-19.2131904871228,18.5847048961286
"new.lockdown","Madrid","pm2.5",-17.85387064131,24.3572603833123
"pre.lckdwn","Málaga","no",-0.329830367090218,38.5179871183201
"lckdwn","Málaga","no",-67.16822728559,10.3725452900521
"fases","Málaga","no",-31.023110841434,17.5061522368984
"normalidad","Málaga","no",-27.6696746328839,26.2517506563124
"new.lockdown","Málaga","no",-28.5494944141522,18.3468206303194
"pre.lckdwn","Málaga","no2",-6.21568865488053,16.2945736268734
"lckdwn","Málaga","no2",-57.7894736916275,8.58852375451204
"fases","Málaga","no2",-29.2149068804423,11.9734652129767
"normalidad","Málaga","no2",-2.70588460693417,18.9287619604419
"new.lockdown","Málaga","no2",5.64695660222461,14.1763623869328
"pre.lckdwn","Marbella","no",29.2189626977572,41.6771963603352
"lckdwn","Marbella","no",-71.0469444791241,14.6120929775157
"fases","Marbella","no",-42.9924536733067,19.5749783805239
"normalidad","Marbella","no",-15.4747909671141,19.8958041117744
"new.lockdown","Marbella","no",-26.2855075918211,27.835904192191
"pre.lckdwn","Marbella","no2",-2.03295104752383,16.6154204799282
"lckdwn","Marbella","no2",-62.5829143083008,9.6186959156133
"fases","Marbella","no2",-46.2156298713151,11.4141604526927
"normalidad","Marbella","no2",-25.3180906433511,8.92975889469601
"new.lockdown","Marbella","no2",-49.9881876650949,11.8977980280261
"pre.lckdwn","Marbella","o3",-18.6790122202607,24.5171553932248
"lckdwn","Marbella","o3",14.5122622910844,11.6082714291861
"fases","Marbella","o3",-0.967613437838381,11.9217234179468
"normalidad","Marbella","o3",9.40694312816735,8.19544689428381
"new.lockdown","Marbella","o3",20.9057938163344,17.6864229846036
"pre.lckdwn","Marbella","pm10",7.95129651589167,6.23585118901047
"lckdwn","Marbella","pm10",-30.4953008373706,5.7595079497646
"fases","Marbella","pm10",-15.9718424081666,17.3947031833137
"normalidad","Marbella","pm10",-15.1467723564893,5.1343607976945
"new.lockdown","Marbella","pm10",8.37133651775373,53.1881630457145
"pre.lckdwn","Ourense","no",1.7280054909239,29.6447320404016
"lckdwn","Ourense","no",-59.2904247758542,16.422949685478
"fases","Ourense","no",-42.1082156761162,12.985218353187
"normalidad","Ourense","no",-27.2942536960349,10.6033880107218
"new.lockdown","Ourense","no",-35.3689752179648,38.821754080512
"pre.lckdwn","Ourense","no2",-7.76036519919001,12.4255812837377
"lckdwn","Ourense","no2",-52.667965255417,13.2203067312634
"fases","Ourense","no2",-35.3821389858941,13.3315085484166
"normalidad","Ourense","no2",-12.8642110974582,5.35836883788557
"new.lockdown","Ourense","no2",-17.927921188376,13.1430331256387
"pre.lckdwn","Ourense","o3",-9.46371050248914,28.2846644452085
"lckdwn","Ourense","o3",-12.015321163123,15.6848882857973
"fases","Ourense","o3",-7.50744015064001,10.9752692522108
"normalidad","Ourense","o3",-6.31257149474467,9.6942625332215
"new.lockdown","Ourense","o3",11.1453437041641,32.9081047795139
"pre.lckdwn","Ourense","pm10",24.2293759817777,35.6364914319874
"lckdwn","Ourense","pm10",-8.48984027330264,25.616296873572
"fases","Ourense","pm10",21.4353870822111,23.6700490494144
"normalidad","Ourense","pm10",27.7318540781826,7.62104772315863
"new.lockdown","Ourense","pm10",18.3407098095896,12.1880509290201
"pre.lckdwn","Ourense","pm2.5",0.294098768659631,30.132100748329
"lckdwn","Ourense","pm2.5",-10.8145353299457,21.7648569967466
"fases","Ourense","pm2.5",-32.6451254965122,10.3047355966028
"normalidad","Ourense","pm2.5",-41.3307527538322,4.33239186024435
"new.lockdown","Ourense","pm2.5",-19.4637519421585,17.4524300155084
"pre.lckdwn","Oviedo","no",11.2539918835771,36.6376945557642
"lckdwn","Oviedo","no",-62.9933101773741,8.11239975269806
"fases","Oviedo","no",-50.0194144519704,6.12789887577254
"normalidad","Oviedo","no",-18.1865312325716,17.6500766467052
"new.lockdown","Oviedo","no",-42.2941820648065,22.8570424444473
"pre.lckdwn","Oviedo","no2",-0.854873595109207,12.6160221142579
"lckdwn","Oviedo","no2",-43.9081418832431,14.7833305382295
"fases","Oviedo","no2",-25.5694629476955,17.5591485991847
"normalidad","Oviedo","no2",-30.1913256538506,8.56810856185602
"new.lockdown","Oviedo","no2",-42.0043484298887,10.1160979945987
"pre.lckdwn","Oviedo","o3",4.68202852541184,21.0046544678773
"lckdwn","Oviedo","o3",13.3840004363604,15.0617951296773
