"date","variable","site","2013-2019.vs.2020"
2020-03-11,"o3","Marbella",-2.22576342819532
2020-03-11,"o3","Ourense",-62.516363041344
2020-03-11,"o3","Oviedo",-24.0397193483173
2020-03-11,"o3","Palma",-0.00036779850527206
2020-03-11,"o3","Pamplona",-73.6027425722003
2020-03-11,"o3","Sabadell",-51.2369674346763
2020-03-11,"o3","San Sebastián",-45.7145706592201
2020-03-11,"o3","Sevilla",-39.9449598706052
2020-03-11,"o3","Tarrasa",-60.280598117039
2020-03-11,"o3","Valencia",-42.9185325136159
2020-03-11,"o3","Valladolid",-58.232044198895
2020-03-11,"o3","Vigo",-57.350147221445
2020-03-11,"o3","Zaragoza",-30.2785678697263
2020-03-11,"pm10","Alcalá de Henares",83.3483348334833
2020-03-11,"pm10","Alcobendas",89.6162528216704
2020-03-11,"pm10","Bilbao",79.3994913454653
2020-03-11,"pm10","Burgos",23.7711208347358
2020-03-11,"pm10","Getafe",68.7581359021088
2020-03-11,"pm10","Gijón",11.9072349609299
2020-03-11,"pm10","Huelva",50.7516106010138
2020-03-11,"pm10","Las Palmas de Gran Canaria",-1.69518320769768
2020-03-11,"pm10","Leganés",87.0364020019734
2020-03-11,"pm10","León",32.7022821576763
2020-03-11,"pm10","Madrid",63.2887480742326
2020-03-11,"pm10","Marbella",-7.1319476746927
2020-03-11,"pm10","Ourense",23.2366083881206
2020-03-11,"pm10","Oviedo",57.1941758258726
2020-03-11,"pm10","Palma",-4.11056204401783
2020-03-11,"pm10","Pamplona",-20.1666666666667
2020-03-11,"pm10","Salamanca",7.73228467146292
2020-03-11,"pm10","San Sebastián",32.8864459042767
2020-03-11,"pm10","Santander",16.4551562333369
2020-03-11,"pm10","Valencia",11.1299724153426
2020-03-11,"pm10","Valladolid",62.9523296847897
2020-03-11,"pm10","Vigo",-35.8903030872283
2020-03-11,"pm10","Vitoria",12.3608188977123
2020-03-11,"pm10","Zaragoza",4.44686346664188
2020-03-11,"pm2.5","Bilbao",54.2763157894737
2020-03-11,"pm2.5","Gijón",1.09138103946669
2020-03-11,"pm2.5","Las Palmas de Gran Canaria",-31.2127338332011
2020-03-11,"pm2.5","Madrid",45.3209331589968
2020-03-11,"pm2.5","Ourense",48.1330444850346
2020-03-11,"pm2.5","Oviedo",84.7524752475248
2020-03-11,"pm2.5","San Sebastián",-9.04458598726114
2020-03-11,"pm2.5","Valencia",19.3766973396261
2020-03-11,"pm2.5","Valladolid",8.84067596487344
2020-03-11,"pm2.5","Vigo",33.5282651104661
2020-03-11,"pm2.5","Vitoria",10.1969872537659
2020-03-12,"no","Alcalá de Henares",210.068200208068
2020-03-12,"no","Alcobendas",117.832167832168
2020-03-12,"no","Alicante",112.526250772082
2020-03-12,"no","Almería",-5.72947430596574
2020-03-12,"no","Barcelona",115.193034253259
2020-03-12,"no","Bilbao",28.7284610814023
2020-03-12,"no","Burgos",39.3616546304875
2020-03-12,"no","Cádiz",-21.6288897426047
2020-03-12,"no","Castellón de la Plana",-69.080284437846
2020-03-12,"no","Córdoba",-11.1241217798595
2020-03-12,"no","Elche",44.2128585048739
2020-03-12,"no","Getafe",170.147299509002
2020-03-12,"no","Gijón",-25.1080617495712
2020-03-12,"no","Girona",64.977973568282
2020-03-12,"no","Granada",107.895915088625
2020-03-12,"no","Huelva",0.17301038062282
2020-03-12,"no","Las Palmas de Gran Canaria",-29.7592997811816
2020-03-12,"no","Leganés",100.057273768614
2020-03-12,"no","León",35.8105843357789
2020-03-12,"no","Lleida",79.1245791245791
2020-03-12,"no","Madrid",28.540703894471
2020-03-12,"no","Málaga",84.797428905337
2020-03-12,"no","Marbella",304.481792717087
2020-03-12,"no","Ourense",-2.90193962199451
2020-03-12,"no","Oviedo",-56.3328977458347
2020-03-12,"no","Palma",161.792068957639
2020-03-12,"no","Pamplona",-40.4704929499687
2020-03-12,"no","Sabadell",75.7380302654428
2020-03-12,"no","Salamanca",87.8560148123945
2020-03-12,"no","San Sebastián",-31.0318076027929
2020-03-12,"no","Santander",-12.5190507293708
2020-03-12,"no","Sevilla",54.9586776859504
2020-03-12,"no","Tarrasa",58.5235378031384
2020-03-12,"no","Valencia",133.240172193576
2020-03-12,"no","Valladolid",125.734404224887
2020-03-12,"no","Vigo",97.2686851619155
2020-03-12,"no","Vitoria",-50.9193619849358
2020-03-12,"no","Zaragoza",3.08006046722767
2020-03-12,"no2","Alcalá de Henares",71.0471791039706
2020-03-12,"no2","Alcobendas",54.601226993865
2020-03-12,"no2","Alicante",74.0148272362208
2020-03-12,"no2","Almería",4.0599455040872
2020-03-12,"no2","Barcelona",39.0540437740442
2020-03-12,"no2","Bilbao",5.90442061647863
2020-03-12,"no2","Burgos",13.4712174449297
2020-03-12,"no2","Cádiz",-13.3656312339698
2020-03-12,"no2","Castellón de la Plana",-80.9521556007761
2020-03-12,"no2","Córdoba",-22.6116948744686
2020-03-12,"no2","Elche",36.6127189924493
2020-03-12,"no2","Getafe",54.8911222780569
2020-03-12,"no2","Gijón",-11.2112468774811
2020-03-12,"no2","Girona",-12.0580808080808
2020-03-12,"no2","Granada",-27.53282028067
2020-03-12,"no2","Huelva",36.9406021155411
2020-03-12,"no2","Las Palmas de Gran Canaria",40.2200160987389
2020-03-12,"no2","Leganés",56.2764227642277
2020-03-12,"no2","León",-11.0644434287876
2020-03-12,"no2","Lleida",19.5653762537224
2020-03-12,"no2","Madrid",32.5849019173985
2020-03-12,"no2","Málaga",41.2023778409249
2020-03-12,"no2","Marbella",12.3630071140165
2020-03-12,"no2","Ourense",-29.4743332819485
2020-03-12,"no2","Oviedo",0.925266903914599
2020-03-12,"no2","Palma",54.7986191024166
2020-03-12,"no2","Pamplona",-3.58407617583502
2020-03-12,"no2","Sabadell",44.8658782809345
2020-03-12,"no2","Salamanca",62.2594349447639
2020-03-12,"no2","San Sebastián",-7.68683274021352
2020-03-12,"no2","Santander",27.336459234306
2020-03-12,"no2","Sevilla",8.74370082220847
2020-03-12,"no2","Tarrasa",49.4450934579439
2020-03-12,"no2","Valencia",15.875797860426
2020-03-12,"no2","Valladolid",40.0667211328976
2020-03-12,"no2","Vigo",4.16819684171869
2020-03-12,"no2","Vitoria",-37.6174225099391
2020-03-12,"no2","Zaragoza",-20.1429389533011
2020-03-12,"o3","Alcalá de Henares",-75.866413405539
2020-03-12,"o3","Alcobendas",-63.3715531128589
2020-03-12,"o3","Alicante",-15.328633158972
2020-03-12,"o3","Almería",-32.833601158351
2020-03-12,"o3","Barcelona",-30.008826125331
2020-03-12,"o3","Cádiz",-2.88807672226649
2020-03-12,"o3","Castellón de la Plana",-11.3303437967115
2020-03-12,"o3","Elche",-24.5278935122558
2020-03-12,"o3","Getafe",-74.0024317453299
2020-03-12,"o3","Gijón",7.13597881474943
2020-03-12,"o3","Las Palmas de Gran Canaria",4.2798034652185
2020-03-12,"o3","Leganés",-71.5089846287075
2020-03-12,"o3","Lleida",-2.80623608017817
2020-03-12,"o3","Madrid",-65.5888027145573
2020-03-12,"o3","Marbella",-45.0810224421995
2020-03-12,"o3","Ourense",-1.02253985706433
2020-03-12,"o3","Oviedo",10.4667785443471
2020-03-12,"o3","Palma",-41.4427693993566
2020-03-12,"o3","Pamplona",-51.8565829583394
2020-03-12,"o3","Sabadell",-56.7457072771872
2020-03-12,"o3","San Sebastián",-31.358387706044
2020-03-12,"o3","Sevilla",-43.3707865168539
2020-03-12,"o3","Tarrasa",-41.8604651162791
2020-03-12,"o3","Valencia",-22.2592987315025
2020-03-12,"o3","Valladolid",-57.0843734398402
2020-03-12,"o3","Vigo",-22.7700066299303
2020-03-12,"o3","Zaragoza",-25.5559961676392
2020-03-12,"pm10","Alcalá de Henares",90.1316165951359
2020-03-12,"pm10","Alcobendas",61.6207951070337
2020-03-12,"pm10","Bilbao",-9.20694237930445
2020-03-12,"pm10","Burgos",-16.5548478820669
2020-03-12,"pm10","Getafe",44.8275862068965
2020-03-12,"pm10","Gijón",-12.1489653714477
2020-03-12,"pm10","Huelva",3.96347060625237
2020-03-12,"pm10","Las Palmas de Gran Canaria",36.3509749303621
2020-03-12,"pm10","Leganés",71.0227272727273
2020-03-12,"pm10","León",19.0401037725651
2020-03-12,"pm10","Madrid",27.4660236738273
2020-03-12,"pm10","Marbella",-10.9499215337659
2020-03-12,"pm10","Ourense",-7.53497620825521
2020-03-12,"pm10","Oviedo",-20.6720739529411
2020-03-12,"pm10","Palma",25.1262178315094
2020-03-12,"pm10","Pamplona",-53.8461538461539
2020-03-12,"pm10","Salamanca",-3.09292713509497
2020-03-12,"pm10","San Sebastián",-14.1479464488314
2020-03-12,"pm10","Santander",-15.7885099565118
2020-03-12,"pm10","Valencia",31.4322271526965
2020-03-12,"pm10","Valladolid",57.2728003331556
2020-03-12,"pm10","Vigo",-36.0796108138859
2020-03-12,"pm10","Vitoria",-46.9994242995995
2020-03-12,"pm10","Zaragoza",11.3348804980416
2020-03-12,"pm2.5","Bilbao",-22.0754880193766
2020-03-12,"pm2.5","Gijón",-24.4513025324498
2020-03-12,"pm2.5","Las Palmas de Gran Canaria",6.72975814931652
2020-03-12,"pm2.5","Madrid",12.911131175029
2020-03-12,"pm2.5","Ourense",11.1054247782322
2020-03-12,"pm2.5","Oviedo",-21.2121212121212
2020-03-12,"pm2.5","San Sebastián",-38.7043189368771
2020-03-12,"pm2.5","Valencia",57.1705971193389
2020-03-12,"pm2.5","Valladolid",19.9444858168032
2020-03-12,"pm2.5","Vigo",1.25860840775657
2020-03-12,"pm2.5","Vitoria",-31.2315821346173
2020-03-13,"no","Alcalá de Henares",-14.0695067264574
2020-03-13,"no","Alcobendas",31.1691739245184
2020-03-13,"no","Alicante",32.8090540880991
2020-03-13,"no","Almería",155.90889919865
2020-03-13,"no","Barcelona",-3.51092896174863
2020-03-13,"no","Bilbao",-20.3764320785597
2020-03-13,"no","Burgos",-8.75456039212411
2020-03-13,"no","Cádiz",-47.316655976053
2020-03-13,"no","Castellón de la Plana",30.108776005914
2020-03-13,"no","Córdoba",-7.25917499850327
2020-03-13,"no","Elche",-49.4288232082133
2020-03-13,"no","Getafe",54.4107087906452
2020-03-13,"no","Gijón",-51.6139585605234
2020-03-13,"no","Girona",-55.4824561403509
2020-03-13,"no","Granada",65.4080634957152
2020-03-13,"no","Huelva",-15.2238805970149
2020-03-13,"no","Las Palmas de Gran Canaria",-64.0944881889764
2020-03-13,"no","Leganés",96.4180250934194
2020-03-13,"no","León",-43.8484251968504
2020-03-13,"no","Lleida",-69.8039215686275
2020-03-13,"no","Madrid",-0.744052942228581
2020-03-13,"no","Málaga",54.875382597289
2020-03-13,"no","Marbella",60.1508916323731
2020-03-13,"no","Ourense",-35.0078712604689
2020-03-13,"no","Oviedo",-53.9203860072376
2020-03-13,"no","Palma",-72.8495915401357
2020-03-13,"no","Pamplona",-38.5883291240197
2020-03-13,"no","Sabadell",-31.7813383600377
2020-03-13,"no","Salamanca",-60.3261106509134
2020-03-13,"no","San Sebastián",-55.2183089141282
2020-03-13,"no","Santander",-25.7258931772016
2020-03-13,"no","Sevilla",-69.0558486447153
2020-03-13,"no","Tarrasa",6.90417011875174
2020-03-13,"no","Valencia",-56.4365356844917
2020-03-13,"no","Valladolid",-30.4845814977974
2020-03-13,"no","Vigo",101.529207876487
2020-03-13,"no","Vitoria",-52.9739984376744
2020-03-13,"no","Zaragoza",-43.4984051309188
2020-03-13,"no2","Alcalá de Henares",21.9354838709677
2020-03-13,"no2","Alcobendas",-2.31999215224643
2020-03-13,"no2","Alicante",26.2335553517463
2020-03-13,"no2","Almería",39.3522211838716
2020-03-13,"no2","Barcelona",6.78170836928386
2020-03-13,"no2","Bilbao",-25.990508773866
2020-03-13,"no2","Burgos",-30.4325340922097
2020-03-13,"no2","Cádiz",-59.1137822687955
2020-03-13,"no2","Castellón de la Plana",44.885103362612
2020-03-13,"no2","Córdoba",-15.7182562902282
2020-03-13,"no2","Elche",-21.5700271348334
2020-03-13,"no2","Getafe",16.4078023579282
2020-03-13,"no2","Gijón",-46.5773617387562
2020-03-13,"no2","Girona",-37.956698240866
2020-03-13,"no2","Granada",-34.7010361928313
2020-03-13,"no2","Huelva",-27.720207253886
2020-03-13,"no2","Las Palmas de Gran Canaria",14.3097731698332
2020-03-13,"no2","Leganés",26.5357692122015
2020-03-13,"no2","León",-34.7006988757217
2020-03-13,"no2","Lleida",-39.3476044852192
2020-03-13,"no2","Madrid",10.4900702257797
2020-03-13,"no2","Málaga",21.2471131639723
2020-03-13,"no2","Marbella",25.2417794970987
2020-03-13,"no2","Ourense",-27.1624144365151
2020-03-13,"no2","Oviedo",-20.7196235815112
2020-03-13,"no2","Palma",-50.3139503139503
2020-03-13,"no2","Pamplona",-17.4461901734629
2020-03-13,"no2","Sabadell",-21.0340775558167
2020-03-13,"no2","Salamanca",-29.9416466434561
2020-03-13,"no2","San Sebastián",-45.8716162052167
2020-03-13,"no2","Santander",2.58567797352969
2020-03-13,"no2","Sevilla",-28.0449961210241
2020-03-13,"no2","Tarrasa",-2.07490538953414
2020-03-13,"no2","Valencia",-34.7256964039368
2020-03-13,"no2","Valladolid",-39.2632300691891
2020-03-13,"no2","Vigo",-1.41531726414508
2020-03-13,"no2","Vitoria",-46.273029099668
2020-03-13,"no2","Zaragoza",-43.1077564428624
2020-03-13,"o3","Alcalá de Henares",-33.9061728395062
2020-03-13,"o3","Alcobendas",-21.2350467558901
2020-03-13,"o3","Alicante",-9.16020351773158
2020-03-13,"o3","Almería",-16.123834614616
2020-03-13,"o3","Barcelona",-5.66655748444153
2020-03-13,"o3","Cádiz",26.1244507778173
2020-03-13,"o3","Castellón de la Plana",-33.8810198300283
2020-03-13,"o3","Elche",-2.58437686344664
2020-03-13,"o3","Getafe",-53.4830732225239
2020-03-13,"o3","Gijón",17.3535239173507
2020-03-13,"o3","Las Palmas de Gran Canaria",22.7808923148797
2020-03-13,"o3","Leganés",-45.6129300168437
2020-03-13,"o3","Lleida",-23.8518518518518
2020-03-13,"o3","Madrid",-32.0867396688826
2020-03-13,"o3","Marbella",-34.1358365543898
2020-03-13,"o3","Ourense",8.48439821708012
2020-03-13,"o3","Oviedo",19.6825778525911
2020-03-13,"o3","Palma",6.0175370977067
2020-03-13,"o3","Pamplona",-21.6313347284142
2020-03-13,"o3","Sabadell",21.3401310997815
2020-03-13,"o3","San Sebastián",8.26406177475842
2020-03-13,"o3","Sevilla",26.1888586956522
2020-03-13,"o3","Tarrasa",8.96286811779769
2020-03-13,"o3","Valencia",-1.71106089772488
2020-03-13,"o3","Valladolid",-9.42733657482442
2020-03-13,"o3","Vigo",-18.0272282536538
2020-03-13,"o3","Zaragoza",-4.87416307920757
2020-03-13,"pm10","Alcalá de Henares",55.5036691127418
2020-03-13,"pm10","Alcobendas",37.728576550735
2020-03-13,"pm10","Bilbao",-24.3114969087616
2020-03-13,"pm10","Burgos",-58.5542972693959
2020-03-13,"pm10","Getafe",22.0374126151441
2020-03-13,"pm10","Gijón",-16.2593300806683
2020-03-13,"pm10","Huelva",47.6357931891409
2020-03-13,"pm10","Las Palmas de Gran Canaria",-10.8105601843396
2020-03-13,"pm10","Leganés",61.5511249314066
2020-03-13,"pm10","León",-18.1735159817352
2020-03-13,"pm10","Madrid",26.1204591916968
2020-03-13,"pm10","Marbella",58.2720960057141
2020-03-13,"pm10","Ourense",-15.4708358019666
2020-03-13,"pm10","Oviedo",-31.258940405301
2020-03-13,"pm10","Palma",-18.0019297385362
2020-03-13,"pm10","Pamplona",-44.488188976378
2020-03-13,"pm10","Salamanca",-30.3030303030303
2020-03-13,"pm10","San Sebastián",2.41245136186771
2020-03-13,"pm10","Santander",19.9369657609474
2020-03-13,"pm10","Valencia",-14.2698088699202
2020-03-13,"pm10","Valladolid",-17.3750079410457
2020-03-13,"pm10","Vigo",-40.5415228054336
2020-03-13,"pm10","Vitoria",-46.9784928401614
2020-03-13,"pm10","Zaragoza",-59.1150564297744
2020-03-13,"pm2.5","Bilbao",-39.6946564885496
2020-03-13,"pm2.5","Gijón",-30.7589880159787
2020-03-13,"pm2.5","Las Palmas de Gran Canaria",-12.0358514724712
2020-03-13,"pm2.5","Madrid",25.8652352027123
2020-03-13,"pm2.5","Ourense",-39.8271631255661
2020-03-13,"pm2.5","Oviedo",-31.25
2020-03-13,"pm2.5","San Sebastián",-48.052902277737
2020-03-13,"pm2.5","Valencia",21.1869138008039
2020-03-13,"pm2.5","Valladolid",-39.4540958989229
2020-03-13,"pm2.5","Vigo",-18.2617432785296
2020-03-13,"pm2.5","Vitoria",-42.9910786223869
2020-03-14,"no","Alcalá de Henares",-78.9473684210526
2020-03-14,"no","Alcobendas",-82.4090121317158
2020-03-14,"no","Alicante",-66.3852351100965
2020-03-14,"no","Almería",-47.557003257329
2020-03-14,"no","Barcelona",-68.0417647660968
2020-03-14,"no","Bilbao",-17.7495161736246
2020-03-14,"no","Burgos",-8.54034276911226
2020-03-14,"no","Cádiz",-64.322120285423
2020-03-14,"no","Castellón de la Plana",-51.0978304592447
2020-03-14,"no","Córdoba",-55.8132246944531
2020-03-14,"no","Elche",-66.3934218421208
2020-03-14,"no","Getafe",-62.0439372768204
2020-03-14,"no","Gijón",-62.0237722865186
2020-03-14,"no","Girona",-84.297520661157
2020-03-14,"no","Granada",8.50000000000001
2020-03-14,"no","Huelva",-72.702977856961
2020-03-14,"no","Las Palmas de Gran Canaria",-63.7266199804982
2020-03-14,"no","Leganés",-65.5560905151661
2020-03-14,"no","León",-34.7319347319347
2020-03-14,"no","Lleida",-79.969064191802
2020-03-14,"no","Madrid",-82.5417805172523
2020-03-14,"no","Málaga",-74.6005326231691
2020-03-14,"no","Marbella",-71.4462299134734
2020-03-14,"no","Ourense",-52.5356655908022
2020-03-14,"no","Oviedo",-60.7713310580205
2020-03-14,"no","Palma",-58.3806512981767
2020-03-14,"no","Pamplona",-73.4542031778759
2020-03-14,"no","Sabadell",-74.9429894271301
2020-03-14,"no","Salamanca",-61.8405627198124
2020-03-14,"no","San Sebastián",-69.7536496350365
2020-03-14,"no","Santander",-31.2656438605531
2020-03-14,"no","Sevilla",-76.327608982827
2020-03-14,"no","Tarrasa",-79.8640167364017
2020-03-14,"no","Valencia",-52.9877037570784
2020-03-14,"no","Valladolid",-40.9859365649312
2020-03-14,"no","Vigo",-45.7723450621542
2020-03-14,"no","Vitoria",-34.0720221606648
2020-03-14,"no","Zaragoza",-59.0420374695862
2020-03-14,"no2","Alcalá de Henares",-38.1460486828943
2020-03-14,"no2","Alcobendas",-60.6895056374675
2020-03-14,"no2","Alicante",-36.909483491486
2020-03-14,"no2","Almería",-50.3511235955056
2020-03-14,"no2","Barcelona",-39.7292226560519
2020-03-14,"no2","Bilbao",-28.1541962254049
2020-03-14,"no2","Burgos",22.5930948158965
2020-03-14,"no2","Cádiz",-61.5066751430388
2020-03-14,"no2","Castellón de la Plana",10.7717991322083
2020-03-14,"no2","Córdoba",-46.8368687816782
2020-03-14,"no2","Elche",-66.173494081929
2020-03-14,"no2","Getafe",-13.0098296490682
2020-03-14,"no2","Gijón",-47.0702475295959
2020-03-14,"no2","Girona",-56.7647058823529
2020-03-14,"no2","Granada",-54.7300908605024
2020-03-14,"no2","Huelva",-59.2689295039165
2020-03-14,"no2","Las Palmas de Gran Canaria",-22.2626382599659
2020-03-14,"no2","Leganés",-17.5517471622524
2020-03-14,"no2","León",-36.8887530562347
2020-03-14,"no2","Lleida",-52.8814359943316
2020-03-14,"no2","Madrid",-48.9044884878775
2020-03-14,"no2","Málaga",-54.3052837573386
2020-03-14,"no2","Marbella",-45.2167222364709
2020-03-14,"no2","Ourense",-37.4253064072927
2020-03-14,"no2","Oviedo",-27.1359969266231
2020-03-14,"no2","Palma",-56.3374470160171
2020-03-14,"no2","Pamplona",-44.483961519651
2020-03-14,"no2","Sabadell",-56.6494501832722
2020-03-14,"no2","Salamanca",-9.68792619334137
2020-03-14,"no2","San Sebastián",-42.0911528150134
2020-03-14,"no2","Santander",-13.0708092497371
2020-03-14,"no2","Sevilla",-33.2572732458642
2020-03-14,"no2","Tarrasa",-53.2211112517403
2020-03-14,"no2","Valencia",-46.405975849997
2020-03-14,"no2","Valladolid",-11.0863718138259
2020-03-14,"no2","Vigo",-9.74853037146355
2020-03-14,"no2","Vitoria",-39.0176526074653
2020-03-14,"no2","Zaragoza",-49.3479481222219
2020-03-14,"o3","Alcalá de Henares",-2.74195296412703
2020-03-14,"o3","Alcobendas",14.3428907188051
2020-03-14,"o3","Alicante",3.1739402798079
2020-03-14,"o3","Almería",5.74866310160427
2020-03-14,"o3","Barcelona",-16.0087719298246
2020-03-14,"o3","Cádiz",29.3424753867792
2020-03-14,"o3","Castellón de la Plana",-20.7878033103005
2020-03-14,"o3","Elche",-0.953681445966044
2020-03-14,"o3","Getafe",-32.9057706064701
2020-03-14,"o3","Gijón",10.9071857581126
2020-03-14,"o3","Las Palmas de Gran Canaria",26.2654278186105
2020-03-14,"o3","Leganés",-15.7248530336884
2020-03-14,"o3","Lleida",-30.9987819732034
2020-03-14,"o3","Madrid",20.0812197524357
2020-03-14,"o3","Marbella",6.65729063538033
2020-03-14,"o3","Ourense",-23.8432191374733
2020-03-14,"o3","Oviedo",7.504949307097
2020-03-14,"o3","Palma",3.2002792971023
2020-03-14,"o3","Pamplona",-1.22645949762228
2020-03-14,"o3","Sabadell",-26.7605633802817
2020-03-14,"o3","San Sebastián",-3.17498841647728
2020-03-14,"o3","Sevilla",7.39225554541797
2020-03-14,"o3","Tarrasa",-29.101707498144
2020-03-14,"o3","Valencia",-23.539330110113
2020-03-14,"o3","Valladolid",-19.3803418803419
2020-03-14,"o3","Vigo",-18.8456566162058
2020-03-14,"o3","Zaragoza",13.0942528264172
2020-03-14,"pm10","Alcalá de Henares",12.0986687548943
2020-03-14,"pm10","Alcobendas",-1.76976847549395
2020-03-14,"pm10","Bilbao",-4.29042904290429
2020-03-14,"pm10","Burgos",-35.3968969109903
2020-03-14,"pm10","Getafe",-2.36591527399923
2020-03-14,"pm10","Gijón",-8.13205294176111
2020-03-14,"pm10","Huelva",33.7428283255748
2020-03-14,"pm10","Las Palmas de Gran Canaria",-10.1891802190508
2020-03-14,"pm10","Leganés",29.6377952755906
2020-03-14,"pm10","León",0.429401363980811
2020-03-14,"pm10","Madrid",-2.22099772703079
2020-03-14,"pm10","Marbella",16.2657192605254
2020-03-14,"pm10","Ourense",3.82637220332446
2020-03-14,"pm10","Oviedo",-12.6964032198254
2020-03-14,"pm10","Palma",-7.0757845498656
2020-03-14,"pm10","Pamplona",-35.1056987264697
2020-03-14,"pm10","Salamanca",-19.2839433542043
2020-03-14,"pm10","San Sebastián",-12.2120982029866
2020-03-14,"pm10","Santander",-3.12688308988572
2020-03-14,"pm10","Valencia",-51.237401790853
2020-03-14,"pm10","Valladolid",8.31736729403808
2020-03-14,"pm10","Vigo",-15.2467294674903
2020-03-14,"pm10","Vitoria",-14.2322549492999
2020-03-14,"pm10","Zaragoza",-36.7357712777594
2020-03-14,"pm2.5","Bilbao",-0.743494423791827
2020-03-14,"pm2.5","Gijón",-18.7871853546911
2020-03-14,"pm2.5","Las Palmas de Gran Canaria",-17.2808764940239
2020-03-14,"pm2.5","Madrid",1.05665181413112
2020-03-14,"pm2.5","Ourense",8.68734649816643
2020-03-14,"pm2.5","Oviedo",32.9512893982808
2020-03-14,"pm2.5","San Sebastián",-29.2042042042042
2020-03-14,"pm2.5","Valencia",-32.4184071130017
2020-03-14,"pm2.5","Valladolid",-21.4387127307146
2020-03-14,"pm2.5","Vigo",28.1999596868393
2020-03-14,"pm2.5","Vitoria",-17.7136917518658
2020-03-15,"no","Alcalá de Henares",-91.5335092990442
2020-03-15,"no","Alcobendas",-79.1571452389592
2020-03-15,"no","Alicante",-78.4959147769587
2020-03-15,"no","Almería",-66.6425992779783
2020-03-15,"no","Barcelona",-89.6477547727884
2020-03-15,"no","Bilbao",-82.2826341692055
2020-03-15,"no","Burgos",38.2926829268293
2020-03-15,"no","Cádiz",-70.1333333333333
2020-03-15,"no","Castellón de la Plana",-66.7708456185871
2020-03-15,"no","Córdoba",-80.128617363344
2020-03-15,"no","Elche",-58.7619759461847
2020-03-15,"no","Getafe",-90.6641262928688
2020-03-15,"no","Gijón",-72.4576009867407
2020-03-15,"no","Girona",-90.886899918633
2020-03-15,"no","Granada",-3.54973126396521
2020-03-15,"no","Huelva",-89.1989757649432
2020-03-15,"no","Las Palmas de Gran Canaria",-82.2646657571623
2020-03-15,"no","Leganés",-85.4502136049951
2020-03-15,"no","León",-81.5084226646248
2020-03-15,"no","Lleida",-75.4054054054054
2020-03-15,"no","Madrid",-90.0441122191922
2020-03-15,"no","Málaga",-83.6112096488116
2020-03-15,"no","Marbella",-86.5215464362971
2020-03-15,"no","Ourense",-72.4330156446682
2020-03-15,"no","Oviedo",-46.4832904884319
2020-03-15,"no","Palma",-82.2201122961312
2020-03-15,"no","Pamplona",-72.7415691071117
2020-03-15,"no","Sabadell",-90.2527075812274
2020-03-15,"no","Salamanca",-69.5849546044099
2020-03-15,"no","San Sebastián",-88.6668491650698
2020-03-15,"no","Santander",-66.3663663663664
2020-03-15,"no","Sevilla",-93.8883691923916
2020-03-15,"no","Tarrasa",-87.9310344827586
2020-03-15,"no","Valencia",-87.6719942484239
2020-03-15,"no","Valladolid",-74.2301133513893
2020-03-15,"no","Vigo",-85.9680573656764
2020-03-15,"no","Vitoria",-50.9505703422053
2020-03-15,"no","Zaragoza",-67.1341680929733
2020-03-15,"no2","Alcalá de Henares",-72.9358931510433
2020-03-15,"no2","Alcobendas",-65.823487448801
2020-03-15,"no2","Alicante",-86.1365437917954
2020-03-15,"no2","Almería",-74.0740740740741
2020-03-15,"no2","Barcelona",-70.1816107254921
2020-03-15,"no2","Bilbao",-54.7267068663684
2020-03-15,"no2","Burgos",-4.99184339314846
2020-03-15,"no2","Cádiz",-82.2817314746882
2020-03-15,"no2","Castellón de la Plana",-38.860194027738
2020-03-15,"no2","Córdoba",-72.8432873915263
2020-03-15,"no2","Elche",-76.1754423790676
2020-03-15,"no2","Getafe",-58.3991433543033
2020-03-15,"no2","Gijón",-56.3723577235772
2020-03-15,"no2","Girona",-78.8922393270909
2020-03-15,"no2","Granada",-66.7466785754159
2020-03-15,"no2","Huelva",-82.0931967713491
2020-03-15,"no2","Las Palmas de Gran Canaria",-67.4317617866005
2020-03-15,"no2","Leganés",-54.6013140127316
2020-03-15,"no2","León",-55.5485696321911
2020-03-15,"no2","Lleida",-64.7943595769683
2020-03-15,"no2","Madrid",-71.2302621650913
2020-03-15,"no2","Málaga",-62.9108598474888
2020-03-15,"no2","Marbella",-71.445035061689
2020-03-15,"no2","Ourense",-62.7048641748174
2020-03-15,"no2","Oviedo",-45.5704882062534
2020-03-15,"no2","Palma",-76.4020371368962
2020-03-15,"no2","Pamplona",-54.423646511253
2020-03-15,"no2","Sabadell",-78.8595898129367
2020-03-15,"no2","Salamanca",-50.579358663433
2020-03-15,"no2","San Sebastián",-61.6204690831556
2020-03-15,"no2","Santander",-49.2125187254545
2020-03-15,"no2","Sevilla",-68.0921278789962
2020-03-15,"no2","Tarrasa",-72.4862888482633
2020-03-15,"no2","Valencia",-83.5375323034428
2020-03-15,"no2","Valladolid",-64.7075391981974
2020-03-15,"no2","Vigo",-62.4747729565419
2020-03-15,"no2","Vitoria",-61.2358829568789
2020-03-15,"no2","Zaragoza",-57.4494616126767
2020-03-15,"o3","Alcalá de Henares",23.5209257286027
2020-03-15,"o3","Alcobendas",0.773964687861111
2020-03-15,"o3","Alicante",20.5885202563357
2020-03-15,"o3","Almería",6.54900555456012
2020-03-15,"o3","Barcelona",45.9156303340649
2020-03-15,"o3","Cádiz",12.9280124641479
2020-03-15,"o3","Castellón de la Plana",-10.0830956219769
