"date","variable","site","2013-2019.vs.2020"
2020-02-02,"pm10","es0118a",-10.5673451710697
2020-02-02,"pm2.5","es0110a",-49.6639308109767
2020-02-02,"pm2.5","es0118a",-3.64963503649636
2020-02-03,"no","es0110a",119.709208400646
2020-02-03,"no","es0115a",107.62870098693
2020-02-03,"no","es0118a",131.352135512224
2020-02-03,"no2","es0041a",90.6715475889927
2020-02-03,"no2","es0110a",44.8820310397416
2020-02-03,"no2","es0115a",-2.8537455410226
2020-02-03,"no2","es0118a",-6.43118123095929
2020-02-03,"o3","es0118a",-71.9275673429225
2020-02-03,"pm10","es0041a",478.359068909887
2020-02-03,"pm10","es0110a",497.23146545987
2020-02-03,"pm10","es0118a",268.142135676707
2020-02-03,"pm2.5","es0110a",285.157334239669
2020-02-03,"pm2.5","es0118a",220.862723638815
2020-02-04,"no","es0110a",-47.7666708844743
2020-02-04,"no","es0115a",80.0315955766193
2020-02-04,"no","es0118a",115.277565376969
2020-02-04,"no2","es0041a",0.27803521779427
2020-02-04,"no2","es0110a",2.39982325812598
2020-02-04,"no2","es0115a",-16.4372605968767
2020-02-04,"no2","es0118a",7.98938992042441
2020-02-04,"o3","es0118a",-76.534225066034
2020-02-04,"pm10","es0041a",76.8018223234624
2020-02-04,"pm10","es0110a",82.2138746720652
2020-02-04,"pm10","es0118a",262.733208955224
2020-02-04,"pm2.5","es0110a",21.600025633734
2020-02-04,"pm2.5","es0118a",153.864541832669
2020-02-05,"no","es0110a",92.4135966578048
2020-02-05,"no","es0115a",-26.4460722404648
2020-02-05,"no","es0118a",-46.8952889251939
2020-02-05,"no2","es0041a",3.68573198430725
2020-02-05,"no2","es0110a",24.04130913509
2020-02-05,"no2","es0115a",-3.83473208521626
2020-02-05,"no2","es0118a",-2.45701424571015
2020-02-05,"o3","es0118a",-4.0750261840253
2020-02-05,"pm10","es0041a",10.600390952248
2020-02-05,"pm10","es0110a",68.1781668653048
2020-02-05,"pm10","es0118a",-20.195971185461
2020-02-05,"pm2.5","es0110a",56.25
2020-02-05,"pm2.5","es0118a",-44.61653251334
2020-02-06,"no","es0110a",-55.6615017878427
2020-02-06,"no","es0115a",36.9308984422663
2020-02-06,"no","es0118a",19.9698662816247
2020-02-06,"no2","es0041a",12.5915875169606
2020-02-06,"no2","es0110a",0.657468229276136
2020-02-06,"no2","es0115a",15.1773288913254
2020-02-06,"no2","es0118a",18.7214010600125
2020-02-06,"o3","es0118a",-52.4902551103493
2020-02-06,"pm10","es0041a",-28.1022812735021
2020-02-06,"pm10","es0110a",-4.60295671581359
2020-02-06,"pm10","es0118a",58.477905989456
2020-02-06,"pm2.5","es0110a",-11.7326269866002
2020-02-06,"pm2.5","es0118a",39.5864106351551
2020-02-07,"no","es0110a",-59.7663500382138
2020-02-07,"no","es0115a",61.3245033112583
2020-02-07,"no","es0118a",-6.26992561105208
2020-02-07,"no2","es0041a",-3.55521098682024
2020-02-07,"no2","es0110a",-11.0903526985674
2020-02-07,"no2","es0115a",5.2066559312936
2020-02-07,"no2","es0118a",2.49657642473401
2020-02-07,"o3","es0118a",-43.2226488560856
2020-02-07,"pm10","es0041a",25.8064516129032
2020-02-07,"pm10","es0110a",-13.8355609959008
2020-02-07,"pm10","es0118a",83.1851565519907
2020-02-07,"pm2.5","es0110a",-20.0878033502234
2020-02-07,"pm2.5","es0118a",66.3755458515284
2020-02-08,"no","es0110a",-73.193343013515
2020-02-08,"no","es0115a",33.7505214851898
2020-02-08,"no","es0118a",-21.2060301507538
2020-02-08,"no2","es0041a",-22.4701608718215
2020-02-08,"no2","es0110a",-16.8743627506514
2020-02-08,"no2","es0115a",-18.5616076150185
2020-02-08,"no2","es0118a",-10.6217328439551
2020-02-08,"o3","es0118a",-54.9141138135668
2020-02-08,"pm10","es0041a",14.1158989598811
2020-02-08,"pm10","es0110a",1.12400028820519
2020-02-08,"pm10","es0118a",152.385321100917
2020-02-08,"pm2.5","es0110a",5.46500479386385
2020-02-08,"pm2.5","es0118a",159.178082191781
2020-02-09,"no","es0110a",-86.8891333717159
2020-02-09,"no","es0115a",-22.621738237107
2020-02-09,"no","es0118a",-64.8219666130862
2020-02-09,"no2","es0041a",-89.4255966307908
2020-02-09,"no2","es0110a",-68.4267530218085
2020-02-09,"no2","es0115a",-30.2672084718631
2020-02-09,"no2","es0118a",-24.6788757471703
2020-02-09,"o3","es0118a",-35.6597475763142
2020-02-09,"pm10","es0041a",-61.2730175481322
2020-02-09,"pm10","es0110a",-79.4484006149005
2020-02-09,"pm10","es0118a",47.7590197633577
2020-02-09,"pm2.5","es0110a",-58.8970686048914
2020-02-09,"pm2.5","es0118a",53.6394176931691
2020-02-10,"no","es0110a",249.436259807001
2020-02-10,"no","es0115a",0.0386249517188189
2020-02-10,"no","es0118a",55.9587112918361
2020-02-10,"no2","es0041a",-29.2863488303228
2020-02-10,"no2","es0110a",-7.49106834159272
2020-02-10,"no2","es0115a",-11.4469633361321
2020-02-10,"no2","es0118a",9.56061013267808
2020-02-10,"o3","es0118a",-68.6134734502082
2020-02-10,"pm10","es0041a",133.528880866426
2020-02-10,"pm10","es0110a",114.162683652138
2020-02-10,"pm10","es0118a",78.1066676891224
2020-02-10,"pm2.5","es0110a",4.26993651621881
2020-02-10,"pm2.5","es0118a",90.78357539896
2020-02-11,"no","es0110a",-37.1125170889899
2020-02-11,"no","es0115a",NA
2020-02-11,"no","es0118a",121.147260273973
2020-02-11,"no2","es0041a",-26.7193675889328
2020-02-11,"no2","es0110a",-13.4238704622617
2020-02-11,"no2","es0115a",NA
2020-02-11,"no2","es0118a",1.14625812851317
2020-02-11,"o3","es0118a",-93.8996385606856
2020-02-11,"pm10","es0041a",57.68538876674
2020-02-11,"pm10","es0110a",125.299822487769
2020-02-11,"pm10","es0118a",157.399103139013
2020-02-11,"pm2.5","es0110a",10.1413133832086
2020-02-11,"pm2.5","es0118a",182.394868139701
2020-02-12,"no","es0110a",6.98224243825971
2020-02-12,"no","es0115a",-58.9325728254227
2020-02-12,"no","es0118a",40.6434935833499
2020-02-12,"no2","es0041a",-9.91228627725164
