fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690,-0.7,0.0,-4.5,07:40,3.1,19:00,11.0,1.7,5.3,10:50,1.7,952.1,10.0,948.7,24.0,es1567a
2017-01-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690,1.4,0.0,-1.7,02:00,4.6,14:20,35.0,0.8,4.7,03:40,0.8,948.7,0.0,941.8,23.0,es1567a
2017-01-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690,2.4,0.0,-2.5,04:30,7.2,15:30,7.0,1.1,5.3,13:10,0.5,943.3,24.0,940.5,5.0,es1567a
2017-01-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.0,0.0,1.0,04:45,13.1,13:30,10.0,0.3,3.6,10:10,4.0,946.4,23.0,942.7,1.0,es1567a
2017-01-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.2,0.2,1.0,07:40,13.5,15:30,25.0,2.5,7.2,18:05,8.4,947.4,11.0,944.6,15.0,es1567a
2017-01-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.2,0.1,2.9,23:59,11.4,15:40,28.0,0.8,4.7,17:20,2.4,945.8,10.0,943.8,15.0,es1567a
2017-01-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.8,0.0,0.4,05:30,11.2,15:15,10.0,1.7,5.3,13:00,8.9,948.4,23.0,945.3,-2.0,es1567a
2017-01-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.3,0.0,-0.9,06:55,11.5,14:20,36.0,0.3,3.6,23:00,9.0,949.7,10.0,947.3,14.0,es1567a
2017-01-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.2,0.0,-2.0,07:30,14.4,15:30,26.0,0.6,5.3,17:50,9.0,948.8,10.0,945.6,16.0,es1567a
2017-01-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.5,0.0,-0.4,03:00,13.4,15:20,28.0,1.7,5.3,18:00,9.0,947.0,10.0,943.1,-2.0,es1567a
2017-01-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.8,0.0,2.9,04:00,12.8,13:50,28.0,3.3,11.4,10:30,3.8,943.1,0.0,936.9,14.0,es1567a
2017-01-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.8,0.0,4.0,04:45,17.5,14:30,35.0,1.9,13.9,12:30,7.4,946.4,24.0,938.7,1.0,es1567a
2017-01-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.1,0.0,2.8,06:40,13.4,15:10,23.0,3.1,9.7,13:50,5.5,946.2,1.0,940.9,20.0,es1567a
2017-01-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.8,0.0,3.3,23:59,10.4,15:10,28.0,3.9,11.9,04:20,7.9,944.7,23.0,939.8,4.0,es1567a
2017-01-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.0,0.0,-2.5,08:10,10.4,13:10,5.0,1.7,9.2,15:50,7.7,948.0,23.0,944.6,-2.0,es1567a
2017-01-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.8,0.0,0.6,01:30,11.0,13:10,34.0,2.2,9.7,14:20,6.2,948.2,10.0,945.9,24.0,es1567a
2017-01-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.6,0.0,0.2,04:20,13.0,13:55,26.0,3.1,8.9,10:05,8.2,946.1,1.0,940.9,24.0,es1567a
