fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,2661B,LEÓN AEROPUERTO,LEON,912,-0.3,0.0,-10.2,07:45,9.6,14:55,99.0,0.3,3.6,-2,8.8,925.2,0,921.6,24,es1161a
2017-01-01,2661B,LEÓN AEROPUERTO,LEON,912,-2.2,0.4,-9.9,07:30,5.4,14:23,99.0,0.6,4.2,-2,8.3,921.6,0,912.8,22,es1161a
2017-01-02,2661B,LEÓN AEROPUERTO,LEON,912,0.8,0.0,-3.0,00:00,4.5,14:48,36.0,0.3,6.1,23:20,0.0,916.7,-2,912.5,1,es1161a
2017-01-03,2661B,LEÓN AEROPUERTO,LEON,912,3.0,0.0,-1.7,21:46,7.8,-2,99.0,1.4,3.6,-2,0.0,921.0,-2,916.0,1,es1161a
2017-01-04,2661B,LEÓN AEROPUERTO,LEON,912,6.0,0.0,-2.6,01:22,14.7,14:55,7.0,1.4,8.3,15:06,5.2,921.8,-2,919.7,15,es1161a
2017-01-05,2661B,LEÓN AEROPUERTO,LEON,912,0.4,0.0,-4.7,08:03,5.5,12:17,99.0,0.6,4.2,-2,4.1,922.1,-2,920.6,5,es1161a
2017-01-06,2661B,LEÓN AEROPUERTO,LEON,912,3.8,0.0,-6.4,07:57,13.9,14:09,17.0,0.8,4.7,14:53,9.0,923.4,-2,921.0,14,es1161a
2017-01-07,2661B,LEÓN AEROPUERTO,LEON,912,2.7,0.0,-8.2,07:14,13.6,14:40,17.0,1.7,4.2,11:59,9.0,924.4,-2,922.4,14,es1161a
2017-01-08,2661B,LEÓN AEROPUERTO,LEON,912,4.0,0.0,-6.5,-2,14.6,14:08,15.0,1.1,4.7,15:09,9.0,924.7,-2,922.4,15,es1161a
2017-01-09,2661B,LEÓN AEROPUERTO,LEON,912,1.2,0.0,-7.5,07:55,9.8,14:42,23.0,1.4,6.1,14:53,8.5,923.8,-2,918.6,24,es1161a
