fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,2422,VALLADOLID,VALLADOLID,735,0.6,0.0,-6.6,08:10,7.9,15:00,5.0,0.6,2.2,12:10,5.7,945.9,0.0,942.6,-2.0,es1632a
2017-01-01,2422,VALLADOLID,VALLADOLID,735,-1.0,0.0,-4.8,00:10,2.9,15:00,13.0,1.1,2.8,07:58,2.9,942.6,0.0,934.1,24.0,es1632a
2017-01-02,2422,VALLADOLID,VALLADOLID,735,2.3,0.0,-2.9,03:00,7.5,13:50,8.0,0.8,5.6,13:40,3.5,936.6,23.0,933.5,2.0,es1632a
2017-01-03,2422,VALLADOLID,VALLADOLID,735,5.2,0.0,1.1,06:40,9.2,14:30,2.0,0.6,3.6,01:40,0.5,941.5,24.0,936.1,1.0,es1632a
2017-01-04,2422,VALLADOLID,VALLADOLID,735,6.6,0.0,4.8,04:50,8.5,15:10,24.0,1.4,4.4,12:50,0.0,942.5,10.0,940.7,17.0,es1632a
2017-01-05,2422,VALLADOLID,VALLADOLID,735,5.4,0.0,2.0,23:59,8.9,15:00,99.0,1.7,4.4,-2,4.3,942.3,10.0,940.7,14.0,es1632a
2017-01-06,2422,VALLADOLID,VALLADOLID,735,2.4,0.0,-3.5,07:40,8.4,14:30,19.0,0.8,3.9,20:50,7.1,943.7,11.0,941.3,14.0,es1632a
2017-01-07,2422,VALLADOLID,VALLADOLID,735,1.7,0.0,-6.2,07:30,9.6,15:10,21.0,0.6,3.1,17:30,6.0,944.9,11.0,942.6,15.0,es1632a
2017-01-08,2422,VALLADOLID,VALLADOLID,735,3.8,0.0,-4.4,07:50,11.9,14:50,36.0,1.1,6.4,22:40,8.5,944.8,11.0,941.9,15.0,es1632a
2017-01-09,2422,VALLADOLID,VALLADOLID,735,5.5,0.0,0.0,08:00,11.0,14:50,24.0,1.1,5.3,16:20,7.7,943.9,10.0,939.8,23.0,es1632a
