fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2017-01-12,2870,SALAMANCA,SALAMANCA,775,7.6,0.0,-0.1,07:00,15.2,15:00,24.0,2.8,10.6,14:40,938.5,1.0,933.8,16.0,es1618a
2017-01-13,2870,SALAMANCA,SALAMANCA,775,5.0,0.0,0.3,23:59,9.6,13:10,27.0,1.4,7.5,11:50,938.0,24.0,934.4,4.0,es1618a
2017-01-14,2870,SALAMANCA,SALAMANCA,775,2.5,0.0,-3.6,08:00,8.6,14:40,5.0,0.8,6.7,14:00,941.4,23.0,937.9,0.0,es1618a
2017-01-15,2870,SALAMANCA,SALAMANCA,775,3.6,0.0,-3.8,-2,11.0,15:10,7.0,0.8,5.0,16:00,942.8,10.0,940.1,16.0,es1618a
2017-01-16,2870,SALAMANCA,SALAMANCA,775,4.9,0.0,-2.9,08:10,12.7,14:40,6.0,1.1,6.1,13:50,941.0,0.0,936.0,-2.0,es1618a
2017-01-17,2870,SALAMANCA,SALAMANCA,775,4.0,0.0,-2.8,23:30,10.8,12:10,5.0,2.5,8.1,17:20,936.0,0.0,932.3,17.0,es1618a
2017-01-18,2870,SALAMANCA,SALAMANCA,775,0.0,0.0,-4.5,08:10,4.5,14:00,7.0,2.5,11.9,10:20,934.4,0.0,930.1,16.0,es1618a
2017-01-19,2870,SALAMANCA,SALAMANCA,775,-0.6,0.0,-7.1,07:40,5.9,14:50,4.0,1.4,6.1,16:00,932.4,3.0,928.9,17.0,es1618a
2017-01-20,2870,SALAMANCA,SALAMANCA,775,4.2,0.0,-1.4,01:50,9.9,15:10,3.0,1.4,7.2,15:10,930.5,24.0,927.3,15.0,es1618a
2017-01-21,2870,SALAMANCA,SALAMANCA,775,4.2,0.0,-3.9,07:50,12.3,15:30,12.0,0.6,3.9,14:00,932.2,11.0,929.7,-2.0,es1618a
2017-01-22,2870,SALAMANCA,SALAMANCA,775,3.3,0.0,-4.5,08:00,11.1,15:20,8.0,0.8,6.4,13:30,932.6,23.0,929.6,-2.0,es1618a
2017-01-23,2870,SALAMANCA,SALAMANCA,775,3.0,0.0,-3.4,06:30,9.4,15:00,6.0,1.1,7.5,15:10,935.6,-2.0,932.1,14.0,es1618a
2017-01-24,2870,SALAMANCA,SALAMANCA,775,3.0,0.0,-4.8,08:10,10.9,14:50,99.0,1.4,5.0,-2,937.7,11.0,934.9,16.0,es1618a
2017-01-25,2870,SALAMANCA,SALAMANCA,775,3.6,0.0,-5.5,06:30,12.7,15:10,15.0,1.1,3.6,13:00,935.6,0.0,928.7,-2.0,es1618a
2017-01-26,2870,SALAMANCA,SALAMANCA,775,4.6,0.9,-2.1,01:40,11.3,13:50,17.0,2.2,10.8,13:00,928.7,0.0,918.5,24.0,es1618a
2017-01-27,2870,SALAMANCA,SALAMANCA,775,5.4,1.2,2.1,23:30,8.6,14:10,25.0,3.1,10.8,13:30,929.7,24.0,917.2,-2.0,es1618a
2017-01-28,2870,SALAMANCA,SALAMANCA,775,5.9,1.0,1.8,01:10,10.0,14:40,23.0,2.2,9.7,10:20,935.8,-2.0,929.7,0.0,es1618a
2017-01-29,2870,SALAMANCA,SALAMANCA,775,9.4,1.0,6.1,00:10,12.6,12:50,21.0,3.1,9.7,12:10,935.8,0.0,933.3,15.0,es1618a
2017-01-30,2870,SALAMANCA,SALAMANCA,775,8.6,0.0,3.8,23:50,13.3,13:20,16.0,1.4,9.4,14:10,935.2,0.0,928.5,24.0,es1618a
2017-01-31,2870,SALAMANCA,SALAMANCA,775,6.8,0.0,0.8,07:40,12.8,16:00,10.0,0.8,4.4,16:30,928.5,0.0,925.5,-2.0,es1618a
2017-02-01,2870,SALAMANCA,SALAMANCA,775,9.2,0.8,4.5,00:10,14.0,13:40,19.0,3.1,11.1,23:40,929.2,11.0,925.3,24.0,es1618a
2017-02-02,2870,SALAMANCA,SALAMANCA,775,8.4,1.9,5.3,22:40,11.6,10:00,22.0,5.3,17.8,13:00,927.7,20.0,919.8,9.0,es1618a
2017-02-03,2870,SALAMANCA,SALAMANCA,775,9.2,8.6,6.2,00:10,12.1,12:10,23.0,6.7,23.1,22:00,926.8,11.0,922.4,4.0,es1618a
2017-02-04,2870,SALAMANCA,SALAMANCA,775,12.2,5.7,9.7,23:59,14.6,12:30,22.0,7.5,19.4,17:10,926.8,9.0,922.8,17.0,es1618a
2017-02-05,2870,SALAMANCA,SALAMANCA,775,6.0,0.0,2.4,05:20,9.7,,28.0,5.3,16.9,04:00,939.9,23.0,923.0,3.0,es1618a
2017-02-06,2870,SALAMANCA,SALAMANCA,775,9.8,0.2,5.1,07:00,14.6,15:00,23.0,3.3,10.0,14:20,940.2,6.0,936.8,-2.0,es1618a
2017-02-07,2870,SALAMANCA,SALAMANCA,775,8.0,3.6,3.1,23:59,12.9,13:50,27.0,2.8,12.2,14:20,939.0,24.0,934.4,13.0,es1618a
2017-02-08,2870,SALAMANCA,SALAMANCA,775,4.6,0.0,-0.8,07:50,10.0,14:50,10.0,0.8,5.6,13:10,940.9,12.0,936.6,-2.0,es1618a
2017-02-09,2870,SALAMANCA,SALAMANCA,775,6.0,0.0,-0.7,07:00,12.6,14:10,20.0,1.7,6.4,14:10,936.6,0.0,921.5,24.0,es1618a
2017-02-10,2870,SALAMANCA,SALAMANCA,775,5.6,0.0,1.9,07:40,9.2,15:50,5.0,1.9,8.3,18:00,923.9,11.0,920.5,18.0,es1618a
2017-02-11,2870,SALAMANCA,SALAMANCA,775,6.6,0.8,2.4,07:50,10.8,13:10,99.0,3.6,10.3,-2,923.2,8.0,916.0,24.0,es1618a
2017-02-12,2870,SALAMANCA,SALAMANCA,775,8.1,7.9,5.1,02:10,11.1,13:00,17.0,3.1,11.7,13:10,916.0,0.0,908.8,24.0,es1618a
2017-02-13,2870,SALAMANCA,SALAMANCA,775,8.4,0.4,4.5,22:30,12.2,13:30,20.0,2.5,10.3,16:20,927.4,24.0,908.7,0.0,es1618a
2017-02-14,2870,SALAMANCA,SALAMANCA,775,8.2,0.0,2.4,02:50,14.1,14:00,17.0,2.8,10.8,11:50,937.0,24.0,927.3,0.0,es1618a
2017-02-15,2870,SALAMANCA,SALAMANCA,775,9.5,0.0,2.6,05:50,16.4,14:10,8.0,1.9,6.4,15:50,940.2,-2.0,936.9,0.0,es1618a
2017-02-16,2870,SALAMANCA,SALAMANCA,775,8.8,0.0,0.9,06:50,16.8,15:00,99.0,0.8,4.2,-2,940.8,9.0,938.3,16.0,es1618a
2017-02-17,2870,SALAMANCA,SALAMANCA,775,8.4,0.0,0.3,07:50,16.5,15:00,5.0,1.1,4.2,12:40,939.9,0.0,935.6,-2.0,es1618a
2017-02-18,2870,SALAMANCA,SALAMANCA,775,7.2,5.4,1.0,07:00,13.4,12:20,28.0,1.7,7.8,15:10,936.4,0.0,930.3,16.0,es1618a
2017-02-19,2870,SALAMANCA,SALAMANCA,775,8.9,0.0,3.4,01:00,14.4,15:30,6.0,2.5,8.1,05:50,937.8,24.0,931.0,0.0,es1618a
2017-02-20,2870,SALAMANCA,SALAMANCA,775,8.6,0.0,2.1,07:30,15.0,15:50,2.0,1.7,8.9,14:30,937.9,1.0,934.0,17.0,es1618a
2017-02-21,2870,SALAMANCA,SALAMANCA,775,9.4,0.0,1.9,06:00,16.9,15:50,1.0,2.2,7.5,13:20,935.7,0.0,931.4,17.0,es1618a
2017-02-22,2870,SALAMANCA,SALAMANCA,775,10.6,0.0,1.3,07:20,19.9,14:40,4.0,1.4,7.5,14:10,932.9,9.0,928.5,17.0,es1618a
2017-02-23,2870,SALAMANCA,SALAMANCA,775,11.3,0.0,4.9,07:40,17.7,13:50,8.0,0.6,3.9,16:40,928.7,0.0,924.2,17.0,es1618a
2017-02-24,2870,SALAMANCA,SALAMANCA,775,9.6,0.0,4.4,23:59,14.7,16:00,99.0,1.7,7.5,-2,932.2,23.0,926.1,3.0,es1618a
2017-02-25,2870,SALAMANCA,SALAMANCA,775,9.4,0.0,0.3,06:00,18.6,17:00,23.0,0.6,4.2,14:10,933.0,-2.0,930.7,-2.0,es1618a
2017-02-26,2870,SALAMANCA,SALAMANCA,775,9.7,0.0,1.8,05:40,17.6,16:00,30.0,2.2,7.2,16:00,934.1,10.0,930.2,17.0,es1618a
2017-02-27,2870,SALAMANCA,SALAMANCA,775,10.8,0.0,6.8,04:00,14.8,14:10,99.0,3.6,12.2,20:50,930.6,0.0,926.1,18.0,es1618a
2017-02-28,2870,SALAMANCA,SALAMANCA,775,9.2,0.0,6.5,06:00,11.8,11:40,24.0,3.9,12.8,12:50,931.4,24.0,925.7,4.0,es1618a
2017-03-01,2870,SALAMANCA,SALAMANCA,775,10.1,0.0,5.6,03:30,14.6,13:00,29.0,2.2,7.8,11:00,932.4,22.0,929.9,14.0,es1618a
2017-03-02,2870,SALAMANCA,SALAMANCA,775,11.0,0.0,4.6,04:00,17.3,16:20,21.0,1.9,6.7,17:20,931.9,0.0,924.2,24.0,es1618a
2017-03-03,2870,SALAMANCA,SALAMANCA,775,6.4,3.9,1.8,23:50,11.0,10:30,22.0,3.1,14.7,11:40,924.2,0.0,913.6,14.0,es1618a
2017-03-04,2870,SALAMANCA,SALAMANCA,775,5.3,0.0,0.0,07:10,10.6,14:30,23.0,2.5,9.2,00:20,925.7,23.0,918.2,5.0,es1618a
2017-03-05,2870,SALAMANCA,SALAMANCA,775,11.2,0.0,6.7,00:20,15.6,14:50,21.0,3.9,11.4,06:00,934.9,24.0,925.3,1.0,es1618a
2017-03-06,2870,SALAMANCA,SALAMANCA,775,13.0,0.0,8.5,23:59,17.5,15:00,21.0,2.8,9.7,08:20,939.4,23.0,934.5,3.0,es1618a
2017-03-07,2870,SALAMANCA,SALAMANCA,775,12.2,0.0,6.2,07:00,18.2,15:40,29.0,2.2,10.6,16:40,940.4,9.0,937.2,16.0,es1618a
2017-03-08,2870,SALAMANCA,SALAMANCA,775,13.2,0.0,2.8,07:00,23.6,14:50,8.0,1.1,4.2,14:00,939.6,11.0,937.1,-2.0,es1618a
2017-03-09,2870,SALAMANCA,SALAMANCA,775,15.4,0.0,4.4,07:00,26.3,15:00,22.0,0.3,4.7,14:40,938.8,9.0,935.5,-2.0,es1618a
2017-03-10,2870,SALAMANCA,SALAMANCA,775,15.6,0.0,4.2,06:40,27.0,14:30,20.0,1.4,6.7,15:40,936.7,0.0,931.6,17.0,es1618a
2017-03-11,2870,SALAMANCA,SALAMANCA,775,12.9,0.0,6.2,07:10,19.6,13:50,24.0,2.2,9.7,14:50,933.8,24.0,930.1,15.0,es1618a
2017-03-12,2870,SALAMANCA,SALAMANCA,775,9.5,0.0,4.2,23:59,14.8,15:00,25.0,3.1,12.5,12:40,935.2,24.0,931.5,15.0,es1618a
2017-03-13,2870,SALAMANCA,SALAMANCA,775,7.0,0.0,1.8,06:50,12.1,15:10,6.0,2.5,12.5,14:30,937.9,21.0,935.0,7.0,es1618a
2017-03-14,2870,SALAMANCA,SALAMANCA,775,12.8,0.0,5.3,06:50,20.2,16:20,4.0,2.2,12.5,10:40,938.1,10.0,935.6,16.0,es1618a
2017-03-15,2870,SALAMANCA,SALAMANCA,775,12.8,0.0,3.7,06:50,21.9,16:00,4.0,2.2,10.0,14:50,937.8,0.0,931.1,18.0,es1618a
2017-03-16,2870,SALAMANCA,SALAMANCA,775,12.7,0.0,4.1,06:50,21.3,14:20,10.0,3.1,11.4,14:20,933.1,0.0,929.0,16.0,es1618a
2017-03-17,2870,SALAMANCA,SALAMANCA,775,13.2,0.0,5.3,-2,21.2,15:00,9.0,2.8,10.8,12:10,933.0,10.0,930.6,16.0,es1618a
2017-03-18,2870,SALAMANCA,SALAMANCA,775,12.6,0.0,2.1,07:00,23.1,14:50,4.0,1.4,6.7,15:50,934.4,9.0,931.1,17.0,es1618a
2017-03-19,2870,SALAMANCA,SALAMANCA,775,13.0,0.0,2.1,06:30,24.0,15:30,25.0,1.1,5.3,14:00,933.6,5.0,927.3,18.0,es1618a
2017-03-20,2870,SALAMANCA,SALAMANCA,775,13.0,0.0,4.5,07:00,21.6,15:30,99.0,2.2,8.6,-2,928.8,-2.0,926.3,15.0,es1618a
2017-03-21,2870,SALAMANCA,SALAMANCA,775,9.4,0.0,4.9,06:00,13.9,16:30,27.0,3.3,10.0,15:10,930.2,21.0,927.9,16.0,es1618a
2017-03-22,2870,SALAMANCA,SALAMANCA,775,4.1,5.1,0.6,-2,7.6,11:00,25.0,3.1,12.5,16:50,929.9,0.0,921.2,17.0,es1618a
2017-03-23,2870,SALAMANCA,SALAMANCA,775,3.4,0.5,-0.5,03:00,7.2,17:00,25.0,2.2,8.1,15:10,923.7,1.0,919.9,17.0,es1618a
2017-03-24,2870,SALAMANCA,SALAMANCA,775,5.3,0.0,0.9,03:20,9.7,16:00,8.0,1.9,8.3,17:50,925.9,-2.0,922.7,3.0,es1618a
2017-03-25,2870,SALAMANCA,SALAMANCA,775,5.9,0.1,-0.7,06:00,12.5,12:20,22.0,2.2,10.6,15:20,925.9,0.0,922.2,17.0,es1618a
2017-03-26,2870,SALAMANCA,SALAMANCA,775,8.4,2.2,3.9,04:50,12.8,14:10,12.0,2.5,9.7,13:50,924.8,9.0,920.3,18.0,es1618a
2017-03-27,2870,SALAMANCA,SALAMANCA,775,9.8,0.4,5.7,04:40,13.9,15:20,22.0,3.1,10.8,14:20,935.2,24.0,922.7,0.0,es1618a
2017-03-28,2870,SALAMANCA,SALAMANCA,775,12.0,0.0,6.1,01:40,17.8,15:20,19.0,1.4,6.7,09:40,939.3,23.0,935.0,1.0,es1618a
2017-03-29,2870,SALAMANCA,SALAMANCA,775,12.3,0.0,2.9,06:30,21.7,16:00,12.0,1.1,5.8,11:00,939.1,0.0,934.8,-2.0,es1618a
2017-03-30,2870,SALAMANCA,SALAMANCA,775,13.0,0.2,4.7,06:00,21.3,14:40,18.0,2.8,10.0,15:10,936.2,0.0,931.1,17.0,es1618a
2017-03-31,2870,SALAMANCA,SALAMANCA,775,13.0,0.0,8.7,23:00,17.2,13:50,25.0,3.3,11.9,16:50,932.8,22.0,930.3,16.0,es1618a
2017-04-01,2870,SALAMANCA,SALAMANCA,775,10.6,0.0,5.8,06:40,15.4,16:00,21.0,3.1,10.0,12:50,935.1,10.0,932.1,3.0,es1618a
2017-04-02,2870,SALAMANCA,SALAMANCA,775,9.6,0.0,1.0,06:20,18.3,16:00,5.0,1.1,6.1,11:50,935.0,7.0,932.0,16.0,es1618a
2017-04-03,2870,SALAMANCA,SALAMANCA,775,11.8,0.0,2.7,06:00,20.9,16:40,35.0,1.1,5.3,17:50,935.6,9.0,933.5,16.0,es1618a
2017-04-04,2870,SALAMANCA,SALAMANCA,775,12.4,0.0,3.2,06:20,21.7,15:30,5.0,2.2,8.6,12:10,936.4,-2.0,933.4,-2.0,es1618a
2017-04-05,2870,SALAMANCA,SALAMANCA,775,10.6,0.0,3.7,06:20,17.5,15:00,7.0,3.1,11.1,10:40,935.5,10.0,932.4,16.0,es1618a
2017-04-06,2870,SALAMANCA,SALAMANCA,775,12.3,0.0,3.3,06:40,21.3,16:00,7.0,2.2,8.6,13:50,934.6,0.0,929.4,17.0,es1618a
2017-04-07,2870,SALAMANCA,SALAMANCA,775,14.2,0.0,3.5,06:20,24.9,16:10,8.0,0.8,4.7,01:10,931.5,0.0,928.1,16.0,es1618a
2017-04-08,2870,SALAMANCA,SALAMANCA,775,15.5,0.0,5.4,06:30,25.6,15:40,24.0,1.4,5.8,14:20,931.9,9.0,929.2,18.0,es1618a
2017-04-09,2870,SALAMANCA,SALAMANCA,775,16.4,0.0,6.3,06:10,26.6,14:20,99.0,1.9,7.8,-2,934.1,24.0,930.7,16.0,es1618a
2017-04-10,2870,SALAMANCA,SALAMANCA,775,16.2,0.0,6.1,06:00,26.4,16:40,6.0,1.9,9.2,13:20,935.9,9.0,932.8,18.0,es1618a
2017-04-11,2870,SALAMANCA,SALAMANCA,775,16.2,0.0,5.6,06:20,26.8,14:30,27.0,1.9,6.4,13:00,935.3,10.0,931.1,18.0,es1618a
2017-04-12,2870,SALAMANCA,SALAMANCA,775,17.4,0.0,8.2,06:30,26.7,15:00,24.0,2.2,7.8,14:30,932.7,-2.0,929.5,-2.0,es1618a
2017-04-13,2870,SALAMANCA,SALAMANCA,775,17.1,0.0,8.1,06:00,26.1,13:50,20.0,1.7,8.1,17:10,931.4,0.0,928.7,16.0,es1618a
2017-04-14,2870,SALAMANCA,SALAMANCA,775,16.0,0.0,9.1,06:00,22.9,15:10,99.0,2.8,8.9,-2,932.0,24.0,929.5,-2.0,es1618a
2017-04-15,2870,SALAMANCA,SALAMANCA,775,16.6,0.0,9.2,06:30,23.9,16:20,1.0,0.8,7.2,19:50,934.1,24.0,930.4,16.0,es1618a
2017-04-16,2870,SALAMANCA,SALAMANCA,775,16.0,0.0,6.4,06:00,25.7,15:20,6.0,1.4,6.1,01:00,934.3,-2.0,929.9,19.0,es1618a
2017-04-17,2870,SALAMANCA,SALAMANCA,775,16.4,0.0,6.3,06:00,26.6,15:10,22.0,1.4,7.2,14:40,931.1,8.0,927.6,16.0,es1618a
2017-04-18,2870,SALAMANCA,SALAMANCA,775,17.2,0.0,8.2,06:00,26.3,15:30,4.0,1.9,9.4,22:50,929.5,0.0,925.3,16.0,es1618a
2017-04-19,2870,SALAMANCA,SALAMANCA,775,16.1,6.3,7.2,05:30,25.0,15:50,6.0,3.1,11.9,16:20,929.3,9.0,924.3,16.0,es1618a
2017-04-20,2870,SALAMANCA,SALAMANCA,775,14.4,0.0,6.8,03:50,22.0,16:00,4.0,3.6,13.3,13:10,931.2,24.0,927.7,16.0,es1618a
2017-04-21,2870,SALAMANCA,SALAMANCA,775,15.6,0.0,7.2,06:00,23.9,16:10,7.0,3.3,10.8,10:10,933.1,24.0,930.6,16.0,es1618a
2017-04-22,2870,SALAMANCA,SALAMANCA,775,14.2,0.0,4.0,05:40,24.4,14:20,5.0,1.4,7.5,13:50,933.6,7.0,928.5,18.0,es1618a
2017-04-23,2870,SALAMANCA,SALAMANCA,775,17.3,0.0,7.8,05:40,26.8,15:30,17.0,1.4,5.8,16:20,929.9,0.0,925.9,18.0,es1618a
2017-04-24,2870,SALAMANCA,SALAMANCA,775,17.4,0.0,8.7,05:30,26.1,15:00,99.0,1.4,7.8,16:40,927.2,8.0,923.6,-2.0,es1618a
2017-04-25,2870,SALAMANCA,SALAMANCA,775,15.6,0.0,9.3,23:59,21.9,14:30,29.0,3.6,12.5,13:00,924.2,0.0,918.8,16.0,es1618a
2017-04-26,2870,SALAMANCA,SALAMANCA,775,9.6,0.0,4.7,23:59,14.6,14:00,4.0,3.1,11.4,16:40,925.0,23.0,920.6,4.0,es1618a
2017-04-27,2870,SALAMANCA,SALAMANCA,775,8.2,0.0,1.8,03:50,14.5,16:00,6.0,3.3,11.9,11:20,928.1,23.0,924.5,2.0,es1618a
2017-04-28,2870,SALAMANCA,SALAMANCA,775,9.5,0.0,0.3,05:30,18.7,16:00,99.0,2.5,8.3,-2,928.0,0.0,922.3,19.0,es1618a
2017-04-29,2870,SALAMANCA,SALAMANCA,775,13.7,0.4,8.2,05:10,19.2,16:40,25.0,1.9,12.2,17:20,923.4,0.0,919.9,16.0,es1618a
2017-04-30,2870,SALAMANCA,SALAMANCA,775,8.2,3.3,4.2,23:59,12.1,14:00,27.0,5.6,16.9,15:10,930.1,24.0,919.0,7.0,es1618a
2017-05-01,2870,SALAMANCA,SALAMANCA,775,10.4,0.0,2.0,05:50,18.8,15:50,22.0,1.7,6.9,12:50,933.4,8.0,930.1,0.0,es1618a
2017-05-02,2870,SALAMANCA,SALAMANCA,775,15.3,0.0,6.1,06:00,24.5,17:00,24.0,1.4,5.3,15:10,932.7,0.0,928.2,18.0,es1618a
2017-05-03,2870,SALAMANCA,SALAMANCA,775,17.4,0.0,7.1,05:40,27.6,16:30,36.0,1.1,5.6,14:20,928.6,0.0,923.6,18.0,es1618a
2017-05-04,2870,SALAMANCA,SALAMANCA,775,19.4,0.0,11.3,05:30,27.5,16:00,18.0,1.7,6.7,17:30,924.1,0.0,917.9,24.0,es1618a
2017-05-05,2870,SALAMANCA,SALAMANCA,775,13.2,2.7,7.9,23:59,18.4,13:50,23.0,3.6,15.0,14:00,926.1,24.0,917.5,1.0,es1618a
2017-05-06,2870,SALAMANCA,SALAMANCA,775,11.4,0.0,4.9,05:30,17.8,16:40,26.0,2.2,9.2,11:20,933.3,24.0,926.1,0.0,es1618a
2017-05-07,2870,SALAMANCA,SALAMANCA,775,16.4,0.0,6.2,05:30,26.6,16:20,9.0,1.4,6.9,10:40,933.9,9.0,930.0,17.0,es1618a
2017-05-08,2870,SALAMANCA,SALAMANCA,775,19.0,0.0,9.4,05:00,28.6,16:10,20.0,1.1,6.1,19:30,931.1,0.0,924.9,24.0,es1618a
2017-05-09,2870,SALAMANCA,SALAMANCA,775,18.9,0.0,11.6,04:50,26.2,13:00,21.0,2.2,12.2,14:40,925.0,0.0,916.9,18.0,es1618a
2017-05-10,2870,SALAMANCA,SALAMANCA,775,14.8,15.9,9.6,23:59,20.0,13:00,22.0,2.5,14.7,16:40,918.4,0.0,911.8,24.0,es1618a
2017-05-11,2870,SALAMANCA,SALAMANCA,775,12.1,1.8,9.1,01:20,15.1,16:40,24.0,4.2,12.5,12:50,916.5,23.0,910.2,4.0,es1618a
2017-05-12,2870,SALAMANCA,SALAMANCA,775,13.6,5.0,9.7,01:00,17.4,12:00,20.0,3.3,12.5,11:40,926.1,24.0,915.6,4.0,es1618a
2017-05-13,2870,SALAMANCA,SALAMANCA,775,13.6,0.0,9.3,05:00,17.9,15:10,26.0,2.2,8.6,08:40,933.4,24.0,925.6,1.0,es1618a
2017-05-14,2870,SALAMANCA,SALAMANCA,775,14.9,0.0,7.5,05:30,22.3,14:20,28.0,2.2,7.8,16:40,938.5,23.0,933.1,2.0,es1618a
2017-05-15,2870,SALAMANCA,SALAMANCA,775,17.9,0.0,10.0,04:30,25.8,15:30,29.0,1.7,6.7,11:40,939.2,10.0,936.6,17.0,es1618a
2017-05-16,2870,SALAMANCA,SALAMANCA,775,21.0,0.0,12.5,05:00,29.4,15:50,27.0,1.1,5.6,15:00,937.4,0.0,932.7,-2.0,es1618a
2017-05-17,2870,SALAMANCA,SALAMANCA,775,18.6,9.2,14.5,23:59,22.8,17:10,24.0,1.1,9.2,20:20,932.7,0.0,927.5,24.0,es1618a
2017-05-18,2870,SALAMANCA,SALAMANCA,775,14.0,0.0,9.1,23:59,18.8,15:20,25.0,2.8,9.2,08:00,932.0,24.0,926.4,4.0,es1618a
2017-05-19,2870,SALAMANCA,SALAMANCA,775,12.7,0.0,5.2,05:20,20.2,16:00,24.0,1.7,6.9,16:20,934.3,8.0,931.8,15.0,es1618a
2017-05-20,2870,SALAMANCA,SALAMANCA,775,17.0,0.0,7.2,05:50,26.9,17:00,5.0,0.6,5.6,09:30,934.6,8.0,930.5,24.0,es1618a
2017-05-21,2870,SALAMANCA,SALAMANCA,775,21.0,0.0,12.9,02:50,29.1,14:20,16.0,1.1,8.9,14:00,930.5,0.0,924.5,16.0,es1618a
2017-05-22,2870,SALAMANCA,SALAMANCA,775,21.2,0.0,13.0,05:10,29.5,16:50,6.0,1.1,6.4,22:20,930.1,24.0,926.7,1.0,es1618a
2017-05-23,2870,SALAMANCA,SALAMANCA,775,22.8,0.0,14.0,05:40,31.7,16:00,11.0,1.9,8.1,14:10,931.3,-2.0,928.0,-2.0,es1618a
2017-05-24,2870,SALAMANCA,SALAMANCA,775,23.8,0.0,14.2,05:00,33.5,15:50,5.0,0.8,6.1,12:30,930.2,7.0,926.6,17.0,es1618a
2017-05-25,2870,SALAMANCA,SALAMANCA,775,23.6,3.4,15.2,04:30,32.1,13:10,13.0,0.8,11.1,14:10,927.8,7.0,924.4,17.0,es1618a
2017-05-26,2870,SALAMANCA,SALAMANCA,775,22.2,0.0,15.7,02:10,28.7,13:50,21.0,2.2,12.2,13:30,926.3,8.0,923.0,17.0,es1618a
2017-05-27,2870,SALAMANCA,SALAMANCA,775,21.8,0.0,15.8,04:50,27.9,13:20,20.0,2.2,8.3,12:30,926.4,10.0,924.6,18.0,es1618a
2017-05-28,2870,SALAMANCA,SALAMANCA,775,20.3,0.0,17.4,23:59,23.2,14:00,20.0,3.1,9.7,10:40,927.9,10.0,925.8,2.0,es1618a
2017-05-29,2870,SALAMANCA,SALAMANCA,775,18.6,0.0,12.7,04:50,24.4,15:40,22.0,2.2,9.2,13:50,928.6,22.0,926.0,15.0,es1618a
2017-05-30,2870,SALAMANCA,SALAMANCA,775,20.0,0.0,12.4,06:10,27.6,15:10,32.0,1.4,5.6,14:50,929.2,8.0,926.3,17.0,es1618a
2017-05-31,2870,SALAMANCA,SALAMANCA,775,21.6,0.0,13.8,05:10,29.4,14:00,21.0,2.2,9.7,18:00,930.4,7.0,927.5,16.0,es1618a
2017-06-01,2870,SALAMANCA,SALAMANCA,775,22.6,0.0,14.1,05:10,31.2,15:30,28.0,1.9,8.1,17:30,930.5,-2.0,927.6,17.0,es1618a
2017-06-02,2870,SALAMANCA,SALAMANCA,775,22.7,0.0,15.1,05:00,30.3,14:30,22.0,2.8,11.7,13:20,929.3,1.0,925.6,18.0,es1618a
