fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,sol,siteAQ
2017-01-23,5973,CÁDIZ,CADIZ,2,9.8,0.0,6.2,07:50,13.3,14:00,28.0,1.7,5.3,14:20,1022.8,-2.0,1018.2,5.0,,es1479a
2017-01-24,5973,CÁDIZ,CADIZ,2,10.0,0.0,5.2,07:00,14.9,15:50,28.0,1.7,4.7,16:20,1026.7,10.0,1022.3,1.0,,es1479a
2017-01-25,5973,CÁDIZ,CADIZ,2,11.0,0.0,5.6,06:50,16.3,14:00,24.0,1.7,5.6,19:50,1025.3,0.0,1020.2,24.0,,es1479a
2017-01-26,5973,CÁDIZ,CADIZ,2,13.9,8.8,12.5,20:10,15.3,12:10,17.0,6.1,18.6,20:50,1020.2,0.0,1008.3,21.0,,es1479a
2017-01-27,5973,CÁDIZ,CADIZ,2,13.6,0.2,11.9,04:30,15.4,13:50,24.0,6.7,15.8,06:40,1023.2,24.0,1011.4,6.0,,es1479a
2017-01-28,5973,CÁDIZ,CADIZ,2,13.4,0.0,10.0,08:00,16.8,15:20,31.0,0.8,7.5,00:20,1027.5,11.0,1023.0,2.0,,es1479a
2017-01-29,5973,CÁDIZ,CADIZ,2,13.2,0.0,9.3,06:00,17.2,15:30,33.0,2.5,4.7,19:20,1026.9,11.0,1024.3,16.0,,es1479a
2017-01-30,5973,CÁDIZ,CADIZ,2,13.4,0.0,9.2,07:40,17.5,13:20,19.0,1.7,8.1,14:30,1026.4,0.0,1018.1,24.0,,es1479a
2017-01-31,5973,CÁDIZ,CADIZ,2,13.8,3.4,10.9,-2,16.6,13:50,18.0,5.3,12.2,11:20,1018.1,0.0,1014.0,15.0,,es1479a
2017-02-01,5973,CÁDIZ,CADIZ,2,15.7,0.0,13.1,00:00,18.3,15:50,24.0,1.7,10.3,02:40,1021.3,-2.0,1017.0,2.0,,es1479a
2017-02-02,5973,CÁDIZ,CADIZ,2,15.4,5.6,13.7,00:30,17.0,16:10,22.0,5.0,12.5,10:20,1022.8,23.0,1018.0,6.0,,es1479a
2017-02-03,5973,CÁDIZ,CADIZ,2,16.3,0.7,14.8,06:20,17.8,14:10,27.0,2.8,6.4,08:00,1024.8,11.0,1021.4,4.0,,es1479a
2017-02-04,5973,CÁDIZ,CADIZ,2,16.4,6.6,15.1,05:50,17.7,14:00,25.0,3.9,11.4,12:10,1025.1,11.0,1022.5,5.0,,es1479a
2017-02-05,5973,CÁDIZ,CADIZ,2,15.6,0.0,14.2,23:59,17.1,14:10,26.0,5.0,13.9,03:30,1031.6,23.0,1022.4,3.0,,es1479a
2017-02-06,5973,CÁDIZ,CADIZ,2,13.6,0.0,10.1,07:40,17.2,15:40,33.0,1.7,5.8,00:40,1032.2,-2.0,1029.0,24.0,,es1479a
2017-02-07,5973,CÁDIZ,CADIZ,2,13.8,0.0,10.6,08:10,16.9,12:50,99.0,2.2,6.7,-2,1029.1,0.0,1025.1,15.0,,es1479a
2017-02-08,5973,CÁDIZ,CADIZ,2,13.2,0.0,9.7,07:40,16.7,15:20,1.0,5.3,10.6,18:50,1028.2,10.0,1024.1,17.0,,es1479a
2017-02-09,5973,CÁDIZ,CADIZ,2,12.2,0.2,6.1,07:20,18.4,15:20,18.0,5.6,10.3,22:10,1024.9,0.0,1013.6,21.0,,es1479a
2017-02-10,5973,CÁDIZ,CADIZ,2,12.5,2.9,10.4,-2,14.6,-2,13.0,4.4,10.6,20:40,1014.2,-2.0,1008.7,23.0,,es1479a
2017-02-11,5973,CÁDIZ,CADIZ,2,12.8,14.3,10.4,01:20,15.2,13:10,16.0,7.2,15.8,23:40,1008.9,0.0,998.8,24.0,,es1479a
2017-02-12,5973,CÁDIZ,CADIZ,2,14.2,29.1,13.2,12:20,15.1,23:30,18.0,8.1,18.9,04:30,999.7,10.0,994.3,21.0,,es1479a
2017-02-13,5973,CÁDIZ,CADIZ,2,15.2,1.2,12.4,03:30,18.1,15:50,20.0,2.5,13.3,00:50,1018.1,23.0,997.5,0.0,,es1479a
2017-02-14,5973,CÁDIZ,CADIZ,2,15.8,0.0,12.5,07:00,19.1,15:20,18.0,2.8,6.4,11:00,1023.4,22.0,1017.7,4.0,,es1479a
2017-02-15,5973,CÁDIZ,CADIZ,2,15.0,0.0,12.5,00:50,17.4,14:40,10.0,9.7,22.5,14:50,1024.5,22.0,1022.2,4.0,,es1479a
2017-02-16,5973,CÁDIZ,CADIZ,2,15.8,0.0,14.1,23:40,17.6,14:10,10.0,9.4,18.6,10:20,1027.1,22.0,1023.8,-2.0,,es1479a
2017-02-17,5973,CÁDIZ,CADIZ,2,15.8,0.0,13.3,08:10,18.2,15:10,10.0,5.6,11.7,11:20,1026.5,0.0,1023.4,16.0,,es1479a
2017-02-18,5973,CÁDIZ,CADIZ,2,14.6,0.1,11.8,06:10,17.3,13:30,9.0,1.7,8.3,03:40,1024.7,0.0,1017.9,-2.0,,es1479a
2017-02-19,5973,CÁDIZ,CADIZ,2,13.8,0.3,12.2,08:40,15.5,13:30,10.0,3.3,12.8,12:20,1020.5,23.0,1015.3,6.0,,es1479a
2017-02-20,5973,CÁDIZ,CADIZ,2,13.4,0.1,10.6,08:30,16.3,15:50,10.0,3.9,13.9,17:00,1020.1,0.0,1015.9,16.0,,es1479a
2017-02-21,5973,CÁDIZ,CADIZ,2,15.8,0.0,14.0,06:40,17.6,12:30,10.0,8.6,18.9,11:10,1017.8,0.0,1014.9,17.0,,es1479a
2017-02-22,5973,CÁDIZ,CADIZ,2,16.2,0.5,13.3,05:00,19.2,12:40,10.0,5.3,17.2,11:40,1017.0,1.0,1012.2,17.0,,es1479a
2017-02-23,5973,CÁDIZ,CADIZ,2,14.2,3.5,12.7,23:59,15.7,15:10,13.0,1.1,7.2,11:50,1014.4,12.0,1011.4,-2.0,,es1479a
2017-02-24,5973,CÁDIZ,CADIZ,2,14.4,0.0,12.4,00:30,16.4,15:40,31.0,1.7,5.0,08:20,1019.1,24.0,1013.2,1.0,,es1479a
2017-02-25,5973,CÁDIZ,CADIZ,2,15.4,0.0,13.5,23:59,17.2,13:30,24.0,1.9,5.3,06:00,1022.8,22.0,1018.5,4.0,,es1479a
2017-02-26,5973,CÁDIZ,CADIZ,2,14.8,0.0,12.8,04:10,16.8,12:50,19.0,1.7,4.7,13:40,1023.7,11.0,1021.0,18.0,,es1479a
2017-02-27,5973,CÁDIZ,CADIZ,2,15.2,0.0,13.7,06:40,16.7,17:00,28.0,2.2,7.2,-2,1022.2,10.0,1020.0,4.0,,es1479a
2017-02-28,5973,CÁDIZ,CADIZ,2,14.8,0.0,12.9,06:10,16.7,14:20,29.0,2.8,10.8,16:00,1021.8,11.0,1019.2,4.0,,es1479a
2017-03-01,5973,CÁDIZ,CADIZ,2,15.2,0.0,12.4,08:10,18.0,13:40,31.0,3.6,8.3,15:50,1021.3,10.0,1018.9,15.0,,es1479a
2017-03-02,5973,CÁDIZ,CADIZ,2,15.0,0.0,11.6,07:00,18.4,15:00,26.0,2.2,5.8,18:10,1020.6,0.0,1015.4,24.0,,es1479a
2017-03-03,5973,CÁDIZ,CADIZ,2,13.6,11.8,11.3,19:00,16.0,09:00,28.0,4.7,19.2,16:00,1016.1,21.0,1010.4,-2.0,,es1479a
2017-03-04,5973,CÁDIZ,CADIZ,2,14.8,10.1,12.6,03:00,16.9,16:20,21.0,6.9,17.8,08:30,1018.8,24.0,1009.3,9.0,,es1479a
2017-03-05,5973,CÁDIZ,CADIZ,2,15.0,0.0,12.0,02:00,17.9,15:00,22.0,3.1,7.2,13:40,1026.2,22.0,1018.8,0.0,,es1479a
2017-03-06,5973,CÁDIZ,CADIZ,2,15.7,0.0,13.4,06:40,18.0,14:50,30.0,3.6,9.7,13:50,1027.9,11.0,1025.1,3.0,,es1479a
2017-03-07,5973,CÁDIZ,CADIZ,2,17.8,0.0,14.0,04:20,21.6,16:00,35.0,4.7,8.3,05:30,1027.1,0.0,1022.9,17.0,,es1479a
2017-03-08,5973,CÁDIZ,CADIZ,2,18.6,0.0,13.0,06:50,24.3,14:20,10.0,4.7,15.8,14:50,1024.3,10.0,1021.9,5.0,,es1479a
2017-03-09,5973,CÁDIZ,CADIZ,2,20.2,0.0,17.0,06:40,23.3,13:50,12.0,7.8,17.8,15:20,1023.7,0.0,1020.2,18.0,,es1479a
2017-03-10,5973,CÁDIZ,CADIZ,2,20.3,0.0,15.8,23:59,24.8,12:10,12.0,2.8,7.5,04:50,1021.3,10.0,1018.7,16.0,,es1479a
2017-03-11,5973,CÁDIZ,CADIZ,2,17.8,0.0,14.2,06:50,21.5,14:30,33.0,1.9,7.5,23:40,1020.5,0.0,1018.3,18.0,,es1479a
2017-03-12,5973,CÁDIZ,CADIZ,2,16.8,0.0,13.8,06:30,19.7,15:40,32.0,5.3,16.1,23:10,1021.3,12.0,1018.2,-2.0,,es1479a
2017-03-13,5973,CÁDIZ,CADIZ,2,13.0,0.0,10.7,08:00,15.2,16:40,1.0,7.8,15.0,12:20,1020.3,0.0,1016.4,24.0,,es1479a
2017-03-14,5973,CÁDIZ,CADIZ,2,14.6,2.5,10.8,08:20,18.5,16:20,10.0,3.9,12.8,13:50,1019.3,22.0,1016.2,4.0,,es1479a
2017-03-15,5973,CÁDIZ,CADIZ,2,17.0,0.0,14.7,04:00,19.4,14:10,10.0,9.2,19.7,12:10,1019.2,1.0,1016.6,16.0,,es1479a
2017-03-16,5973,CÁDIZ,CADIZ,2,15.8,10.1,14.6,04:10,16.9,14:00,9.0,9.7,18.6,23:50,1017.2,12.0,1014.0,24.0,,es1479a
2017-03-17,5973,CÁDIZ,CADIZ,2,15.8,0.0,12.5,05:00,19.0,15:30,10.0,9.4,17.5,07:10,1017.7,-2.0,1014.1,0.0,,es1479a
2017-03-18,5973,CÁDIZ,CADIZ,2,17.7,0.0,13.7,06:50,21.7,14:20,11.0,4.7,13.9,21:30,1019.3,10.0,1016.7,16.0,,es1479a
2017-03-19,5973,CÁDIZ,CADIZ,2,17.3,0.0,12.4,05:00,22.2,14:20,10.0,1.9,9.4,01:50,1018.8,0.0,1014.6,18.0,,es1479a
2017-03-20,5973,CÁDIZ,CADIZ,2,16.1,0.0,14.6,08:10,17.6,10:00,26.0,3.3,6.7,15:00,1020.4,22.0,1014.6,4.0,,es1479a
2017-03-21,5973,CÁDIZ,CADIZ,2,15.5,0.0,13.1,04:30,17.9,14:50,26.0,5.8,11.4,16:40,1023.2,-2.0,1019.6,1.0,,es1479a
2017-03-22,5973,CÁDIZ,CADIZ,2,14.6,1.2,12.0,06:30,17.2,16:30,23.0,5.0,12.8,17:40,1022.1,9.0,1016.8,19.0,,es1479a
2017-03-23,5973,CÁDIZ,CADIZ,2,12.0,2.2,9.1,06:30,15.0,16:10,30.0,4.4,11.4,09:20,1017.7,0.0,1013.8,18.0,,es1479a
2017-03-24,5973,CÁDIZ,CADIZ,2,11.6,0.2,8.8,06:30,14.5,16:10,99.0,2.5,6.7,-2,1016.8,22.0,1012.8,4.0,,es1479a
2017-03-25,5973,CÁDIZ,CADIZ,2,13.8,12.1,12.1,13:50,15.4,17:00,19.0,6.4,15.0,08:10,1016.6,11.0,1014.3,4.0,,es1479a
2017-03-26,5973,CÁDIZ,CADIZ,2,14.5,6.6,11.7,17:30,17.3,14:10,17.0,6.9,15.6,20:00,1017.9,24.0,1010.9,16.0,,es1479a
2017-03-27,5973,CÁDIZ,CADIZ,2,16.0,0.1,13.5,04:50,18.5,14:00,23.0,3.1,11.1,04:40,1025.0,23.0,1017.5,4.0,,es1479a
2017-03-28,5973,CÁDIZ,CADIZ,2,15.7,0.0,11.6,06:10,19.8,13:10,30.0,2.8,8.6,15:50,1026.9,10.0,1024.2,4.0,,es1479a
2017-03-29,5973,CÁDIZ,CADIZ,2,17.6,0.0,13.0,06:10,22.1,14:50,10.0,6.1,13.6,14:40,1026.1,0.0,1021.5,-2.0,,es1479a
2017-03-30,5973,CÁDIZ,CADIZ,2,18.8,0.0,15.8,23:59,21.9,-2,12.0,7.2,14.2,04:10,1022.9,22.0,1020.0,5.0,,es1479a
2017-03-31,5973,CÁDIZ,CADIZ,2,17.2,0.0,13.7,05:30,20.6,10:50,32.0,3.1,9.7,23:10,1024.7,11.0,1022.1,-2.0,,es1479a
2017-04-01,5973,CÁDIZ,CADIZ,2,15.7,0.0,13.6,05:40,17.8,11:50,33.0,3.9,9.4,01:00,1025.4,10.0,1021.2,24.0,,es1479a
2017-04-02,5973,CÁDIZ,CADIZ,2,18.0,0.0,12.4,05:00,23.6,15:30,31.0,3.9,8.9,17:30,1021.3,0.0,1016.8,17.0,,es1479a
2017-04-03,5973,CÁDIZ,CADIZ,2,18.0,0.0,13.2,03:40,22.9,13:00,99.0,5.3,11.1,-2,1021.5,22.0,1017.5,3.0,,es1479a
2017-04-04,5973,CÁDIZ,CADIZ,2,19.2,0.0,13.8,04:30,24.7,13:50,12.0,3.6,10.6,21:40,1021.4,10.0,1018.1,16.0,,es1479a
2017-04-05,5973,CÁDIZ,CADIZ,2,19.0,0.0,13.1,06:30,25.0,14:40,11.0,3.3,12.8,23:00,1018.9,0.0,1013.2,17.0,,es1479a
2017-04-06,5973,CÁDIZ,CADIZ,2,18.1,0.0,15.2,05:30,21.0,14:40,10.0,9.4,18.1,18:10,1016.6,10.0,1013.6,16.0,,es1479a
2017-04-07,5973,CÁDIZ,CADIZ,2,17.3,0.0,14.4,07:30,20.2,14:10,11.0,8.9,19.7,17:10,1016.2,24.0,1014.0,-2.0,,es1479a
2017-04-08,5973,CÁDIZ,CADIZ,2,17.5,0.0,15.0,-2,20.0,-2,11.0,10.3,17.8,09:20,1018.0,11.0,1016.0,-2.0,,es1479a
2017-04-09,5973,CÁDIZ,CADIZ,2,17.2,0.0,15.0,-2,19.5,-2,11.0,10.8,19.7,23:30,1018.2,21.0,1016.5,4.0,,es1479a
2017-04-10,5973,CÁDIZ,CADIZ,2,18.6,0.0,15.6,-2,21.6,15:00,11.0,10.6,18.9,00:20,1020.9,15.0,1017.0,-2.0,,es1479a
2017-04-11,5973,CÁDIZ,CADIZ,2,19.6,0.0,15.3,06:40,23.8,16:50,10.0,2.2,11.7,00:20,1022.2,10.0,1018.6,19.0,,es1479a
2017-04-12,5973,CÁDIZ,CADIZ,2,19.6,0.0,14.8,03:50,24.4,11:20,26.0,1.7,7.8,16:00,1019.9,10.0,1017.0,19.0,,es1479a
2017-04-13,5973,CÁDIZ,CADIZ,2,18.2,0.0,16.4,-2,20.0,12:50,15.0,3.3,8.6,04:20,1020.9,-2.0,1017.6,1.0,,es1479a
2017-04-14,5973,CÁDIZ,CADIZ,2,18.4,0.1,16.5,02:50,20.3,11:20,29.0,2.8,6.7,18:30,1020.9,10.0,1018.5,-2.0,,es1479a
2017-04-15,5973,CÁDIZ,CADIZ,2,18.4,0.0,15.2,07:50,21.6,15:20,99.0,1.9,6.7,-2,1021.0,10.0,1018.0,18.0,,es1479a
2017-04-16,5973,CÁDIZ,CADIZ,2,19.7,0.0,16.3,05:20,23.1,15:20,12.0,1.7,9.7,19:50,1019.4,9.0,1016.8,4.0,,es1479a
2017-04-17,5973,CÁDIZ,CADIZ,2,19.2,0.0,14.5,05:50,23.9,11:10,22.0,2.2,8.6,11:40,1018.5,0.0,1014.2,18.0,,es1479a
2017-04-18,5973,CÁDIZ,CADIZ,2,22.2,0.0,17.6,01:40,26.9,13:50,12.0,8.9,15.8,21:30,1014.4,0.0,1007.8,16.0,,es1479a
2017-04-19,5973,CÁDIZ,CADIZ,2,20.1,0.0,17.6,23:59,22.6,12:50,10.0,15.0,27.8,22:00,1010.6,10.0,1007.6,4.0,,es1479a
2017-04-20,5973,CÁDIZ,CADIZ,2,17.8,0.0,15.9,23:59,19.6,13:00,12.0,17.2,28.9,05:00,1014.3,24.0,1007.2,5.0,,es1479a
2017-04-21,5973,CÁDIZ,CADIZ,2,16.6,0.0,15.5,04:40,17.8,10:00,11.0,13.3,22.2,01:20,1019.8,23.0,1013.8,2.0,,es1479a
2017-04-22,5973,CÁDIZ,CADIZ,2,17.6,0.0,15.4,02:00,19.7,-2,11.0,10.8,18.6,01:10,1019.7,0.0,1015.1,18.0,,es1479a
2017-04-23,5973,CÁDIZ,CADIZ,2,19.4,0.0,15.7,06:10,23.2,15:20,11.0,4.7,10.3,09:00,1016.5,8.0,1013.4,18.0,,es1479a
2017-04-24,5973,CÁDIZ,CADIZ,2,18.4,0.0,15.8,04:10,20.9,18:00,20.0,3.1,8.3,13:30,1015.9,0.0,1012.5,18.0,,es1479a
2017-04-25,5973,CÁDIZ,CADIZ,2,18.6,0.0,16.3,-2,20.9,15:10,25.0,3.9,8.3,17:40,1013.7,0.0,1011.1,24.0,,es1479a
2017-04-26,5973,CÁDIZ,CADIZ,2,17.8,0.0,16.2,06:00,19.4,16:00,26.0,3.6,7.8,22:40,1011.7,11.0,1009.4,5.0,,es1479a
2017-04-27,5973,CÁDIZ,CADIZ,2,18.0,16.4,15.7,20:50,20.4,12:20,11.0,2.5,10.0,23:59,1011.0,10.0,1008.3,-2.0,,es1479a
2017-04-28,5973,CÁDIZ,CADIZ,2,16.2,17.8,15.1,20:00,17.3,10:10,12.0,11.4,17.5,13:50,1010.7,24.0,1006.6,5.0,,es1479a
2017-04-29,5973,CÁDIZ,CADIZ,2,17.5,0.3,14.8,05:30,20.2,15:00,12.0,3.6,13.9,00:10,1015.9,24.0,1010.3,1.0,,es1479a
2017-04-30,5973,CÁDIZ,CADIZ,2,18.0,0.0,15.5,03:00,20.4,14:40,25.0,3.9,9.4,19:30,1019.0,-2.0,1015.6,1.0,,es1479a
2017-05-01,5973,CÁDIZ,CADIZ,2,17.3,0.0,13.0,06:40,21.6,15:10,31.0,4.4,10.0,15:20,1020.8,10.0,1018.2,19.0,,es1479a
2017-05-02,5973,CÁDIZ,CADIZ,2,19.6,0.0,15.6,01:20,23.6,13:40,11.0,8.1,14.2,21:50,1018.8,0.0,1013.4,18.0,,es1479a
2017-05-03,5973,CÁDIZ,CADIZ,2,20.5,0.0,17.3,05:10,23.7,14:40,12.0,8.3,18.1,11:20,1013.7,0.0,1008.6,-2.0,,es1479a
2017-05-04,5973,CÁDIZ,CADIZ,2,20.2,0.0,17.5,06:10,23.0,13:30,11.0,5.8,17.5,01:40,1009.7,23.0,1006.7,2.0,,es1479a
2017-05-05,5973,CÁDIZ,CADIZ,2,18.6,1.0,15.8,08:50,21.5,16:30,18.0,3.3,9.2,06:10,1016.9,24.0,1009.0,3.0,,es1479a
2017-05-06,5973,CÁDIZ,CADIZ,2,19.2,0.0,16.4,06:00,22.0,14:50,99.0,3.9,7.8,-2,1019.6,10.0,1016.4,2.0,,es1479a
2017-05-07,5973,CÁDIZ,CADIZ,2,21.3,0.0,16.0,05:40,26.6,14:20,12.0,2.8,9.7,10:20,1017.4,0.0,1015.0,16.0,,es1479a
2017-05-08,5973,CÁDIZ,CADIZ,2,22.7,0.0,18.7,03:30,26.7,13:20,13.0,4.7,11.4,11:00,1016.0,0.0,1011.7,24.0,,es1479a
2017-05-09,5973,CÁDIZ,CADIZ,2,19.9,28.2,17.6,05:40,22.2,14:40,18.0,4.2,8.9,04:10,1011.7,0.0,1009.4,24.0,,es1479a
2017-05-10,5973,CÁDIZ,CADIZ,2,18.7,28.3,16.4,19:30,21.0,15:20,17.0,5.0,12.5,22:30,1009.5,0.0,1004.0,21.0,,es1479a
2017-05-11,5973,CÁDIZ,CADIZ,2,19.2,3.9,17.0,10:20,21.3,13:50,24.0,3.9,12.5,04:20,1007.9,23.0,1003.9,3.0,,es1479a
2017-05-12,5973,CÁDIZ,CADIZ,2,19.1,0.4,16.3,04:50,21.9,14:40,22.0,5.0,11.7,05:20,1016.8,22.0,1007.2,2.0,,es1479a
2017-05-13,5973,CÁDIZ,CADIZ,2,19.9,0.9,17.5,04:30,22.3,15:10,99.0,2.8,6.1,-2,1022.3,23.0,1016.2,2.0,,es1479a
2017-05-14,5973,CÁDIZ,CADIZ,2,20.0,0.0,17.3,07:20,22.7,11:50,32.0,4.2,9.2,20:00,1024.7,11.0,1021.3,3.0,,es1479a
2017-05-15,5973,CÁDIZ,CADIZ,2,22.9,0.0,18.0,04:30,27.8,12:30,10.0,8.1,15.3,13:20,1023.4,10.0,1020.7,17.0,,es1479a
2017-05-16,5973,CÁDIZ,CADIZ,2,23.6,0.0,19.8,05:00,27.3,13:00,11.0,8.6,17.5,17:50,1021.6,1.0,1018.4,17.0,,es1479a
2017-05-17,5973,CÁDIZ,CADIZ,2,24.1,0.0,20.4,23:59,27.8,14:30,10.0,4.2,13.6,00:20,1018.7,0.0,1015.0,18.0,,es1479a
2017-05-18,5973,CÁDIZ,CADIZ,2,20.4,0.0,17.6,07:20,23.1,15:00,32.0,6.4,16.1,22:00,1017.7,23.0,1014.5,-2.0,,es1479a
2017-05-19,5973,CÁDIZ,CADIZ,2,20.8,0.0,15.6,05:50,25.9,13:10,11.0,3.3,10.0,-2,1018.6,9.0,1016.3,16.0,,es1479a
2017-05-20,5973,CÁDIZ,CADIZ,2,22.2,0.0,18.4,04:20,25.9,14:20,11.0,11.1,23.9,23:59,1018.0,0.0,1012.3,-2.0,,es1479a
2017-05-21,5973,CÁDIZ,CADIZ,2,22.1,0.0,19.4,23:50,24.8,12:50,11.0,13.3,24.7,01:10,1016.1,23.0,1009.2,5.0,,es1479a
2017-05-22,5973,CÁDIZ,CADIZ,2,21.2,0.0,18.5,05:10,24.0,09:30,15.0,4.2,12.5,01:30,1016.4,-2.0,1013.1,18.0,,es1479a
2017-05-23,5973,CÁDIZ,CADIZ,2,22.8,0.0,19.1,05:40,26.5,13:50,11.0,8.9,19.2,23:20,1014.6,22.0,1011.7,17.0,,es1479a
2017-05-24,5973,CÁDIZ,CADIZ,2,23.3,0.0,20.3,-2,26.3,15:00,10.0,11.9,21.4,08:40,1014.3,1.0,1011.2,18.0,,es1479a
2017-05-25,5973,CÁDIZ,CADIZ,2,23.3,0.0,19.8,05:10,26.8,12:10,13.0,5.6,13.3,02:10,1013.8,-2.0,1011.1,15.0,,es1479a
2017-05-26,5973,CÁDIZ,CADIZ,2,21.6,0.0,19.4,01:20,23.7,14:20,99.0,2.5,5.8,-2,1014.3,11.0,1012.3,18.0,,es1479a
2017-05-27,5973,CÁDIZ,CADIZ,2,21.2,0.0,18.8,05:30,23.6,11:40,26.0,3.1,7.2,15:30,1016.0,-2.0,1013.0,4.0,,es1479a
2017-05-28,5973,CÁDIZ,CADIZ,2,21.4,0.0,19.0,04:30,23.8,14:30,25.0,2.5,6.4,12:30,1018.4,22.0,1015.4,-2.0,,es1479a
2017-05-29,5973,CÁDIZ,CADIZ,2,21.7,0.0,19.4,01:20,24.0,14:30,24.0,3.6,15.0,16:00,1017.8,-2.0,1015.9,24.0,,es1479a
2017-05-30,5973,CÁDIZ,CADIZ,2,22.2,0.0,19.5,05:20,24.8,14:50,25.0,3.3,8.3,15:40,1015.9,-2.0,1013.5,18.0,,es1479a
2017-05-31,5973,CÁDIZ,CADIZ,2,25.0,0.0,19.9,04:30,30.0,11:50,11.0,4.4,13.3,19:20,1016.1,8.0,1014.0,18.0,,es1479a
2017-06-01,5973,CÁDIZ,CADIZ,2,26.0,0.0,22.0,04:30,30.0,12:10,12.0,5.0,14.7,04:50,1016.3,-2.0,1014.3,16.0,,es1479a
