fecha,indicativo,nombre,provincia,altitud,prec,tmed,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,siteAQ
2016-12-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-01-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,4.3,-3.8,06:40,12.4,15:20,,,,,es1938a
2017-01-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.2,-3.6,07:00,14.0,14:50,,,,,es1938a
2017-01-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.1,-3.0,07:00,13.2,15:40,,,,,es1938a
2017-01-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,6.8,0.9,01:00,12.8,13:50,,,,,es1938a
2017-01-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.3,2.8,01:50,17.8,14:40,,,,,es1938a
2017-01-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,7.2,1.0,08:00,13.5,12:50,,,,,es1938a
2017-01-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,6.0,0.7,23:59,11.4,12:20,,,,,es1938a
2017-01-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,3.8,-2.1,07:00,9.7,12:40,,,,,es1938a
2017-01-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.4,-0.7,00:40,11.4,13:50,,,,,es1938a
2017-01-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.8,-0.7,06:00,12.4,14:00,,,,,es1938a
2017-01-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.2,-2.0,23:59,12.4,12:20,,,,,es1938a
2017-01-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,1.4,-3.2,06:00,6.0,14:10,,,,,es1938a
2017-01-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,2.4,-2.6,04:50,7.3,13:50,,,,,es1938a
2017-01-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.3,3.0,07:00,7.6,13:00,,,,,es1938a
2017-01-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.8,-0.1,23:59,11.7,13:50,,,,,es1938a
2017-01-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,4.0,-2.8,08:00,10.7,13:10,,,,,es1938a
2017-01-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.8,-1.8,03:00,13.3,14:20,,,,,es1938a
2017-01-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.5,-3.4,06:40,14.4,14:50,,,,,es1938a
2017-01-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,3.7,-4.2,08:10,11.6,15:30,,,,,es1938a
2017-01-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,12.7,2.0,-4.4,06:00,8.3,15:20,,,,,es1938a
2017-01-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,6.5,4.7,2.4,23:30,7.0,16:00,,,,,es1938a
2017-01-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,7.0,3.3,07:30,10.6,15:00,,,,,es1938a
2017-01-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.2,5.8,3.1,07:20,8.5,23:59,,,,,es1938a
2017-01-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.7,8.2,08:00,11.2,15:00,,,,,es1938a
2017-01-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.8,5.3,23:59,14.3,15:10,,,,,es1938a
2017-02-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,5.3,6.9,3.0,06:10,10.8,14:40,,,,,es1938a
2017-02-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.9,9.0,5.9,20:00,12.1,15:50,,,,,es1938a
2017-02-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.3,8.9,6.3,01:00,11.5,12:40,,,,,es1938a
2017-02-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,4.4,11.4,9.1,04:00,13.6,14:20,,,,,es1938a
2017-02-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.1,6.8,3.2,07:40,10.5,01:20,,,,,es1938a
2017-02-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.8,5.7,02:30,16.0,15:50,,,,,es1938a
2017-02-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.2,9.1,5.6,07:30,12.6,12:30,,,,,es1938a
2017-02-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,5.4,0.2,23:59,10.5,13:50,,,,,es1938a
2017-02-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,4.4,-1.7,05:20,10.5,14:50,,,,,es1938a
2017-02-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,4.8,2.7,-0.1,05:30,5.5,14:00,,,,,es1938a
2017-02-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,12.0,5.2,3.8,08:50,6.7,23:59,,,,,es1938a
2017-02-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,18.7,8.6,6.0,02:00,11.2,18:20,,,,,es1938a
2017-02-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.2,8.6,4.6,23:59,12.5,14:00,,,,,es1938a
2017-02-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-02-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-02-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-02-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-02-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,,,,,,,,,,es1938a
2017-02-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.4,4.8,01:20,14.0,15:00,,,,,es1938a
2017-02-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,8.4,2.3,03:40,14.5,14:40,,,,,es1938a
2017-02-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,8.0,-0.5,07:20,16.4,15:40,,,,,es1938a
2017-02-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.6,2.1,06:50,19.1,15:00,,,,,es1938a
2017-02-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.1,10.8,6.7,07:30,14.9,14:00,,,,,es1938a
2017-02-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.8,6.2,23:59,17.3,16:00,,,,,es1938a
2017-02-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.1,0.5,07:00,17.7,15:50,,,,,es1938a
2017-02-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,8.3,1.8,07:00,14.8,15:00,,,,,es1938a
2017-02-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.8,6.5,03:00,13.2,13:50,,,,,es1938a
2017-02-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.4,6.2,07:00,12.5,12:50,,,,,es1938a
2017-03-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.0,3.7,07:30,16.4,15:50,,,,,es1938a
2017-03-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.2,2.3,07:00,16.1,16:10,,,,,es1938a
2017-03-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.6,7.0,2.7,21:10,11.3,11:00,,,,,es1938a
2017-03-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,4.6,0.0,07:00,9.2,15:10,,,,,es1938a
2017-03-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,7.9,3.9,00:10,11.9,15:30,,,,,es1938a
2017-03-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,13.7,8.6,05:00,18.8,13:50,,,,,es1938a
2017-03-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.2,8.2,06:30,20.1,15:00,,,,,es1938a
2017-03-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.9,3.6,06:00,22.2,15:50,,,,,es1938a
2017-03-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.8,4.1,07:00,25.4,15:40,,,,,es1938a
2017-03-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.6,4.7,07:00,26.4,14:50,,,,,es1938a
2017-03-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.1,5.4,07:00,22.8,13:10,,,,,es1938a
2017-03-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.4,6.0,23:40,18.8,12:20,,,,,es1938a
2017-03-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.8,6.3,01:00,15.3,13:50,,,,,es1938a
2017-03-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.5,9.4,06:40,19.6,16:00,,,,,es1938a
2017-03-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,13.8,7.1,05:20,20.6,16:00,,,,,es1938a
2017-03-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.2,3.4,07:00,18.9,14:50,,,,,es1938a
2017-03-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.6,1.8,06:00,19.3,15:00,,,,,es1938a
2017-03-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.4,1.7,06:50,21.1,16:00,,,,,es1938a
2017-03-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,13.2,2.9,06:50,23.5,16:10,,,,,es1938a
2017-03-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.7,6.6,03:40,24.8,15:20,,,,,es1938a
2017-03-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.8,6.9,05:40,16.7,16:10,,,,,es1938a
2017-03-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.7,7.0,1.7,23:50,12.3,14:20,,,,,es1938a
2017-03-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,4.7,1.6,-1.6,06:20,4.9,18:00,,,,,es1938a
2017-03-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.2,5.0,0.3,-2,9.7,13:40,,,,,es1938a
2017-03-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.7,4.3,-1.0,04:00,9.6,15:20,,,,,es1938a
2017-03-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.8,10.1,5.5,04:00,14.7,16:40,,,,,es1938a
2017-03-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.0,5.8,06:40,14.3,15:40,,,,,es1938a
2017-03-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.0,6.3,23:59,17.7,15:30,,,,,es1938a
2017-03-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.4,2.9,06:00,20.0,15:20,,,,,es1938a
2017-03-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.4,4.1,06:00,20.6,14:10,,,,,es1938a
2017-03-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.2,9.1,23:40,19.3,13:30,,,,,es1938a
2017-04-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.2,6.8,05:30,17.6,15:40,,,,,es1938a
2017-04-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.2,3.7,06:40,18.7,15:10,,,,,es1938a
2017-04-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,10.8,2.7,06:40,18.8,16:00,,,,,es1938a
2017-04-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.5,2.6,05:40,22.4,15:40,,,,,es1938a
2017-04-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.4,6.4,06:30,18.5,16:00,,,,,es1938a
2017-04-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,13.8,6.0,05:20,21.7,16:10,,,,,es1938a
2017-04-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.0,6.8,06:50,23.1,16:20,,,,,es1938a
2017-04-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.2,4.8,06:40,23.5,16:00,,,,,es1938a
2017-04-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.2,5.4,06:20,23.0,15:00,,,,,es1938a
2017-04-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.8,6.5,06:30,25.0,15:30,,,,,es1938a
2017-04-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,17.8,7.8,06:30,27.8,14:00,,,,,es1938a
2017-04-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.1,7.2,-2,29.0,15:10,,,,,es1938a
2017-04-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.5,9.0,06:00,28.0,13:50,,,,,es1938a
2017-04-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,17.6,9.8,06:00,25.5,14:50,,,,,es1938a
2017-04-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,19.0,10.9,06:00,27.1,14:20,,,,,es1938a
2017-04-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,17.9,9.2,06:00,26.6,14:20,,,,,es1938a
2017-04-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.0,7.6,06:00,28.3,14:30,,,,,es1938a
2017-04-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,20.8,13.1,04:00,28.5,15:00,,,,,es1938a
2017-04-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.0,17.3,12.0,23:50,22.6,14:30,,,,,es1938a
2017-04-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,14.1,9.0,23:59,19.2,14:50,,,,,es1938a
2017-04-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,12.5,3.1,06:20,21.9,15:50,,,,,es1938a
2017-04-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.9,3.5,06:00,20.3,15:40,,,,,es1938a
2017-04-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.8,6.1,06:00,25.6,15:20,,,,,es1938a
2017-04-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,3.1,18.4,9.7,06:00,27.2,15:20,,,,,es1938a
2017-04-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,17.9,11.5,02:10,24.3,13:50,,,,,es1938a
2017-04-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.3,13.6,6.2,23:59,21.1,14:00,,,,,es1938a
2017-04-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,9.2,2.9,05:40,15.6,14:20,,,,,es1938a
2017-04-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.8,10.5,2.9,05:00,18.1,15:20,,,,,es1938a
2017-04-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.6,9.7,7.6,06:00,11.8,16:40,,,,,es1938a
2017-04-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.4,10.1,5.9,23:59,14.3,15:20,,,,,es1938a
2017-05-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,11.2,2.9,05:50,19.6,16:50,,,,,es1938a
2017-05-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.5,6.3,03:00,24.7,14:30,,,,,es1938a
2017-05-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.8,10.7,05:00,26.8,14:20,,,,,es1938a
2017-05-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.7,11.3,03:50,26.1,15:50,,,,,es1938a
2017-05-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.9,15.9,9.4,23:59,22.4,11:30,,,,,es1938a
2017-05-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.2,8.3,05:50,22.0,15:40,,,,,es1938a
2017-05-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,16.5,6.5,05:50,26.5,15:00,,,,,es1938a
2017-05-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,20.6,11.8,05:00,29.5,15:40,,,,,es1938a
2017-05-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,21.3,12.8,04:30,29.8,15:00,,,,,es1938a
2017-05-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,21.9,17.6,12.0,22:00,23.2,13:20,,,,,es1938a
2017-05-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,1.5,13.8,9.7,06:30,18.0,15:50,,,,,es1938a
2017-05-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,2.4,13.0,9.4,02:00,16.6,11:40,,,,,es1938a
2017-05-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.9,10.8,23:59,21.0,14:40,,,,,es1938a
2017-05-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,16.2,7.9,06:00,24.5,15:20,,,,,es1938a
2017-05-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.1,9.5,05:30,26.7,14:50,,,,,es1938a
2017-05-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,21.5,13.4,05:20,29.6,15:40,,,,,es1938a
2017-05-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,3.1,22.6,16.4,04:50,28.8,15:50,,,,,es1938a
2017-05-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,16.2,10.5,23:59,21.8,13:30,,,,,es1938a
2017-05-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,15.6,6.5,05:30,24.8,15:40,,,,,es1938a
2017-05-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,16.5,6.0,05:30,27.0,15:50,,,,,es1938a
2017-05-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,19.4,13.9,04:30,24.9,15:10,,,,,es1938a
2017-05-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,20.2,10.5,05:30,30.0,16:20,,,,,es1938a
2017-05-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,24.8,17.3,04:00,32.2,15:30,,,,,es1938a
2017-05-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,23.0,14.1,05:40,31.9,14:20,,,,,es1938a
2017-05-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,24.7,15.6,06:00,33.8,14:10,,,,,es1938a
2017-05-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,25.2,16.2,04:00,34.1,15:00,,,,,es1938a
2017-05-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,25.8,19.0,04:50,32.6,15:40,,,,,es1938a
2017-05-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.1,23.1,18.0,05:40,28.2,16:30,,,,,es1938a
2017-05-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,21.8,16.2,23:00,27.4,16:00,,,,,es1938a
2017-05-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,20.2,13.3,05:10,27.2,15:40,,,,,es1938a
2017-05-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,22.6,15.9,05:40,29.2,13:20,,,,,es1938a
2017-06-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,23.2,14.5,05:00,31.9,15:00,,,,,es1938a
2017-06-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.7,26.0,18.0,23:59,34.0,14:00,88.0,1.7,13.9,20:20,es1938a
2017-06-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,23.4,16.6,05:00,30.1,16:20,9.0,2.2,14.7,21:40,es1938a
2017-06-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,20.7,13.8,23:59,27.6,12:00,26.0,3.6,11.9,13:10,es1938a
2017-06-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,19.3,10.2,06:00,28.4,16:00,25.0,1.7,10.0,15:50,es1938a
2017-06-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,22.2,14.7,04:50,29.7,16:00,28.0,2.2,10.6,18:20,es1938a
2017-06-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,22.8,13.0,03:50,32.7,14:40,17.0,1.1,6.7,22:30,es1938a
2017-06-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,26.3,19.0,05:40,33.6,15:00,27.0,1.4,7.8,15:20,es1938a
2017-06-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,26.4,18.9,06:00,34.0,14:20,25.0,1.1,9.4,14:50,es1938a
2017-06-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,25.6,15.9,04:30,35.3,16:40,24.0,1.7,5.6,12:10,es1938a
2017-06-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,29.1,21.2,05:20,37.0,14:20,23.0,1.7,6.9,13:40,es1938a
2017-06-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,30.0,22.8,05:50,37.2,15:30,14.0,1.1,8.9,22:50,es1938a
2017-06-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,29.0,21.3,05:00,36.7,16:00,11.0,1.4,7.5,02:20,es1938a
2017-06-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,30.2,21.9,05:10,38.4,15:50,24.0,2.2,10.0,14:40,es1938a
2017-06-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.5,30.9,21.2,04:50,40.6,15:40,12.0,1.7,15.6,19:50,es1938a
2017-06-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,29.3,20.0,05:00,38.6,16:00,7.0,1.7,8.6,23:59,es1938a
2017-06-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,33.0,24.8,06:00,41.1,15:00,6.0,2.2,9.2,00:10,es1938a
2017-06-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,31.0,22.8,06:00,39.2,16:10,13.0,1.7,11.9,21:30,es1938a
2017-06-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.9,28.0,20.2,23:10,35.8,16:50,23.0,1.4,12.5,22:10,es1938a
2017-06-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.1,26.8,19.4,05:30,34.3,15:00,3.0,1.7,11.1,17:50,es1938a
2017-06-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,27.5,18.2,05:00,36.8,14:40,23.0,1.9,7.5,12:50,es1938a
2017-06-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,31.3,24.0,06:00,38.6,15:10,28.0,1.9,10.8,16:00,es1938a
2017-06-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,28.2,19.8,05:40,36.7,16:00,24.0,3.1,10.8,14:10,es1938a
2017-06-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,28.0,19.5,05:40,36.5,14:50,99.0,2.2,11.9,-2,es1938a
2017-06-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,9.0,25.8,17.7,23:30,33.8,12:50,18.0,2.5,14.2,15:10,es1938a
2017-06-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,23.6,16.5,05:30,30.7,16:10,23.0,1.7,9.7,15:10,es1938a
2017-06-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,23.0,16.5,05:00,29.4,14:10,23.0,3.6,13.6,12:10,es1938a
2017-06-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,21.2,15.4,05:40,27.0,16:00,23.0,5.3,17.5,13:30,es1938a
2017-06-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.5,11.9,05:50,25.1,15:50,31.0,6.4,13.6,08:30,es1938a
2017-06-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,16.8,9.9,05:40,23.6,13:40,29.0,1.9,11.1,00:40,es1938a
2017-07-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,18.2,11.8,06:00,24.7,16:00,6.0,2.8,9.4,00:20,es1938a
2017-07-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,22.2,12.3,04:20,32.0,14:30,3.0,3.3,10.0,15:10,es1938a
2017-07-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,0.0,25.0,15.5,05:40,34.4,17:00,10.0,1.1,8.3,01:30,es1938a
