fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2017-01-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.6,2.0,16.0,11:40,19.1,14:20,35.0,3.3,9.2,16:20,1013.6,11.0,1010.3,5.0,es1573a
2017-01-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.1,0.0,16.6,04:00,19.6,13:40,34.0,2.5,7.8,13:40,1014.3,11.0,1011.0,5.0,es1573a
2017-01-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0.6,16.8,17:30,19.7,14:30,34.0,3.6,9.7,17:10,1015.0,11.0,1011.7,5.0,es1573a
2017-01-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,0.0,16.3,00:50,19.7,12:50,31.0,2.2,10.3,18:40,1017.6,12.0,1013.2,5.0,es1573a
2017-01-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.8,2.7,16.6,02:50,19.0,11:40,33.0,3.6,10.3,12:10,1018.2,24.0,1015.8,16.0,es1573a
2017-01-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.9,,16.9,06:30,20.9,10:30,32.0,1.1,5.8,04:20,1019.4,11.0,1016.0,16.0,es1573a
2017-01-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.1,0.0,16.5,23:59,19.7,13:10,9.0,0.8,5.8,06:30,1016.5,0.0,1012.8,16.0,es1573a
2017-01-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.4,1.1,14.2,05:40,20.6,14:20,99.0,0.8,4.2,-2,1014.2,24.0,1010.5,5.0,es1573a
2017-01-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0.0,16.6,01:40,19.9,13:10,7.0,0.8,4.7,15:30,1017.1,22.0,1013.6,4.0,es1573a
2017-01-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.7,0.0,16.8,02:20,20.6,18:40,8.0,0.8,4.4,14:10,1018.4,11.0,1015.6,16.0,es1573a
2017-01-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0.0,16.8,07:00,20.2,13:50,6.0,1.1,5.8,04:40,1017.1,11.0,1014.7,15.0,es1573a
2017-01-30,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.4,0.0,17.0,04:40,19.8,15:10,33.0,0.8,6.1,14:10,1016.2,0.0,1012.8,16.0,es1573a
2017-01-31,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.3,0.0,16.5,07:00,20.1,15:40,34.0,2.2,10.3,-2,1013.8,24.0,1010.4,6.0,es1573a
2017-02-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,2.3,16.1,07:50,20.0,14:20,35.0,1.9,8.9,07:40,1016.0,22.0,1012.1,6.0,es1573a
2017-02-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.4,0.0,16.1,04:20,20.6,15:30,28.0,1.7,6.4,12:00,1018.1,-2.0,1014.9,6.0,es1573a
2017-02-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.3,0.0,16.4,07:00,22.2,12:20,8.0,0.8,4.2,13:30,1019.8,11.0,1016.3,6.0,es1573a
2017-02-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.1,0.0,15.6,06:50,20.6,10:40,8.0,0.8,4.7,16:20,1021.6,11.0,1017.7,-2.0,es1573a
2017-02-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0.0,17.4,01:00,22.2,12:50,34.0,0.6,4.7,04:00,1021.7,11.0,1019.3,-2.0,es1573a
2017-02-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.0,0.0,17.6,05:40,20.3,12:20,34.0,1.7,7.2,18:40,1020.3,10.0,1017.5,17.0,es1573a
2017-02-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.0,17.6,08:00,21.1,12:20,99.0,1.1,6.4,-2,1019.7,11.0,1016.5,-2.0,es1573a
2017-02-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.0,0.0,17.4,07:10,20.6,16:00,99.0,1.1,4.7,-2,1017.5,11.0,1014.2,16.0,es1573a
2017-02-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.6,1.9,17.1,03:00,20.2,13:30,34.0,2.5,9.2,15:00,1015.6,11.0,1013.1,6.0,es1573a
2017-02-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,16.8,1.9,15.3,23:59,18.3,15:00,31.0,2.8,10.6,14:30,1014.0,0.0,1005.3,24.0,es1573a
2017-02-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.5,0.0,14.4,05:50,20.6,13:20,32.0,1.1,9.4,09:50,1005.3,0.0,995.9,24.0,es1573a
2017-02-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.4,1.2,16.3,12:00,24.4,10:00,32.0,2.8,13.6,12:20,1002.6,24.0,989.7,7.0,es1573a
2017-02-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.8,0.0,14.8,05:20,20.8,14:00,11.0,1.1,5.0,14:10,1008.9,23.0,1002.5,0.0,es1573a
2017-02-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.8,0.0,14.7,07:00,20.8,13:50,15.0,1.7,6.7,11:10,1010.7,12.0,1007.4,4.0,es1573a
2017-02-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.6,3.8,14.9,04:30,20.2,14:10,13.0,1.7,7.2,10:10,1010.7,12.0,1007.7,5.0,es1573a
2017-02-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,,,,,,,1.4,,,,,,,es1573a
2017-02-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0.0,16.9,08:00,23.6,13:50,30.0,1.4,7.8,02:50,1014.5,23.0,1010.9,5.0,es1573a
2017-02-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.0,0.0,17.7,07:50,20.2,11:30,35.0,2.8,9.2,21:50,1016.3,12.0,1013.0,5.0,es1573a
2017-02-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,2.0,15.6,20:10,20.4,12:20,34.0,2.5,10.6,17:30,1014.7,0.0,1011.0,24.0,es1573a
2017-02-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.6,0.0,15.4,02:40,19.9,14:00,99.0,3.3,10.3,14:40,1011.2,11.0,1008.8,16.0,es1573a
2017-02-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.4,1.6,16.0,19:50,18.8,14:20,31.0,4.4,10.3,12:20,1009.4,0.0,1007.3,5.0,es1573a
2017-02-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0.0,16.9,05:00,20.1,13:00,33.0,4.2,10.6,07:10,1010.8,22.0,1007.3,5.0,es1573a
2017-02-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.8,0.0,17.1,05:30,20.5,14:50,36.0,2.5,12.8,10:30,1012.5,23.0,1009.3,5.0,es1573a
2017-02-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.6,,17.1,-2,20.2,14:50,33.0,1.4,6.9,09:30,1014.6,23.0,1011.1,6.0,es1573a
2017-02-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.7,0.0,16.9,05:10,20.5,12:50,33.0,1.7,7.5,06:10,1015.7,23.0,1012.6,5.0,es1573a
2017-02-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.4,0.0,15.8,04:30,19.1,14:00,4.0,1.1,6.7,02:30,1015.8,11.0,1012.9,19.0,es1573a
2017-02-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0.0,16.5,06:30,19.8,13:10,35.0,0.8,6.4,04:30,1014.6,11.0,1011.8,19.0,es1573a
2017-02-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.6,0.0,16.8,04:00,20.3,13:50,7.0,1.7,7.5,20:30,1012.7,-2.0,1010.5,-2.0,es1573a
2017-03-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0.0,16.8,04:40,20.2,-2,6.0,1.4,7.2,00:40,1011.0,11.0,1008.2,5.0,es1573a
2017-03-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.8,0.2,17.3,05:30,20.3,13:50,33.0,3.3,12.5,20:10,1010.8,24.0,1006.4,16.0,es1573a
2017-03-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0.4,16.5,23:59,20.0,15:20,32.0,2.8,10.6,01:10,1015.2,23.0,1009.6,-2.0,es1573a
2017-03-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,0.6,16.0,03:20,19.9,16:00,35.0,3.3,10.6,12:00,1015.0,12.0,1012.2,5.0,es1573a
2017-03-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0.0,17.4,06:00,21.0,12:40,34.0,1.7,6.7,13:30,1016.4,-2.0,1012.9,5.0,es1573a
2017-03-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,,,,,,1.0,0.8,5.0,04:40,1017.1,-2.0,1014.1,18.0,es1573a
2017-03-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0.0,17.5,23:59,20.8,12:30,2.0,1.1,4.7,12:00,1014.8,0.0,1011.2,17.0,es1573a
2017-03-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.0,0.0,17.1,05:00,26.9,14:00,14.0,0.8,7.2,14:00,1011.6,0.0,1008.2,18.0,es1573a
2017-03-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0.1,15.5,06:50,27.3,12:20,14.0,0.8,8.3,11:50,1009.7,1.0,1006.4,17.0,es1573a
2017-03-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,23.8,0.0,20.7,23:10,27.0,03:20,16.0,1.7,8.9,12:00,1009.9,23.0,1006.1,5.0,es1573a
2017-03-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,25.6,0.0,21.2,23:59,30.1,17:00,16.0,1.4,6.7,11:50,1011.3,23.0,1007.3,5.0,es1573a
2017-03-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0.0,18.1,23:40,22.4,14:20,34.0,2.2,7.5,12:30,1014.4,22.0,1010.1,6.0,es1573a
2017-03-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0.0,17.5,08:50,21.0,15:20,2.0,1.4,8.1,23:59,1015.0,22.0,1012.1,-2.0,es1573a
2017-03-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0.0,17.0,07:00,20.0,16:20,35.0,3.1,9.2,06:40,1014.4,0.0,1009.4,19.0,es1573a
2017-03-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.4,0.0,16.2,07:30,20.5,15:00,33.0,2.5,9.2,16:20,1011.4,22.0,1008.2,5.0,es1573a
2017-03-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.0,4.0,17.1,00:20,20.9,14:40,31.0,2.5,10.3,05:50,1010.4,11.0,1006.5,18.0,es1573a
2017-03-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,0.0,16.0,03:40,20.0,13:00,31.0,3.3,8.9,-2,1011.6,4.0,1005.6,3.0,es1573a
2017-03-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.0,0.8,15.6,06:40,20.5,10:50,23.0,1.1,6.9,08:00,1009.0,23.0,1005.5,5.0,es1573a
2017-03-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0.0,16.7,06:40,19.7,15:20,4.0,1.4,6.9,14:40,1017.7,11.0,1014.4,4.0,es1573a
2017-03-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.4,0.0,17.0,04:50,19.8,13:40,2.0,1.1,7.2,08:40,1016.4,0.0,1012.8,17.0,es1573a
2017-03-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,16.1,0.1,13.7,07:00,18.5,12:20,8.0,1.4,6.4,03:10,1011.3,12.0,1008.2,18.0,es1573a
2017-03-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.1,0.0,13.9,05:10,20.3,14:00,35.0,1.4,6.9,12:20,1012.4,24.0,1007.5,5.0,es1573a
2017-03-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.7,0.0,16.1,07:20,21.3,12:30,2.0,1.1,6.1,13:30,1016.6,23.0,1010.7,4.0,es1573a
2017-03-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.3,0.0,16.6,06:20,20.0,15:00,36.0,1.1,5.0,20:10,1016.6,12.0,1014.1,6.0,es1573a
2017-03-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.9,0.0,16.4,05:20,21.4,16:30,31.0,1.7,6.7,17:20,1015.5,0.0,1011.0,18.0,es1573a
2017-03-31,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.5,0.0,17.8,05:00,23.2,14:10,29.0,1.7,11.4,19:50,1013.8,11.0,1010.1,18.0,es1573a
2017-04-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0.0,18.2,06:40,23.3,16:40,15.0,0.3,5.6,16:00,1012.2,0.0,1006.9,18.0,es1573a
2017-04-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0.0,18.4,06:50,22.9,12:20,31.0,1.9,7.5,21:10,1007.7,0.0,1005.0,6.0,es1573a
2017-04-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.3,0.0,18.2,23:59,22.4,14:30,35.0,2.5,7.5,14:50,1010.6,22.0,1005.8,4.0,es1573a
2017-04-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0.0,17.7,-2,21.6,14:00,30.0,3.3,10.0,13:40,1011.4,11.0,1008.6,4.0,es1573a
2017-04-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.0,17.6,06:00,21.3,13:00,32.0,3.3,15.6,08:40,1010.1,0.0,1007.7,-2.0,es1573a
2017-04-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.0,0.0,17.0,04:50,20.9,15:50,34.0,3.9,10.6,04:40,1008.3,0.0,1005.1,17.0,es1573a
2017-04-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.0,17.3,06:30,21.4,12:20,31.0,3.6,10.6,16:50,1006.4,23.0,1003.4,5.0,es1573a
2017-04-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0.0,17.8,03:30,21.9,14:00,32.0,3.3,8.6,14:50,1007.6,12.0,1004.5,4.0,es1573a
2017-04-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0.0,17.6,07:30,21.7,14:00,28.0,2.8,7.5,12:00,1008.5,11.0,1005.6,5.0,es1573a
2017-04-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.0,17.8,07:00,21.1,12:40,13.0,1.4,5.8,13:00,1011.6,24.0,1007.2,3.0,es1573a
2017-04-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.9,0.0,17.3,04:50,22.5,13:20,10.0,1.1,7.2,13:10,1013.6,12.0,1010.2,7.0,es1573a
2017-04-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.5,0.0,18.4,06:00,22.6,16:10,7.0,0.8,4.2,14:40,1014.0,11.0,1010.4,5.0,es1573a
2017-04-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.0,0.0,18.1,05:20,22.0,14:00,5.0,0.8,4.2,12:30,1014.4,11.0,1011.8,4.0,es1573a
2017-04-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0.0,17.3,04:00,21.9,12:40,7.0,1.1,5.0,11:10,1013.6,11.0,1011.1,18.0,es1573a
2017-04-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.0,0.0,18.4,06:30,23.6,16:50,15.0,1.1,8.1,13:30,1012.1,0.0,1008.0,18.0,es1573a
2017-04-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,25.4,0.0,19.0,06:40,31.7,16:10,15.0,1.9,11.9,11:40,1008.5,0.0,1003.5,19.0,es1573a
2017-04-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,25.8,0.0,20.8,03:50,30.7,10:20,29.0,1.4,10.0,23:10,1004.0,0.0,1000.9,17.0,es1573a
2017-04-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.8,0.0,19.8,-2,23.8,15:10,31.0,3.1,10.0,02:00,1003.7,11.0,1000.6,6.0,es1573a
2017-04-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0.0,19.7,01:20,23.2,10:50,31.0,2.5,7.5,12:00,1003.4,22.0,1001.3,6.0,es1573a
2017-04-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0.0,19.6,07:30,23.2,15:40,32.0,2.8,8.9,12:30,1007.6,24.0,1001.9,4.0,es1573a
2017-04-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0.0,19.1,06:00,23.2,14:40,29.0,3.9,9.2,-2,1011.0,23.0,1006.1,3.0,es1573a
2017-04-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0.0,18.8,06:00,22.8,14:30,30.0,3.1,8.3,12:50,1011.6,12.0,1009.0,18.0,es1573a
2017-04-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0.2,18.6,06:40,22.6,15:00,31.0,3.3,8.6,17:40,1011.1,11.0,1008.5,17.0,es1573a
2017-04-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0.0,19.2,04:30,23.2,15:10,33.0,2.5,6.7,16:20,1010.8,0.0,1007.7,18.0,es1573a
2017-04-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0.0,18.0,06:10,23.2,13:30,13.0,1.1,6.7,15:40,1008.8,0.0,1005.3,16.0,es1573a
2017-04-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.4,0.0,19.3,-2,25.6,14:20,99.0,0.8,5.3,19:50,1005.6,0.0,1002.3,-2.0,es1573a
2017-04-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,0.0,,,,,,,,,,,,,es1573a
2017-04-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.8,21.6,18.8,13:40,24.7,09:50,17.0,1.1,6.7,11:20,1014.4,14.0,1003.5,3.0,es1573a
2017-04-30,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.1,0.0,19.1,23:59,23.1,11:10,33.0,1.7,6.9,15:50,1013.0,-2.0,1009.6,3.0,es1573a
2017-05-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,,,,,,,1.1,,,,,,,es1573a
2017-05-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.9,0.0,19.3,02:50,24.5,14:20,31.0,2.5,7.2,15:30,1009.2,0.0,1005.0,-2.0,es1573a
2017-05-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.5,0.0,19.3,06:00,23.7,13:50,32.0,1.4,7.2,16:20,1005.4,0.0,1003.2,4.0,es1573a
