fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,siteAQ
2016-12-31,0201D,BARCELONA,BARCELONA,6,12.8,0.0,8.9,07:00,16.8,12:50,36.0,2.8,5.8,08:00,es1438a
2017-01-01,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,28.0,1.9,6.1,20:00,es1438a
2017-01-02,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,2.2,9.4,14:30,es1438a
2017-01-03,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,2.8,7.2,08:10,es1438a
2017-01-04,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,27.0,2.2,6.7,15:10,es1438a
2017-01-05,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,1.7,7.5,10:00,es1438a
2017-01-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,2.5,6.1,07:40,es1438a
2017-01-07,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,99.0,1.9,6.1,-2,es1438a
2017-01-08,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,35.0,1.4,5.8,23:30,es1438a
2017-01-09,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,2.2,7.5,13:20,es1438a
2017-01-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,2.8,7.8,16:40,es1438a
2017-01-11,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,4.2,9.4,16:00,es1438a
2017-01-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,26.0,2.8,10.3,15:40,es1438a
2017-01-13,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,30.0,5.8,18.3,06:50,es1438a
2017-01-14,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,3.1,11.4,10:50,es1438a
2017-01-15,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,3.1,11.7,14:20,es1438a
2017-01-16,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,14.0,3.1,14.2,16:20,es1438a
2017-01-17,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,3.1,17.2,02:30,es1438a
2017-01-18,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,36.0,1.1,6.7,09:40,es1438a
2017-01-19,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,8.9,21.4,21:10,es1438a
2017-01-20,0201D,BARCELONA,BARCELONA,6,,2.6,,,,,8.0,9.2,20.0,00:30,es1438a
2017-01-21,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,4.0,7.5,18.3,14:30,es1438a
2017-01-22,0201D,BARCELONA,BARCELONA,6,,5.8,,,,,2.0,6.7,16.4,05:10,es1438a
2017-01-23,0201D,BARCELONA,BARCELONA,6,,1.9,,,,,9.0,2.5,15.8,03:00,es1438a
2017-01-24,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,34.0,2.5,7.5,09:30,es1438a
2017-01-25,0201D,BARCELONA,BARCELONA,6,,0.8,,,,,8.0,6.1,13.9,18:10,es1438a
2017-01-26,0201D,BARCELONA,BARCELONA,6,,0.2,,,,,34.0,2.2,6.4,07:40,es1438a
2017-01-27,0201D,BARCELONA,BARCELONA,6,,8.1,,,,,9.0,3.6,12.5,21:10,es1438a
2017-01-28,0201D,BARCELONA,BARCELONA,6,,0.1,,,,,9.0,2.5,9.7,02:10,es1438a
2017-01-29,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,25.0,3.6,9.7,15:40,es1438a
2017-01-30,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,1.9,5.8,15:40,es1438a
2017-01-31,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,3.3,8.6,14:10,es1438a
2017-02-01,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,1.9,7.8,15:40,es1438a
2017-02-02,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,25.0,3.6,13.9,19:30,es1438a
2017-02-03,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,25.0,2.8,14.4,14:00,es1438a
2017-02-04,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,26.0,5.0,18.3,04:20,es1438a
2017-02-05,0201D,BARCELONA,BARCELONA,6,,0.1,,,,,30.0,6.7,22.5,20:40,es1438a
2017-02-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,32.0,5.6,19.2,04:30,es1438a
2017-02-07,0201D,BARCELONA,BARCELONA,6,,7.3,,,,,11.0,1.9,18.1,23:10,es1438a
2017-02-08,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,2.8,13.9,00:30,es1438a
2017-02-09,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.1,7.2,16:50,es1438a
2017-02-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,14.0,2.5,4.7,12:50,es1438a
2017-02-11,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,6.7,12.8,20:00,es1438a
2017-02-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,9.4,14.7,-2,es1438a
2017-02-13,0201D,BARCELONA,BARCELONA,6,,4.6,,,,,8.0,9.4,18.1,09:00,es1438a
2017-02-14,0201D,BARCELONA,BARCELONA,6,,0.1,,,,,15.0,3.6,9.4,00:20,es1438a
2017-02-15,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,3.6,8.6,11:40,es1438a
2017-02-16,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,1.9,5.3,15:30,es1438a
2017-02-17,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.6,8.3,12:50,es1438a
2017-02-18,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,2.0,2.5,5.3,08:10,es1438a
2017-02-19,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,11.0,3.9,7.2,-2,es1438a
2017-02-20,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,26.0,1.4,7.8,11:50,es1438a
2017-02-21,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.2,6.9,15:00,es1438a
2017-02-22,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.1,7.8,14:40,es1438a
2017-02-23,0201D,BARCELONA,BARCELONA,6,,0.8,,,,,22.0,3.1,9.2,19:40,es1438a
2017-02-24,0201D,BARCELONA,BARCELONA,6,,3.8,,,,,8.0,2.2,9.2,02:20,es1438a
2017-02-25,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,32.0,2.5,6.7,06:10,es1438a
2017-02-26,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.3,10.3,16:30,es1438a
2017-02-27,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,4.7,10.8,14:30,es1438a
2017-02-28,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,27.0,4.2,15.3,15:00,es1438a
2017-03-01,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,3.6,11.1,17:00,es1438a
2017-03-02,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.9,8.1,12:50,es1438a
2017-03-03,0201D,BARCELONA,BARCELONA,6,,10.2,,,,,8.0,4.4,12.2,22:10,es1438a
2017-03-04,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,29.0,5.3,19.7,02:50,es1438a
2017-03-05,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,24.0,4.2,13.1,14:10,es1438a
2017-03-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,30.0,5.0,16.7,19:40,es1438a
2017-03-07,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,24.0,3.6,9.7,00:40,es1438a
2017-03-08,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.3,7.8,11:50,es1438a
2017-03-09,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,99.0,1.7,4.2,-2,es1438a
2017-03-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.6,7.5,13:20,es1438a
2017-03-11,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,1.0,2.2,5.6,03:30,es1438a
2017-03-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.6,8.9,13:20,es1438a
2017-03-13,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,9.0,8.6,18.9,17:20,es1438a
2017-03-14,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,2.5,7.8,19:20,es1438a
2017-03-15,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,2.5,4.7,11:40,es1438a
2017-03-16,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.8,6.7,15:10,es1438a
2017-03-17,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,2.8,9.4,13:20,es1438a
2017-03-18,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,1.7,5.6,16:40,es1438a
2017-03-19,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.5,7.5,14:40,es1438a
2017-03-20,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,1.4,5.8,11:20,es1438a
2017-03-21,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,99.0,3.1,7.8,21:40,es1438a
2017-03-22,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.1,10.6,14:10,es1438a
2017-03-23,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,36.0,3.3,10.8,06:30,es1438a
2017-03-24,0201D,BARCELONA,BARCELONA,6,,81.9,,,,,25.0,2.8,11.1,22:00,es1438a
2017-03-25,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,30.0,2.5,13.3,03:00,es1438a
2017-03-26,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,2.8,7.5,14:40,es1438a
2017-03-27,0201D,BARCELONA,BARCELONA,6,,0.7,,,,,7.0,5.0,10.3,07:50,es1438a
2017-03-28,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,14.0,3.1,5.3,12:20,es1438a
2017-03-29,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.8,6.4,14:30,es1438a
2017-03-30,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.3,8.9,12:40,es1438a
2017-03-31,0201D,BARCELONA,BARCELONA,6,,0.5,,,,,24.0,2.2,9.2,19:00,es1438a
2017-04-01,0201D,BARCELONA,BARCELONA,6,,4.9,,,,,9.0,2.8,9.2,08:30,es1438a
2017-04-02,0201D,BARCELONA,BARCELONA,6,,1.2,,,,,20.0,3.1,8.9,17:40,es1438a
2017-04-03,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.3,8.3,12:10,es1438a
2017-04-04,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.6,11.1,15:50,es1438a
2017-04-05,0201D,BARCELONA,BARCELONA,6,,1.4,,,,,24.0,2.5,9.4,19:50,es1438a
2017-04-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,3.3,7.5,17:00,es1438a
2017-04-07,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.8,6.9,11:00,es1438a
2017-04-08,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.1,7.8,11:50,es1438a
2017-04-09,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.6,8.3,13:10,es1438a
2017-04-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.3,12.5,12:40,es1438a
2017-04-11,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,11.0,2.8,11.1,12:20,es1438a
2017-04-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,2.8,5.6,19:30,es1438a
2017-04-13,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.8,7.5,12:20,es1438a
2017-04-14,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,24.0,1.4,4.7,01:00,es1438a
2017-04-15,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,18.0,3.1,7.5,19:10,es1438a
2017-04-16,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,3.9,10.3,16:20,es1438a
2017-04-17,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.6,8.9,14:20,es1438a
2017-04-18,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,11.0,2.8,11.7,23:50,es1438a
2017-04-19,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,5.0,14.2,00:50,es1438a
2017-04-20,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,9.0,5.8,13.3,08:50,es1438a
2017-04-21,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,18.0,3.9,7.8,14:40,es1438a
2017-04-22,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,4.7,13.9,14:50,es1438a
2017-04-23,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,2.8,7.5,15:40,es1438a
2017-04-24,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.1,7.8,10:10,es1438a
2017-04-25,0201D,BARCELONA,BARCELONA,6,,0.3,,,,,20.0,3.9,11.1,15:30,es1438a
2017-04-26,0201D,BARCELONA,BARCELONA,6,,14.4,,,,,9.0,6.9,13.1,05:10,es1438a
2017-04-27,0201D,BARCELONA,BARCELONA,6,,5.8,,,,,33.0,2.2,7.2,09:00,es1438a
2017-04-28,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.3,7.8,12:40,es1438a
2017-04-29,0201D,BARCELONA,BARCELONA,6,,0.2,,,,,22.0,4.7,12.5,15:00,es1438a
2017-04-30,0201D,BARCELONA,BARCELONA,6,,0.4,,,,,22.0,5.6,13.3,09:20,es1438a
2017-05-01,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,12.0,2.8,11.7,01:10,es1438a
2017-05-02,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.3,12.2,14:00,es1438a
2017-05-03,0201D,BARCELONA,BARCELONA,6,,0.5,,,,,8.0,3.1,6.1,00:10,es1438a
2017-05-04,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.6,8.3,13:00,es1438a
2017-05-05,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,7.8,12.2,15:20,es1438a
2017-05-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,30.0,5.0,13.9,08:20,es1438a
2017-05-07,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,11.0,2.8,12.5,12:00,es1438a
2017-05-08,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,2.5,6.1,12:20,es1438a
2017-05-09,0201D,BARCELONA,BARCELONA,6,,0.1,,,,,14.0,3.3,6.4,13:50,es1438a
2017-05-10,0201D,BARCELONA,BARCELONA,6,,0.3,,,,,7.0,4.4,9.4,23:59,es1438a
2017-05-11,0201D,BARCELONA,BARCELONA,6,,8.7,,,,,24.0,5.0,10.8,13:40,es1438a
2017-05-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,25.0,5.3,14.7,15:40,es1438a
2017-05-13,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,4.2,13.1,14:50,es1438a
2017-05-14,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,1.7,5.0,07:30,es1438a
2017-05-15,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,21.0,1.4,5.3,16:00,es1438a
2017-05-16,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,11.0,1.9,6.7,12:40,es1438a
2017-05-17,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,13.0,1.9,5.0,12:00,es1438a
2017-05-18,0201D,BARCELONA,BARCELONA,6,,0.1,,,,,28.0,3.3,8.9,21:50,es1438a
2017-05-19,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,4.7,14.2,23:10,es1438a
2017-05-20,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,99.0,3.9,10.3,00:10,es1438a
2017-05-21,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,24.0,4.2,11.4,17:10,es1438a
2017-05-22,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,3.3,8.6,11:50,es1438a
2017-05-23,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,4.2,7.8,17:30,es1438a
2017-05-24,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.9,9.7,16:10,es1438a
2017-05-25,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.9,10.0,14:00,es1438a
2017-05-26,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,4.7,7.8,22:10,es1438a
2017-05-27,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,8.0,3.1,8.1,00:20,es1438a
2017-05-28,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,2.5,5.0,10:00,es1438a
2017-05-29,0201D,BARCELONA,BARCELONA,6,,2.0,,,,,8.0,1.7,5.0,23:20,es1438a
2017-05-30,0201D,BARCELONA,BARCELONA,6,,0.6,,,,,33.0,3.1,7.8,09:40,es1438a
2017-05-31,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,12.0,2.2,5.6,14:20,es1438a
2017-06-01,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,17.0,2.8,5.6,12:10,es1438a
2017-06-02,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,25.0,3.3,7.5,20:50,es1438a
2017-06-03,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,7.0,3.3,11.9,21:00,es1438a
2017-06-04,0201D,BARCELONA,BARCELONA,6,,2.1,,,,,7.0,3.6,10.8,23:50,es1438a
2017-06-05,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,22.0,3.6,12.2,17:40,es1438a
2017-06-06,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,10.0,4.2,11.7,15:20,es1438a
2017-06-07,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,19.0,4.4,7.2,17:10,es1438a
2017-06-08,0201D,BARCELONA,BARCELONA,6,,0.2,,,,,20.0,5.0,10.3,-2,es1438a
2017-06-09,0201D,BARCELONA,BARCELONA,6,,0.6,,,,,8.0,2.5,7.2,05:30,es1438a
2017-06-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.6,8.3,13:10,es1438a
2017-06-11,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.1,7.5,13:00,es1438a
2017-06-12,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,6.0,2.5,5.8,08:40,es1438a
2017-06-13,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,20.0,3.6,8.1,14:00,es1438a
2017-06-14,0201D,BARCELONA,BARCELONA,6,25.0,0.2,22.0,04:40,28.0,14:20,20.0,4.2,8.9,14:30,es1438a
2017-06-15,0201D,BARCELONA,BARCELONA,6,24.8,0.0,22.5,00:50,27.2,15:30,20.0,2.8,6.9,14:00,es1438a
2017-06-16,0201D,BARCELONA,BARCELONA,6,26.3,0.0,23.3,03:20,29.3,17:00,24.0,4.4,9.2,16:40,es1438a
2017-06-17,0201D,BARCELONA,BARCELONA,6,26.2,0.0,24.3,05:10,28.0,11:30,7.0,3.1,5.6,06:10,es1438a
2017-06-18,0201D,BARCELONA,BARCELONA,6,25.2,0.0,22.6,23:59,27.8,11:50,20.0,4.2,6.9,13:50,es1438a
2017-06-19,0201D,BARCELONA,BARCELONA,6,24.7,0.0,22.1,04:30,27.3,14:00,99.0,4.2,5.8,12:50,es1438a
2017-06-20,0201D,BARCELONA,BARCELONA,6,25.6,0.0,23.8,04:50,27.4,17:50,20.0,5.6,11.4,12:40,es1438a
2017-06-21,0201D,BARCELONA,BARCELONA,6,26.2,0.0,23.4,04:40,29.1,13:00,20.0,3.3,10.3,11:40,es1438a
2017-06-22,0201D,BARCELONA,BARCELONA,6,26.0,0.0,23.3,04:10,28.6,14:50,22.0,5.0,11.9,15:40,es1438a
2017-06-23,0201D,BARCELONA,BARCELONA,6,26.4,0.0,24.5,11:50,28.4,08:00,22.0,5.6,13.3,17:00,es1438a
2017-06-24,0201D,BARCELONA,BARCELONA,6,25.1,0.6,22.8,04:50,27.4,11:00,99.0,5.0,10.8,15:40,es1438a
2017-06-25,0201D,BARCELONA,BARCELONA,6,24.6,1.0,21.2,02:20,27.9,12:20,7.0,2.2,7.8,01:50,es1438a
2017-06-26,0201D,BARCELONA,BARCELONA,6,25.5,0.0,22.4,02:50,28.6,14:20,22.0,2.2,7.5,06:30,es1438a
2017-06-27,0201D,BARCELONA,BARCELONA,6,25.0,0.0,22.6,04:30,27.3,09:50,5.0,2.5,6.4,01:00,es1438a
2017-06-28,0201D,BARCELONA,BARCELONA,6,25.4,0.3,20.2,23:59,30.5,13:30,26.0,3.6,18.3,17:40,es1438a
2017-06-29,0201D,BARCELONA,BARCELONA,6,23.2,4.9,19.5,04:00,27.0,-2,21.0,4.2,14.7,13:50,es1438a
2017-06-30,0201D,BARCELONA,BARCELONA,6,22.0,0.0,16.6,04:40,27.3,16:00,19.0,5.3,12.5,13:00,es1438a
2017-07-01,0201D,BARCELONA,BARCELONA,6,20.8,0.0,17.9,06:00,23.6,14:50,28.0,4.2,7.8,06:40,es1438a
2017-07-02,0201D,BARCELONA,BARCELONA,6,21.2,0.0,18.2,04:50,24.2,16:20,32.0,4.7,8.6,06:40,es1438a
2017-07-03,0201D,BARCELONA,BARCELONA,6,22.8,0.0,19.6,04:40,26.0,17:00,20.0,4.2,9.7,-2,es1438a
2017-07-04,0201D,BARCELONA,BARCELONA,6,23.0,0.0,20.4,04:30,25.7,08:10,20.0,4.2,8.1,13:10,es1438a
2017-07-05,0201D,BARCELONA,BARCELONA,6,23.8,0.0,20.4,04:40,27.1,15:40,12.0,3.1,7.2,20:30,es1438a
2017-07-06,0201D,BARCELONA,BARCELONA,6,23.9,0.0,21.1,03:30,26.7,09:00,13.0,3.3,6.4,14:10,es1438a
2017-07-07,0201D,BARCELONA,BARCELONA,6,24.4,0.0,22.3,04:30,26.5,07:30,13.0,3.9,8.1,11:50,es1438a
2017-07-08,0201D,BARCELONA,BARCELONA,6,25.4,0.0,23.4,23:59,27.3,08:40,10.0,7.5,13.6,17:50,es1438a
2017-07-09,0201D,BARCELONA,BARCELONA,6,25.8,0.0,23.0,03:00,28.6,09:20,8.0,4.4,8.9,18:40,es1438a
2017-07-10,0201D,BARCELONA,BARCELONA,6,25.2,0.0,22.5,04:50,27.8,13:10,99.0,2.2,5.6,09:40,es1438a
2017-07-11,0201D,BARCELONA,BARCELONA,6,25.4,0.0,23.3,04:00,27.5,13:50,8.0,3.1,8.3,01:40,es1438a
2017-07-12,0201D,BARCELONA,BARCELONA,6,25.7,0.0,23.4,04:40,28.0,15:30,18.0,4.2,11.9,07:50,es1438a
2017-07-13,0201D,BARCELONA,BARCELONA,6,25.6,0.0,24.1,03:00,27.1,09:00,20.0,5.0,11.9,12:10,es1438a
2017-07-14,0201D,BARCELONA,BARCELONA,6,25.0,0.0,24.2,11:00,25.8,09:10,99.0,4.2,7.8,-2,es1438a
2017-07-15,0201D,BARCELONA,BARCELONA,6,25.6,0.0,23.2,04:00,28.1,13:30,19.0,3.6,8.3,16:40,es1438a
2017-07-16,0201D,BARCELONA,BARCELONA,6,26.1,0.0,24.3,04:30,27.9,14:40,14.0,3.6,7.8,11:00,es1438a
2017-07-17,0201D,BARCELONA,BARCELONA,6,26.0,0.0,23.5,04:50,28.4,15:40,11.0,3.9,6.4,-2,es1438a
2017-07-18,0201D,BARCELONA,BARCELONA,6,25.7,0.0,23.2,04:40,28.2,10:20,20.0,3.9,9.2,13:00,es1438a
2017-07-19,0201D,BARCELONA,BARCELONA,6,26.2,0.0,24.2,04:30,28.3,14:30,12.0,4.2,8.9,10:40,es1438a
2017-07-20,0201D,BARCELONA,BARCELONA,6,25.1,0.0,23.8,23:59,26.4,07:40,8.0,8.1,14.4,08:40,es1438a
2017-07-21,0201D,BARCELONA,BARCELONA,6,25.8,0.0,23.2,03:30,28.5,10:00,10.0,2.8,7.5,00:10,es1438a
2017-07-22,0201D,BARCELONA,BARCELONA,6,25.0,0.0,22.5,05:00,27.5,11:50,99.0,3.6,7.8,16:50,es1438a
2017-07-23,0201D,BARCELONA,BARCELONA,6,25.0,3.2,22.0,23:59,27.9,08:40,23.0,2.5,11.1,17:10,es1438a
2017-07-24,0201D,BARCELONA,BARCELONA,6,24.3,0.0,21.1,04:00,27.5,13:00,13.0,3.9,11.7,14:00,es1438a
2017-07-25,0201D,BARCELONA,BARCELONA,6,23.6,0.6,21.8,23:00,25.5,09:20,22.0,5.3,11.1,14:00,es1438a
2017-07-26,0201D,BARCELONA,BARCELONA,6,23.4,0.0,21.2,04:50,25.5,10:40,32.0,3.3,10.3,03:30,es1438a
2017-07-27,0201D,BARCELONA,BARCELONA,6,24.6,0.0,21.5,05:00,27.8,16:30,21.0,4.2,9.4,13:50,es1438a
2017-07-28,0201D,BARCELONA,BARCELONA,6,26.1,0.0,24.2,23:59,28.0,11:00,99.0,3.1,7.5,-2,es1438a
2017-07-29,0201D,BARCELONA,BARCELONA,6,25.8,0.0,22.8,04:50,28.8,14:10,13.0,2.5,5.8,12:40,es1438a
2017-07-30,0201D,BARCELONA,BARCELONA,6,26.4,0.0,23.7,05:00,29.1,11:50,9.0,3.1,7.8,15:20,es1438a
2017-07-31,0201D,BARCELONA,BARCELONA,6,25.6,0.0,24.2,04:00,27.1,12:20,9.0,6.1,11.4,08:20,es1438a
2017-08-01,0201D,BARCELONA,BARCELONA,6,26.0,0.5,24.6,04:00,27.5,12:50,8.0,6.4,10.3,03:20,es1438a
2017-08-02,0201D,BARCELONA,BARCELONA,6,27.9,0.0,24.5,05:00,31.3,17:20,10.0,2.5,7.2,10:50,es1438a
2017-08-03,0201D,BARCELONA,BARCELONA,6,29.0,0.0,24.8,11:40,33.3,08:30,12.0,3.6,10.0,08:50,es1438a
2017-08-04,0201D,BARCELONA,BARCELONA,6,28.0,0.0,25.3,01:00,30.8,11:40,20.0,3.1,6.9,13:10,es1438a
2017-08-05,0201D,BARCELONA,BARCELONA,6,28.6,0.1,26.0,04:50,31.3,14:50,21.0,4.7,10.8,13:50,es1438a
2017-08-06,0201D,BARCELONA,BARCELONA,6,27.1,0.0,25.3,20:50,28.9,09:20,20.0,3.6,7.5,15:20,es1438a
2017-08-07,0201D,BARCELONA,BARCELONA,6,26.3,0.0,24.9,04:00,27.7,15:10,21.0,4.4,10.8,13:30,es1438a
2017-08-08,0201D,BARCELONA,BARCELONA,6,24.8,2.8,22.5,23:59,27.0,04:30,8.0,5.3,17.5,08:30,es1438a
2017-08-09,0201D,BARCELONA,BARCELONA,6,,1.7,,,,,9.0,4.7,10.8,16:30,es1438a
2017-08-10,0201D,BARCELONA,BARCELONA,6,22.0,0.0,18.6,06:00,25.3,12:00,20.0,4.7,12.5,16:10,es1438a
2017-08-11,0201D,BARCELONA,BARCELONA,6,21.8,0.0,19.0,06:40,24.5,09:50,12.0,6.1,12.2,19:30,es1438a
2017-08-12,0201D,BARCELONA,BARCELONA,6,22.8,0.0,20.5,06:00,25.1,09:40,12.0,3.9,9.2,10:20,es1438a
2017-08-13,0201D,BARCELONA,BARCELONA,6,23.4,0.0,20.2,05:00,26.7,12:30,20.0,3.9,8.6,16:10,es1438a
2017-08-14,0201D,BARCELONA,BARCELONA,6,24.6,0.0,22.2,05:00,27.0,09:00,20.0,4.4,9.7,11:30,es1438a
2017-08-15,0201D,BARCELONA,BARCELONA,6,24.8,0.0,21.7,05:30,27.8,13:20,10.0,3.1,7.5,11:10,es1438a
