fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,5.6,0.0,-1.8,08:00,13.0,14:00,6.0,1.1,4.4,16:40,7.2,1029.3,0.0,1025.5,24.0,es1270a
2017-01-01,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,6.2,0.0,-1.0,08:00,13.3,14:50,28.0,1.4,5.0,15:20,7.1,1025.5,0.0,1012.7,23.0,es1270a
2017-01-02,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,8.4,0.0,1.2,01:00,15.7,13:30,2.0,1.1,5.8,13:40,5.2,1018.0,24.0,1012.5,2.0,es1270a
2017-01-03,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,7.5,0.0,2.6,23:59,12.4,14:00,9.0,2.2,8.3,11:00,4.3,1024.1,24.0,1017.5,2.0,es1270a
2017-01-04,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,7.7,0.0,2.7,00:10,12.7,15:00,25.0,0.8,2.8,04:50,0.6,1024.9,-2.0,1023.4,2.0,es1270a
2017-01-05,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,10.4,0.0,6.7,23:59,14.0,12:30,10.0,1.9,7.8,15:20,6.0,1026.7,-2.0,1024.4,2.0,es1270a
2017-01-06,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,5.5,0.0,-0.1,23:59,11.1,13:40,11.0,1.9,9.7,14:00,7.3,1029.0,23.0,1026.3,0.0,es1270a
2017-01-07,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,4.4,0.0,-3.2,08:00,11.9,14:50,8.0,1.9,8.9,13:20,7.3,1030.0,10.0,1028.1,14.0,es1270a
2017-01-08,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,5.2,0.0,-2.8,08:00,13.3,14:00,10.0,1.9,8.6,13:30,7.3,1030.1,10.0,1027.9,14.0,es1270a
2017-01-09,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,7.0,1.4,-1.2,07:40,15.2,15:20,16.0,1.1,5.6,22:50,7.2,1028.5,0.0,1022.0,24.0,es1270a
