Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,10.7000000000,µg/m3,2013-11-20 00:00:00 +01:00,2013-11-21 00:00:00 +01:00,1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,9.8000000000,µg/m3,2013-11-18 00:00:00 +01:00,2013-11-19 00:00:00 +01:00,1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,,µg/m3,2013-11-19 00:00:00 +01:00,2013-11-20 00:00:00 +01:00,-1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,20.7000000000,µg/m3,2013-11-25 00:00:00 +01:00,2013-11-26 00:00:00 +01:00,1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,,µg/m3,2013-11-24 00:00:00 +01:00,2013-11-25 00:00:00 +01:00,-1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,24.3000000000,µg/m3,2013-11-29 00:00:00 +01:00,2013-11-30 00:00:00 +01:00,1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,,µg/m3,2013-12-01 00:00:00 +01:00,2013-12-02 00:00:00 +01:00,-1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,30.7000000000,µg/m3,2013-12-03 00:00:00 +01:00,2013-12-04 00:00:00 +01:00,1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,,µg/m3,2013-12-06 00:00:00 +01:00,2013-12-07 00:00:00 +01:00,-1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,,µg/m3,2013-12-15 00:00:00 +01:00,2013-12-16 00:00:00 +01:00,-1,1
ES,ES.BDCA.AQD,NET_ES209A,STA_ES1018A,ES1018A,SP_08279011_10_M,SPP_08279011_10_M.1,SAM_08279011_10_M,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,day,30.0000000000,µg/m3,2013-12-16 00:00:00 +01:00,2013-12-17 00:00:00 +01:00,1,1
