"usaf","wban","station","ctry","st","call","latitude","longitude","elev(m)","begin","end","code","longr","latr","dist","siteAQ"
"083830","99999","HUELVA","SP",NA,NA,37.283,-6.917,20,1973-01-01,2021-02-08,"083830-99999",-0.120724424360448,0.650711105021046,3.66593912604859,"es1340a"
"083905","99999","SEVILLA HELIPORT","SP",NA,"LEEC",37.317,-6,5,2007-06-29,2021-02-05,"083905-99999",-0.10471975511966,0.651304516966724,83.0336164690423,"es1340a"
"084490","13025","ROTA NAVAL AIR STATION","SP",NA,"LERT",36.65,-6.35,25.6,1973-01-01,2021-02-08,"084490-13025",-0.11082840750164,0.639663170855922,84.880167419175,"es1340a"
"080140","99999","GIJON-MUSEL","SP",NA,NA,43.567,-5.7,6,1973-01-01,2021-02-05,"080140-99999",-0.0994837673636768,0.76038759521637,5.42309278663489,"es1358a"
"080150","99999","OVIEDO","SP",NA,NA,43.35,-5.867,339,1973-03-13,2021-02-08,"080150-99999",-0.102398467214507,0.756600230739542,27.4612681183075,"es1358a"
"080110","99999","ASTURIAS","SP",NA,"LEAS",43.564,-6.035,126.8,1973-01-01,2021-02-08,"080110-99999",-0.105330620357858,0.76033523533881,31.476501127974,"es1358a"
"084870","99999","ALMERIA","SP",NA,"LEAM",36.844,-2.37,21.3,1931-01-02,2021-02-08,"084870-99999",-0.0413643032722656,0.643049109604791,6.83358405883629,"es1393a"
"080144","99999","ARMILLA","SP",NA,"LEGA",37.133,-3.636,700.1,2004-05-25,2021-02-07,"080144-99999",-0.0634601716025138,0.648093111143054,110.496728733166,"es1393a"
"084190","99999","GRANADA","SP",NA,"LEGR",37.189,-3.777,566.9,1973-01-01,2021-02-08,"084190-99999",-0.0659210858478258,0.649070495524171,124.275390516425,"es1393a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,3.34497579723684,"es1426a"
"082200","99999","MADRID/C. UNIVERSITARIA","SP",NA,NA,40.45,-3.717,669,1979-12-01,2021-02-08,"082200-99999",-0.0648738882966292,0.705985682431706,7.65552906932604,"es1426a"
"082210","99999","BARAJAS","SP",NA,"LEMD",40.494,-3.567,609.6,1931-01-02,2021-02-08,"082210-99999",-0.0622558944186377,0.706753627302584,11.6274976703486,"es1426a"
"081800","99999","BARCELONA CITY","SP",NA,NA,41.417,2.133,176,1973-01-01,2021-02-08,"081800-99999",0.037227872945039,0.722863016298491,3.92517338628133,"es1438a"
"081810","99999","BARCELONA","SP",NA,"LEBL",41.297,2.078,3.7,1973-01-01,2021-02-08,"081810-99999",0.0362679418564422,0.720768621196098,11.6861277244228,"es1438a"
"081763","99999","SABADELL","SP",NA,"LELL",41.517,2.1,250,2000-08-30,2021-02-08,"081763-99999",0.0366519142918809,0.724608345550486,15.3113661341784,"es1438a"
"084520","99999","CADIZ OBS","SP",NA,NA,36.5,-6.25,9,1973-01-01,2021-02-08,"084520-99999",-0.109083078249646,0.63704517697793,1.78970978874477,"es1479a"
"084530","99999","SAN FERNANDO","SP",NA,NA,36.467,-6.2,30,1931-01-03,2021-02-08,"084530-99999",-0.108210413623648,0.636469218324772,7.51029680964662,"es1479a"
"084490","13025","ROTA NAVAL AIR STATION","SP",NA,"LERT",36.65,-6.35,25.6,1973-01-01,2021-02-08,"084490-13025",-0.11082840750164,0.639663170855922,17.5836961334669,"es1479a"
"081800","99999","BARCELONA CITY","SP",NA,NA,41.417,2.133,176,1973-01-01,2021-02-08,"081800-99999",0.037227872945039,0.722863016298491,2.64791099141519,"es1480a"
"081810","99999","BARCELONA","SP",NA,"LEBL",41.297,2.078,3.7,1973-01-01,2021-02-08,"081810-99999",0.0362679418564422,0.720768621196098,12.9456888999302,"es1480a"
"081763","99999","SABADELL","SP",NA,"LELL",41.517,2.1,250,2000-08-30,2021-02-08,"081763-99999",0.0366519142918809,0.724608345550486,13.8817343696629,"es1480a"
"080800","99999","VITORIA","SP",NA,"LEVT",42.883,-2.724,512.7,1973-01-01,2021-02-08,"080800-99999",-0.0475427688243255,0.748449543132728,5.47275919638933,"es1492a"
"080910","99999","JACA","SP",NA,NA,42.567,-3.133,828,1983-06-13,2021-02-08,"080910-99999",-0.0546811654649823,0.742934302696426,49.7782527401964,"es1492a"
"080840","99999","LOGRONO/AGONCILLO","SP",NA,"LELO",42.45,-2.333,363,1973-01-01,2021-02-08,"080840-99999",-0.0407185314490277,0.740892267471593,52.8053142814268,"es1492a"
"080270","99999","SAN SEBASTIAN/IGUELDO","SP",NA,NA,43.3,-2.033,259,1973-01-01,2021-02-08,"080270-99999",-0.0354825436930447,0.755727566113545,6.3406938157437,"es1494a"
"080290","99999","SAN SEBASTIAN","SP",NA,"LESO",43.357,-1.791,4.6,1973-01-01,2021-02-08,"080290-99999",-0.0312588469032184,0.756722403787181,14.2651319809289,"es1494a"
"076000","99999","SOCOA","FR",NA,NA,43.4,-1.683,25,1984-06-16,2021-02-08,"076000-99999",-0.0293738913110646,0.757472895365539,24.067317735007,"es1494a"
"080800","99999","VITORIA","SP",NA,"LEVT",42.883,-2.724,512.7,1973-01-01,2021-02-08,"080800-99999",-0.0475427688243255,0.748449543132728,4.7206883818778,"es1502a"
"080910","99999","JACA","SP",NA,NA,42.567,-3.133,828,1983-06-13,2021-02-08,"080910-99999",-0.0546811654649823,0.742934302696426,48.8853114791864,"es1502a"
"080250","99999","BILBAO","SP",NA,"LEBB",43.301,-2.911,42.1,1973-01-01,2021-02-08,"080250-99999",-0.0508065345255549,0.755745019406065,53.0238789960061,"es1502a"
"082200","99999","MADRID/C. UNIVERSITARIA","SP",NA,NA,40.45,-3.717,669,1979-12-01,2021-02-08,"082200-99999",-0.0648738882966292,0.705985682431706,3.18608298548,"es1521a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,7.23066839321225,"es1521a"
"082210","99999","BARAJAS","SP",NA,"LEMD",40.494,-3.567,609.6,1931-01-02,2021-02-08,"082210-99999",-0.0622558944186377,0.706753627302584,12.3347063140363,"es1521a"
"082200","99999","MADRID/C. UNIVERSITARIA","SP",NA,NA,40.45,-3.717,669,1979-12-01,2021-02-08,"082200-99999",-0.0648738882966292,0.705985682431706,1.04016862596507,"es1525a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,3.71562349202969,"es1525a"
"082230","99999","CUATRO VIENTOS","SP",NA,"LEVS",40.371,-3.785,691,1973-07-19,2021-02-08,"082230-99999",-0.0660607121879854,0.704606872322631,10.6074262383073,"es1525a"
"080144","99999","ARMILLA","SP",NA,"LEGA",37.133,-3.636,700.1,2004-05-25,2021-02-07,"080144-99999",-0.0634601716025138,0.648093111143054,7.31486853336298,"es1560a"
"084190","99999","GRANADA","SP",NA,"LEGR",37.189,-3.777,566.9,1973-01-01,2021-02-08,"084190-99999",-0.0659210858478258,0.649070495524171,14.5784351539425,"es1560a"
"084170","99999","JAEN","SP",NA,NA,37.783,-3.817,580,1973-02-01,2021-02-08,"084170-99999",-0.0666192175486236,0.659437751281018,67.7047647329024,"es1560a"
"082270","99999","TORREJON","SP",NA,"LETO",40.497,-3.446,617.5,1957-10-01,2021-02-08,"082270-99999",-0.0601440460237246,0.706805987180144,6.08118610888605,"es1563a"
"082210","99999","BARAJAS","SP",NA,"LEMD",40.494,-3.567,609.6,1931-01-02,2021-02-08,"082210-99999",-0.0622558944186377,0.706753627302584,16.071079929175,"es1563a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,26.7271751727634,"es1563a"
"082210","99999","BARAJAS","SP",NA,"LEMD",40.494,-3.567,609.6,1931-01-02,2021-02-08,"082210-99999",-0.0622558944186377,0.706753627302584,8.38569957966097,"es1564a"
"082200","99999","MADRID/C. UNIVERSITARIA","SP",NA,NA,40.45,-3.717,669,1979-12-01,2021-02-08,"082200-99999",-0.0648738882966292,0.705985682431706,11.7362959279078,"es1564a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,14.0826768546603,"es1564a"
"082230","99999","CUATRO VIENTOS","SP",NA,"LEVS",40.371,-3.785,691,1973-07-19,2021-02-08,"082230-99999",-0.0660607121879854,0.704606872322631,4.33502688771549,"es1567a"
"082240","99999","GETAFE","SP",NA,"LEGT",40.294,-3.724,618.4,1973-01-01,2021-02-07,"082240-99999",-0.0649960613442688,0.703262968798595,5.70172192220295,"es1567a"
"082220","99999","MADRID RETIRO","SP",NA,NA,40.417,-3.683,667,1999-04-12,2021-02-08,"082220-99999",-0.0642804763509512,0.705409723778548,10.5148291386553,"es1567a"
"600300","99999","GRAN CANARIA","SP",NA,"GCLP",27.932,-15.387,23.8,1950-03-16,2021-02-08,"600300-99999",-0.268553812004368,0.487505366667056,22.8780023894573,"es1573a"
"600200","99999","STA. CRUZ DE TENERIFE","SP",NA,NA,28.45,-16.25,36,1931-01-03,2021-02-08,"600200-99999",-0.283616003449079,0.496546172192387,87.3987039744161,"es1573a"
"600180","99999","TENERIFE-GUIMAR","SP",NA,NA,28.317,-16.383,111,2008-10-07,2021-02-08,"600180-99999",-0.285937291354231,0.494224884287234,95.2959721846085,"es1573a"
"080230","99999","SANTANDER","SP",NA,NA,43.483,-3.8,59,1973-01-01,2021-02-08,"080230-99999",-0.0663225115757845,0.758921518644694,2.5901401585729,"es1580a"
"080210","99999","SANTANDER","SP",NA,"LEXJ",43.427,-3.82,4.9,1973-01-01,2021-02-08,"080210-99999",-0.0666715774261834,0.757944134263578,3.84332775466891,"es1580a"
"080250","99999","BILBAO","SP",NA,"LEBB",43.301,-2.911,42.1,1973-01-01,2021-02-08,"080250-99999",-0.0508065345255549,0.755745019406065,74.6799379734395,"es1580a"
"083010","99999","PALMA DE MALLORCA CMT","SP",NA,NA,39.55,2.633,6,1980-04-18,2021-02-08,"083010-99999",0.0459545192050107,0.690277719163757,2.96913413712222,"es1610a"
"083060","99999","PALMA DE MALLORCA","SP",NA,"LEPA",39.55,2.733,8,1973-01-01,2021-02-08,"083060-99999",0.047699848457005,0.690277719163757,6.98215355633658,"es1610a"
"083030","99999","ALFABIA MTN RANGE","SP",NA,NA,39.733,2.717,1015,1973-01-01,2021-02-08,"083030-99999",0.0474205957766859,0.693471671694907,18.857645976006,"es1610a"
"082010","99999","SALAMANCA","SP",NA,NA,40.95,-5.65,787,1975-11-05,2021-02-08,"082010-99999",-0.0986111027376796,0.714712328691678,3.48766614650577,"es1618a"
"082020","99999","SALAMANCA","SP",NA,"LESA",40.952,-5.502,791,1973-01-01,2021-02-08,"082020-99999",-0.096028015444728,0.714747235276718,14.0382640074482,"es1618a"
"081300","99999","ZAMORA","SP",NA,NA,41.517,-5.733,667,1973-01-01,2021-02-05,"081300-99999",-0.100059726016835,0.724608345550486,60.0717412854206,"es1618a"
"082850","99999","VALENCIA VIVEROS","SP",NA,NA,39.483,-0.383,11,1973-01-01,2021-02-08,"082850-99999",-0.00668461103513828,0.689108348564921,4.18944410998739,"es1625a"
"082840","99999","VALENCIA","SP",NA,"LEVC",39.489,-0.482,68.6,1973-01-01,2021-02-08,"082840-99999",-0.00841248699461267,0.689213068320041,5.96089096841238,"es1625a"
"080143","99999","VALENCIA","SP",NA,"LEBT",39.583,-0.45,50,2004-05-10,2021-02-08,"080143-99999",-0.00785398163397448,0.690853677816915,8.63304526397962,"es1625a"
"081410","99999","VALLADOLID","SP",NA,NA,41.633,-4.75,735,1973-01-01,2021-02-08,"081410-99999",-0.0829031394697306,0.726632927482799,2.15295833302528,"es1631a"
"081400","99999","VALLADOLID","SP",NA,"LEVD",41.706,-4.852,845.8,1973-01-01,2021-02-08,"081400-99999",-0.0846833753067649,0.727907017836755,12.1398034837076,"es1631a"
"081410","99999","VALLADOLID","SP",NA,NA,41.633,-4.75,735,1973-01-01,2021-02-08,"081410-99999",-0.0829031394697306,0.726632927482799,1.41122334887268,"es1632a"
"081400","99999","VALLADOLID","SP",NA,"LEVD",41.706,-4.852,845.8,1973-01-01,2021-02-08,"081400-99999",-0.0846833753067649,0.727907017836755,12.916327929675,"es1632a"
