"code","date","ws","wd","atmos_pres"
"082230-99999",2013-01-01,0.857142857142857,225.29493503766,1022.43333333333
"082230-99999",2013-01-02,0.932142857142857,355.500178194456,1027.8
"082230-99999",2013-01-03,0.860714285714286,75.4924627296128,1036.73333333333
"082230-99999",2013-01-04,0.107142857142857,NA,1039.43333333333
"082230-99999",2013-01-05,0.45,261.600388160266,1035.13333333333
"082230-99999",2013-01-06,0.489285714285714,178.499701255112,1031.56666666667
"082230-99999",2013-01-07,0.410714285714286,278.812717513803,1031
"082230-99999",2013-01-08,0.842857142857143,123.38736659205,1032.3
"082230-99999",2013-01-09,0.428571428571429,36.5936503916326,1029.43333333333
"082230-99999",2013-01-10,1.65119047619048,236.175651049352,1025.4
"082230-99999",2013-01-11,1.12380952380952,247.353175922354,1024.9
"082230-99999",2013-01-12,6.48571428571429,233.703996606622,1018.7
"082230-99999",2013-01-13,6.83846153846154,274.199181605308,1016.53333333333
"082230-99999",2013-01-14,5.82142857142857,285.778690489656,1022.6
"082230-99999",2013-01-15,7.34285714285714,274.303098776792,1020.86666666667
"082230-99999",2013-01-16,7.95119047619048,238.828441683698,1014.93333333333
"082230-99999",2013-01-17,5.75333333333333,279.607357201199,1015.26666666667
"082230-99999",2013-01-18,9.08214285714286,233.175508589302,1007.53333333333
"082230-99999",2013-01-19,6.90059523809524,219.385589781765,983.433333333333
"082230-99999",2013-01-20,6.74642857142857,246.288467491068,1005
"082230-99999",2013-01-21,5.59375,282.188448889761,1011.3
"082230-99999",2013-01-22,5.31277777777778,246.395556010197,1009.76666666667
"082230-99999",2013-01-23,7.296875,276.257641324926,1016.56666666667
"082230-99999",2013-01-24,7.22857142857143,299.450404925078,1013.03333333333
"082230-99999",2013-01-25,2.2,235.110298098742,1017.6
"082230-99999",2013-01-26,4.16785714285714,288.988433928861,1018.93333333333
"082230-99999",2013-01-27,5.1948717948718,228.959966266897,1019.06666666667
"082230-99999",2013-01-28,2.77333333333333,250.301872417967,1028.66666666667
"082230-99999",2013-01-29,0.216666666666667,167.515743491811,1031.23333333333
"082230-99999",2013-01-30,0.486666666666667,210.157831798128,1031.53333333333
"082230-99999",2013-01-31,0.466666666666667,217.783895661317,1032.76666666667
"082230-99999",2013-02-01,3.95,231.626890446333,1023.8
"082230-99999",2013-02-02,6.09285714285714,318.007856130922,1020.43333333333
"082230-99999",2013-02-03,2.38214285714286,8.81327581986809,1028.86666666667
"082230-99999",2013-02-04,0.66875,180.047721516255,1031.06666666667
"082230-99999",2013-02-05,2.225,271.756715990803,1025.6
"082230-99999",2013-02-06,7.01458333333333,301.816192528036,1020.16666666667
"082230-99999",2013-02-07,5.09375,284.133581316308,1025.96666666667
"082230-99999",2013-02-08,4.88571428571429,307.206641077684,1018.55
"082230-99999",2013-02-09,1.74642857142857,291.599517327303,1025.4
"082230-99999",2013-02-10,6.85714285714286,229.551233092152,1017.06666666667
"082230-99999",2013-02-11,7.29,280.349757338279,1012.13333333333
"082230-99999",2013-02-12,6,303.146446193773,1017.06666666667
"082230-99999",2013-02-13,4.58928571428571,296.644464323816,1021.03333333333
"082230-99999",2013-02-14,0.482142857142857,153.963860524142,1023.63333333333
"082230-99999",2013-02-15,0.596428571428571,41.415663659398,1021.96666666667
"082230-99999",2013-02-16,0.853571428571429,207.444241796651,1018.3
"082230-99999",2013-02-17,1.71785714285714,227.176568207875,1015.03333333333
"082230-99999",2013-02-18,0.964285714285714,173.965317725369,1012.2
"082230-99999",2013-02-19,4.45714285714286,115.872531879832,1010.76666666667
"082230-99999",2013-02-20,2.1,234.229007525374,1013.23333333333
"082230-99999",2013-02-21,5.25,238.783274549599,1012.06666666667
"082230-99999",2013-02-22,5.85714285714286,242.271642751579,1004.53333333333
"082230-99999",2013-02-23,2.99285714285714,1.79865921902261,1010.9
"082230-99999",2013-02-24,4.62142857142857,300.089348115409,1019.36666666667
"082230-99999",2013-02-25,1.39285714285714,332.627590323015,1022.53333333333
"082230-99999",2013-02-26,1.525,291.303176176818,1021.5
"082230-99999",2013-02-27,3.84404761904762,86.8787936739987,1018.1
"082230-99999",2013-02-28,4.58571428571429,26.1659073058455,1012.56666666667
"082230-99999",2013-03-01,1.92142857142857,344.871485432243,1014.53333333333
"082230-99999",2013-03-02,0.882142857142857,110.809116056367,1017.6
"082230-99999",2013-03-03,2.825,109.442656752884,1013.53333333333
"082230-99999",2013-03-04,6.26428571428571,107.769009642006,1002.76666666667
"082230-99999",2013-03-05,2.63095238095238,134.548685698035,996.4
"082230-99999",2013-03-06,4.73666666666667,237.994530365147,997.233333333333
"082230-99999",2013-03-07,6.13166666666667,209.389869679619,1002.33333333333
"082230-99999",2013-03-08,3.5,227.480805268047,1008.03333333333
"082230-99999",2013-03-09,5.23333333333333,235.874883616461,1007.16666666667
"082230-99999",2013-03-10,7.11071428571429,238.859494930941,1006.7
"082230-99999",2013-03-11,8.3875,240.169675052485,1007.36666666667
"082230-99999",2013-03-12,5.30666666666667,234.272398442199,1003.36666666667
"082230-99999",2013-03-13,6.25444444444444,313.802885106206,1008.3
"082230-99999",2013-03-14,5.37666666666667,293.783409330266,1018.3
"082230-99999",2013-03-15,1.39642857142857,196.763546627653,1017.9
"082230-99999",2013-03-16,2.75714285714286,202.24702706139,1012.26666666667
"082230-99999",2013-03-17,2.15238095238095,233.551308077929,1001.06666666667
"082230-99999",2013-03-18,4.91785714285714,253.71202024051,1007.63333333333
"082230-99999",2013-03-19,1.69047619047619,147.371260394993,1003.83333333333
"082230-99999",2013-03-20,3.86785714285714,263.190967367295,1012.56666666667
"082230-99999",2013-03-21,1.075,158.167642134771,1016.26666666667
"082230-99999",2013-03-22,3.48511904761905,217.473313964771,1008.36666666667
"082230-99999",2013-03-23,2.75357142857143,172.130103910949,1003.86666666667
"082230-99999",2013-03-24,6.70595238095238,243.709822390532,1004.6
"082230-99999",2013-03-25,8.38846153846154,235.564464090161,1010.53333333333
"082230-99999",2013-03-26,6.95,240.190618695372,1005.5
"082230-99999",2013-03-27,6.20714285714286,236.502890998196,1002.63333333333
"082230-99999",2013-03-28,7.33214285714286,241.153597311092,1008.33333333333
"082230-99999",2013-03-29,6.72380952380952,225.591810300266,1010.5
"082230-99999",2013-03-30,6.73928571428571,259.614044179825,1012.83333333333
