"date","Municipio","diff"
2020-02-13,"Salamanca",-48.0559818176494
2020-02-13,"San Sebastián",-36.5914116882613
2020-02-13,"Santander",0.00500106905615026
2020-02-13,"Sevilla",-25.6789239946764
2020-02-13,"Tarrasa",17.9931497984282
2020-02-13,"Valencia",4.96751945701889
2020-02-13,"Vigo",16.434276219029
2020-02-13,"Vitoria",-16.380042230121
2020-02-13,"Zaragoza",-24.6338211100919
2020-02-14,"Alcalá de Henares",-22.1889942404491
2020-02-14,"Alcobendas",-26.7431903263053
2020-02-14,"Alicante",7.85737814179465
2020-02-14,"Almería",-11.512068305276
2020-02-14,"Barcelona",-40.2879851074234
2020-02-14,"Bilbao",-22.2874237109733
2020-02-14,"Burgos",-33.1672965939522
2020-02-14,"Castellón de la Plana",-27.6711783495781
2020-02-14,"Elche",-19.1657027669704
2020-02-14,"Girona",-28.2627373184068
2020-02-14,"Granada",40.8519293835973
2020-02-14,"Huelva",-46.4859903614391
2020-02-14,"Leganés",-9.79381138776943
2020-02-14,"León",-19.0935154063
2020-02-14,"Lleida",11.4575120667382
2020-02-14,"Madrid",-7.60178213129227
2020-02-14,"Málaga",-5.189613934118
2020-02-14,"Ourense",-23.4215174677676
2020-02-14,"Oviedo",4.42690144582795
2020-02-14,"Palma",-7.71644051562474
2020-02-14,"Pamplona",-10.947916221083
2020-02-14,"Sabadell",-14.3662066498558
2020-02-14,"Salamanca",-12.970775640034
2020-02-14,"San Sebastián",-27.3006458332041
2020-02-14,"Santander",-11.1438353562055
2020-02-14,"Sevilla",-26.0180718096793
2020-02-14,"Tarrasa",-18.0327015922847
2020-02-14,"Valencia",-13.3876287972274
2020-02-14,"Vigo",20.563303827902
2020-02-14,"Vitoria",-27.3429035352369
2020-02-14,"Zaragoza",-7.45795159167324
2020-02-15,"Alcalá de Henares",-34.5105523695388
2020-02-15,"Alcobendas",-38.316935257913
2020-02-15,"Alicante",-4.26222847116523
2020-02-15,"Almería",-7.7379631194913
2020-02-15,"Barcelona",-52.7658376211053
2020-02-15,"Bilbao",-56.2998599199651
2020-02-15,"Burgos",-40.3261437907254
2020-02-15,"Castellón de la Plana",-48.4269761666938
2020-02-15,"Elche",-33.3381263422114
2020-02-15,"Girona",-41.9828813536545
2020-02-15,"Granada",32.8954267145483
2020-02-15,"Huelva",-46.319300704031
2020-02-15,"Leganés",-21.877341152894
2020-02-15,"León",-9.65495931745308
2020-02-15,"Lleida",-7.63356416890056
2020-02-15,"Madrid",-34.5298294765222
2020-02-15,"Málaga",-27.8830234463262
2020-02-15,"Ourense",-31.3138629202773
2020-02-15,"Oviedo",-26.9994218997153
2020-02-15,"Palma",-12.0603306215053
2020-02-15,"Pamplona",-26.3878283206424
2020-02-15,"Sabadell",-35.6652110881976
2020-02-15,"Salamanca",-32.1458877326058
2020-02-15,"San Sebastián",-50.6727270918081
2020-02-15,"Santander",-29.2952066706286
2020-02-15,"Sevilla",-19.81921471553
2020-02-15,"Tarrasa",-37.4417401408259
2020-02-15,"Valencia",-36.125590675914
2020-02-15,"Valladolid",-51.9547773134355
2020-02-15,"Vigo",-13.1586585808237
2020-02-15,"Vitoria",-40.2860533930613
2020-02-15,"Zaragoza",-36.0374522400584
2020-02-16,"Alcalá de Henares",-51.5642397405788
2020-02-16,"Alcobendas",-42.285976150659
2020-02-16,"Alicante",-14.94767902053
2020-02-16,"Almería",-44.6804799919898
2020-02-16,"Barcelona",-59.2626188780071
2020-02-16,"Bilbao",-75.6379205292898
2020-02-16,"Burgos",12.5748122140791
2020-02-16,"Castellón de la Plana",-58.3076359998995
2020-02-16,"Elche",-58.0055877876924
2020-02-16,"Girona",-40.247574926228
2020-02-16,"Granada",17.5226939685653
2020-02-16,"Huelva",-49.6105943728742
2020-02-16,"Leganés",-27.6173800434458
2020-02-16,"León",-29.8849663875202
2020-02-16,"Lleida",-16.5108582422385
2020-02-16,"Madrid",-40.7161219315315
2020-02-16,"Málaga",-34.3934615379244
2020-02-16,"Ourense",-17.6382357007946
2020-02-16,"Oviedo",-16.3201485245243
2020-02-16,"Palma",-36.3493579383347
2020-02-16,"Pamplona",3.21584384762295
2020-02-16,"Sabadell",-62.4289007874677
2020-02-16,"Salamanca",-57.3484772103937
2020-02-16,"San Sebastián",-27.4101917669512
2020-02-16,"Santander",-30.9195004691847
2020-02-16,"Sevilla",-28.5461727751462
2020-02-16,"Tarrasa",-50.7442928402844
2020-02-16,"Valencia",-43.9436490361679
2020-02-16,"Valladolid",-54.9825614681476
2020-02-16,"Vigo",6.65179532192127
2020-02-16,"Vitoria",-54.0909533328369
2020-02-16,"Zaragoza",-45.6314944844815
2020-02-17,"Alcalá de Henares",-34.831588728656
2020-02-17,"Alcobendas",-47.3431047673809
2020-02-17,"Alicante",44.1550088173625
2020-02-17,"Almería",-6.53906780316943
2020-02-17,"Barcelona",-26.8828009497394
2020-02-17,"Bilbao",-54.0809625407238
2020-02-17,"Castellón de la Plana",-35.7605425641874
2020-02-17,"Elche",-32.9600502541727
2020-02-17,"Gijón",-11.9801039169437
2020-02-17,"Girona",-35.8329268483752
2020-02-17,"Granada",26.2086142847624
2020-02-17,"Huelva",-51.487725546867
2020-02-17,"Leganés",-25.7732352398711
2020-02-17,"Lleida",-26.1190134685197
2020-02-17,"Madrid",-40.1621344733951
2020-02-17,"Málaga",-4.28028972045086
2020-02-17,"Ourense",-2.34285322093399
2020-02-17,"Oviedo",7.07078746945994
2020-02-17,"Palma",8.53410130583933
2020-02-17,"Pamplona",7.05556954621765
2020-02-17,"Sabadell",-14.9987560192806
2020-02-17,"San Sebastián",-49.8374081300193
2020-02-17,"Santander",-30.109645354335
2020-02-17,"Sevilla",-28.695339665061
2020-02-17,"Tarrasa",16.9447592406403
2020-02-17,"Valencia",-24.0649508172286
2020-02-17,"Valladolid",-25.4968476810399
2020-02-17,"Vigo",-29.5839186019814
2020-02-17,"Vitoria",-26.2811407112273
2020-02-17,"Zaragoza",-8.22715600055013
2020-02-18,"Alcalá de Henares",-21.0738639923865
2020-02-18,"Alcobendas",-53.7843606029853
2020-02-18,"Alicante",99.6733749273742
2020-02-18,"Almería",40.3553589147288
2020-02-18,"Barcelona",-36.9105712410983
2020-02-18,"Bilbao",-20.7271415871008
2020-02-18,"Castellón de la Plana",-15.4811100217359
2020-02-18,"Elche",-11.8976641018943
2020-02-18,"Gijón",5.64250446136916
2020-02-18,"Girona",-37.0005791011651
2020-02-18,"Granada",28.4926839082051
2020-02-18,"Huelva",-69.6440960776713
2020-02-18,"Leganés",9.25809707473425
2020-02-18,"Lleida",-8.54728180181041
2020-02-18,"Madrid",-25.1994587327271
2020-02-18,"Málaga",-3.24457339339812
2020-02-18,"Ourense",5.27582354118313
2020-02-18,"Oviedo",-15.2237006829253
2020-02-18,"Palma",-13.9001263755666
2020-02-18,"Pamplona",-3.20655712135314
2020-02-18,"Sabadell",-15.8568663406887
2020-02-18,"San Sebastián",-23.4724030830918
2020-02-18,"Santander",-13.9002033659207
2020-02-18,"Sevilla",-17.3965498442262
2020-02-18,"Tarrasa",-13.0388333246799
2020-02-18,"Valencia",-17.3761789466356
2020-02-18,"Valladolid",-13.9726670910476
2020-02-18,"Vigo",1.7055702785713
2020-02-18,"Vitoria",-33.6907785463103
2020-02-18,"Zaragoza",3.75724730003874
2020-02-19,"Alcalá de Henares",-8.87347116410303
2020-02-19,"Alcobendas",-32.3386035417142
2020-02-19,"Alicante",40.6322028503005
2020-02-19,"Almería",-12.2753093626194
2020-02-19,"Barcelona",-33.547739745659
2020-02-19,"Bilbao",-5.89151271960664
2020-02-19,"Castellón de la Plana",-53.4369368651714
2020-02-19,"Elche",-17.9281449466892
2020-02-19,"Gijón",15.9639185976903
2020-02-19,"Girona",-22.1832726614297
2020-02-19,"Granada",7.20486589735785
2020-02-19,"Huelva",-62.0289865875763
2020-02-19,"Leganés",6.73206466268232
2020-02-19,"Lleida",-18.88574253992
2020-02-19,"Madrid",-11.7540314679181
2020-02-19,"Málaga",-18.9329359158232
2020-02-19,"Ourense",18.7457504547891
2020-02-19,"Oviedo",9.07471406650305
2020-02-19,"Palma",-10.2126662377678
2020-02-19,"Pamplona",6.18115291653601
2020-02-19,"Sabadell",-24.2875037233055
2020-02-19,"San Sebastián",2.19339740938181
2020-02-19,"Santander",4.25111026745663
2020-02-19,"Sevilla",-24.1516100566286
2020-02-19,"Tarrasa",-17.9964790914818
2020-02-19,"Valencia",-20.2677994909388
2020-02-19,"Valladolid",-18.7984021363863
2020-02-19,"Vigo",4.34512897809759
2020-02-19,"Vitoria",-16.0350031313472
2020-02-19,"Zaragoza",2.68567938793835
2020-02-20,"Alcalá de Henares",-9.10455093026871
2020-02-20,"Alcobendas",-15.3069914160539
2020-02-20,"Alicante",31.6159571587707
2020-02-20,"Almería",-15.4441411990073
2020-02-20,"Barcelona",14.2466504773495
2020-02-20,"Bilbao",1.78544932716125
2020-02-20,"Castellón de la Plana",-34.5134689009857
2020-02-20,"Elche",-23.9165595458572
2020-02-20,"Gijón",-18.7106862776286
2020-02-20,"Girona",-26.5141493367796
2020-02-20,"Granada",23.7767799387205
2020-02-20,"Huelva",-49.6862216682168
2020-02-20,"Leganés",12.6308956216235
2020-02-20,"Lleida",-2.7312899277339
2020-02-20,"Madrid",7.81469654490058
2020-02-20,"Málaga",-23.1717880374432
2020-02-20,"Ourense",6.74118062092612
2020-02-20,"Oviedo",-15.9732968997497
2020-02-20,"Palma",-19.6770218114299
2020-02-20,"Pamplona",-15.6309137117956
2020-02-20,"Sabadell",-8.02156645363045
2020-02-20,"San Sebastián",41.057974791612
2020-02-20,"Santander",-0.864259437002901
2020-02-20,"Sevilla",-21.261378126911
2020-02-20,"Tarrasa",12.3308782319505
2020-02-20,"Valencia",-27.1637707702684
2020-02-20,"Valladolid",-12.824138195996
2020-02-20,"Vigo",3.25818284695667
2020-02-20,"Vitoria",-13.6165709526536
2020-02-20,"Zaragoza",-4.96660224709964
2020-02-21,"Alcalá de Henares",-24.4707395041925
2020-02-21,"Alcobendas",-37.9300016185044
2020-02-21,"Alicante",23.399273593898
2020-02-21,"Almería",-22.9209371923983
2020-02-21,"Barcelona",0.0741578429211591
2020-02-21,"Bilbao",-4.17342021458285
2020-02-21,"Burgos",-24.4381756530799
2020-02-21,"Castellón de la Plana",-47.8815762789906
2020-02-21,"Elche",-14.1503738812293
2020-02-21,"Gijón",-10.3556679651894
2020-02-21,"Girona",-10.8027139320211
2020-02-21,"Granada",29.0511554408174
2020-02-21,"Huelva",-33.2143607136888
2020-02-21,"Leganés",-1.33659527910867
2020-02-21,"León",36.5218204052484
2020-02-21,"Lleida",13.2021525763439
2020-02-21,"Madrid",-17.9338884661877
2020-02-21,"Málaga",-6.36157596748384
2020-02-21,"Ourense",18.748777209092
2020-02-21,"Oviedo",1.8819991385483
2020-02-21,"Palma",-3.89043588199296
2020-02-21,"Pamplona",-8.72319276582926
2020-02-21,"Sabadell",-8.85112174457461
2020-02-21,"Salamanca",-23.6117781858291
2020-02-21,"San Sebastián",-9.26493755802655
2020-02-21,"Santander",-9.74578137130933
2020-02-21,"Sevilla",-20.3205602923211
2020-02-21,"Tarrasa",4.1077407053739
2020-02-21,"Valencia",-21.5553618837456
2020-02-21,"Valladolid",-22.0556489360849
2020-02-21,"Vigo",7.39103376370673
2020-02-21,"Vitoria",-32.226776779077
2020-02-21,"Zaragoza",4.47103245933514
2020-02-22,"Alcalá de Henares",-30.6140258362886
2020-02-22,"Alcobendas",-24.2988926848852
2020-02-22,"Alicante",7.31883060289262
2020-02-22,"Almería",-1.4776810046763
2020-02-22,"Barcelona",-21.1942427234325
2020-02-22,"Bilbao",-45.4054865902171
2020-02-22,"Burgos",-39.4931896028243
2020-02-22,"Castellón de la Plana",-43.4251902602633
2020-02-22,"Elche",-21.2136181534114
2020-02-22,"Gijón",1.98024443864385
2020-02-22,"Girona",-37.9793634329644
2020-02-22,"Granada",5.79989401719062
2020-02-22,"Huelva",-32.2081864992088
2020-02-22,"Leganés",-5.8901931699715
2020-02-22,"León",9.46176177313082
2020-02-22,"Lleida",-27.5267626996908
2020-02-22,"Madrid",-19.4509132986716
2020-02-22,"Málaga",-20.1236502488264
2020-02-22,"Ourense",-7.04510417547652
2020-02-22,"Oviedo",-1.38052501347823
2020-02-22,"Palma",-10.0946943386173
2020-02-22,"Pamplona",-12.8661712488138
2020-02-22,"Sabadell",-23.1675863045212
2020-02-22,"Salamanca",-23.3477927887148
2020-02-22,"San Sebastián",-30.1491058957106
2020-02-22,"Santander",-17.8395197061253
2020-02-22,"Sevilla",-24.3969061707864
2020-02-22,"Tarrasa",1.306444780328
2020-02-22,"Valencia",-37.7749863048751
2020-02-22,"Valladolid",-53.1350063451096
2020-02-22,"Vigo",7.56367127158531
2020-02-22,"Vitoria",-34.1409966425514
2020-02-22,"Zaragoza",-36.5949037699215
2020-02-23,"Alcalá de Henares",-40.8475626216541
2020-02-23,"Alcobendas",-37.375536228475
2020-02-23,"Alicante",-32.2399169235038
2020-02-23,"Almería",-38.7554037010643
2020-02-23,"Barcelona",-21.4443888490309
2020-02-23,"Bilbao",-41.9162436536473
2020-02-23,"Burgos",-46.7571830339207
2020-02-23,"Castellón de la Plana",-43.4012188250147
2020-02-23,"Elche",-43.6396022515223
2020-02-23,"Gijón",-48.8329179156272
2020-02-23,"Girona",-44.4687425580539
2020-02-23,"Granada",-6.30311654112007
2020-02-23,"Huelva",-58.3178712001859
2020-02-23,"Leganés",-19.5741618570092
2020-02-23,"León",4.0468908813315
2020-02-23,"Lleida",-29.0963002882153
2020-02-23,"Madrid",-32.9907410132078
2020-02-23,"Málaga",-34.7825164857263
2020-02-23,"Ourense",-14.6430193705895
2020-02-23,"Oviedo",-7.10024871243886
2020-02-23,"Pamplona",-28.658146002825
2020-02-23,"Sabadell",-43.2099148169593
2020-02-23,"Salamanca",-28.312428143057
2020-02-23,"San Sebastián",-47.3926835786529
2020-02-23,"Santander",-43.1883528185396
2020-02-23,"Sevilla",-33.2113091156597
2020-02-23,"Tarrasa",-51.4002534630732
2020-02-23,"Valencia",-49.011896760546
2020-02-23,"Valladolid",-53.3085849466005
2020-02-23,"Vigo",-14.2376525537927
2020-02-23,"Vitoria",-45.8578858612725
2020-02-23,"Zaragoza",-34.8480157240301
2020-02-24,"Alcalá de Henares",-17.932621278321
2020-02-24,"Alcobendas",-15.4017504662349
2020-02-24,"Alicante",5.66892743957584
2020-02-24,"Almería",7.34775429176428
2020-02-24,"Barcelona",17.4811533130508
2020-02-24,"Bilbao",-10.8053481058696
2020-02-24,"Burgos",-21.7823446381019
2020-02-24,"Castellón de la Plana",-26.3474259787387
2020-02-24,"Elche",2.8509148399748
2020-02-24,"Gijón",-36.3973669470816
2020-02-24,"Girona",3.00721716614199
2020-02-24,"Granada",16.3116153443602
2020-02-24,"Huelva",19.6267272136016
2020-02-24,"Leganés",7.11335149735099
2020-02-24,"León",7.33300182566542
2020-02-24,"Lleida",-2.66340640818046
2020-02-24,"Madrid",-15.7807198881207
2020-02-24,"Málaga",-20.3367048181597
2020-02-24,"Ourense",6.70653930202256
2020-02-24,"Oviedo",20.8044323701936
2020-02-24,"Pamplona",15.2877660955947
2020-02-24,"Sabadell",-20.6789162657911
2020-02-24,"Salamanca",-11.0328423012175
2020-02-24,"San Sebastián",-25.4504606246461
2020-02-24,"Santander",-28.5215401585993
2020-02-24,"Sevilla",-29.6797263541525
2020-02-24,"Tarrasa",-37.2120793699994
2020-02-24,"Valencia",-13.5897785032166
2020-02-24,"Valladolid",-42.6998069904336
2020-02-24,"Vigo",13.5080947680712
2020-02-24,"Vitoria",-32.933575531843
2020-02-24,"Zaragoza",-5.81114780584527
2020-02-25,"Alcalá de Henares",-1.71826666849595
2020-02-25,"Alcobendas",-14.6036622679216
2020-02-25,"Alicante",-18.9620375801086
2020-02-25,"Almería",-4.17543276412778
2020-02-25,"Barcelona",3.54815418581168
2020-02-25,"Bilbao",23.6930035419264
2020-02-25,"Burgos",-22.27221702518
2020-02-25,"Castellón de la Plana",-24.9554735381619
2020-02-25,"Elche",45.9954973903617
2020-02-25,"Gijón",-39.8849021762056
2020-02-25,"Girona",-13.8850480865279
2020-02-25,"Granada",27.3715624046911
2020-02-25,"Huelva",-17.0739152228671
2020-02-25,"Leganés",11.9915803590062
2020-02-25,"León",-19.0738409558912
2020-02-25,"Lleida",44.3983207722401
2020-02-25,"Madrid",-1.59895750857707
2020-02-25,"Málaga",10.1494433092499
2020-02-25,"Ourense",-0.0963284559861526
2020-02-25,"Oviedo",38.7114297661652
2020-02-25,"Pamplona",9.54438515910851
2020-02-25,"Sabadell",8.84145901844827
2020-02-25,"Salamanca",-10.3927656482677
2020-02-25,"San Sebastián",5.0379169153122
2020-02-25,"Santander",7.74261563055927
2020-02-25,"Sevilla",-4.90737167322725
2020-02-25,"Tarrasa",-26.6475195401498
2020-02-25,"Valencia",-2.94203171887153
2020-02-25,"Vigo",-27.9839918764396
2020-02-25,"Vitoria",-40.6778147167965
2020-02-26,"Alcalá de Henares",1.9561084126548
2020-02-26,"Alcobendas",-43.1893054460391
2020-02-26,"Alicante",-7.62474470386878
2020-02-26,"Almería",-14.1717299285759
2020-02-26,"Barcelona",-17.1796189373551
2020-02-26,"Bilbao",50.3364507729596
2020-02-26,"Burgos",-41.6464538092715
2020-02-26,"Castellón de la Plana",-46.7516624953774
2020-02-26,"Elche",70.3851145650302
2020-02-26,"Gijón",12.2576267608327
2020-02-26,"Girona",-20.3138919618837
2020-02-26,"Huelva",-32.8952140610274
2020-02-26,"Leganés",-2.92974415582499
2020-02-26,"León",-13.2714872168555
2020-02-26,"Lleida",118.212950835001
2020-02-26,"Madrid",-29.3798081897382
2020-02-26,"Málaga",12.1631301190101
2020-02-26,"Ourense",-9.59605421653996
2020-02-26,"Oviedo",44.8531403766217
2020-02-26,"Pamplona",48.8554618343492
2020-02-26,"Sabadell",-16.0503294788099
2020-02-26,"Salamanca",-19.3182685386028
2020-02-26,"San Sebastián",44.1825375408709
2020-02-26,"Santander",30.1406881983801
2020-02-26,"Sevilla",-30.6533813288766
2020-02-26,"Tarrasa",31.5744124912958
2020-02-26,"Valencia",-15.9845134668145
2020-02-26,"Vigo",-6.17475106227609
2020-02-26,"Vitoria",-43.3897484971051
2020-02-27,"Alcalá de Henares",-10.2243644816861
2020-02-27,"Alcobendas",-56.0056204742784
2020-02-27,"Alicante",-16.0277854926938
2020-02-27,"Almería",-8.70726676349327
2020-02-27,"Barcelona",-24.6103538149007
2020-02-27,"Bilbao",-5.25449252463593
2020-02-27,"Burgos",53.3827545722846
2020-02-27,"Castellón de la Plana",-59.7767218783643
2020-02-27,"Elche",30.352357340564
2020-02-27,"Gijón",-28.5412159705627
2020-02-27,"Girona",1.8678796658105
2020-02-27,"Huelva",-65.1254578360446
2020-02-27,"Leganés",-7.42985605379235
2020-02-27,"León",77.0698047138404
2020-02-27,"Lleida",13.7085348080158
2020-02-27,"Madrid",-22.7902195162853
2020-02-27,"Málaga",26.2156183281546
2020-02-27,"Ourense",19.3436471987505
2020-02-27,"Oviedo",95.6177571096777
2020-02-27,"Palma",-6.37508396511551
2020-02-27,"Pamplona",32.6659524046476
2020-02-27,"Sabadell",10.0227401934202
2020-02-27,"Salamanca",38.3361079646178
2020-02-27,"San Sebastián",1.24933792264203
2020-02-27,"Santander",14.2115894875671
2020-02-27,"Sevilla",-19.8899556434093
2020-02-27,"Tarrasa",25.3384082595
2020-02-27,"Valencia",-24.2560339707588
2020-02-27,"Vigo",34.9106916581204
2020-02-27,"Vitoria",-35.2704370728825
2020-02-28,"Alcalá de Henares",-12.2278146951214
2020-02-28,"Alcobendas",-16.5242952523806
2020-02-28,"Alicante",11.4582997556959
2020-02-28,"Almería",-28.8805268109125
2020-02-28,"Barcelona",-31.056120544175
2020-02-28,"Bilbao",-12.8484026292933
2020-02-28,"Burgos",0.611803424911721
2020-02-28,"Castellón de la Plana",-45.0514611773264
2020-02-28,"Elche",14.9886308551653
2020-02-28,"Gijón",31.240499849597
2020-02-28,"Girona",-25.761227055181
2020-02-28,"Huelva",-51.1623521826943
2020-02-28,"Leganés",-4.18019989519244
2020-02-28,"León",41.9039766417289
2020-02-28,"Lleida",-9.42238983037777
2020-02-28,"Madrid",3.17406703037455
2020-02-28,"Málaga",-34.6535843384743
2020-02-28,"Ourense",-31.6146314373732
2020-02-28,"Oviedo",68.7899267270397
2020-02-28,"Pamplona",18.6873641456741
2020-02-28,"Sabadell",-21.811916009693
2020-02-28,"Salamanca",7.29043972576699
2020-02-28,"San Sebastián",-0.165599840251083
2020-02-28,"Santander",10.1152156132
2020-02-28,"Sevilla",-25.9437994553762
2020-02-28,"Tarrasa",-21.0703650543868
2020-02-28,"Valencia",-31.218673032788
2020-02-28,"Vigo",56.0257530764107
2020-02-28,"Vitoria",-20.4913523664381
2020-02-29,"Alcalá de Henares",-6.60023762365485
2020-02-29,"Alcobendas",-32.1349499963224
2020-02-29,"Alicante",-2.43182635816089
2020-02-29,"Almería",-6.84870515017004
2020-02-29,"Barcelona",-24.531386850126
2020-02-29,"Bilbao",-36.4401311658386
2020-02-29,"Burgos",189.7269589596
2020-02-29,"Castellón de la Plana",-50.2708830999018
2020-02-29,"Elche",-22.9145195177185
2020-02-29,"Gijón",32.1375981242075
2020-02-29,"Girona",-14.4471006448957
2020-02-29,"Huelva",-59.7476671164466
2020-02-29,"Leganés",49.5458464442552
2020-02-29,"León",69.2307692307692
2020-02-29,"Lleida",-39.9015876239498
2020-02-29,"Madrid",7.20835306111232
2020-02-29,"Málaga",-47.074626907175
2020-02-29,"Ourense",-50.2567665526873
2020-02-29,"Oviedo",7.80012698727925
2020-02-29,"Pamplona",-16.4779527222085
2020-02-29,"Sabadell",-44.3590206636854
2020-02-29,"Salamanca",2.70444385468039
2020-02-29,"San Sebastián",-34.3535726207883
2020-02-29,"Santander",-6.75569864701443
2020-02-29,"Sevilla",-24.1252099917635
2020-02-29,"Tarrasa",-47.3075992634445
2020-02-29,"Valencia",-41.0548301777534
2020-02-29,"Vigo",2.24397433452571
2020-02-29,"Vitoria",13.5941388432827
2020-02-29,"Zaragoza",-22.9844976340701
2020-03-01,"Alcalá de Henares",-18.4446731980289
2020-03-01,"Alcobendas",-50.6889700893174
2020-03-01,"Alicante",-37.6513270970712
2020-03-01,"Almería",-17.1208620943588
2020-03-01,"Barcelona",-25.3188300336647
2020-03-01,"Bilbao",-39.5428528340921
2020-03-01,"Burgos",378.869214613004
2020-03-01,"Castellón de la Plana",-51.1817841282006
2020-03-01,"Elche",-52.6441025415287
2020-03-01,"Gijón",75.5473709654337
2020-03-01,"Girona",-50.8463232606053
2020-03-01,"Huelva",-69.0236129584865
2020-03-01,"Leganés",13.6666209951002
2020-03-01,"León",12.2811352423277
2020-03-01,"Lleida",-35.4146021033611
2020-03-01,"Madrid",-22.1513655503044
2020-03-01,"Málaga",-23.7246803287294
2020-03-01,"Ourense",-41.7595066326303
2020-03-01,"Oviedo",26.0033827154039
2020-03-01,"Pamplona",-24.6929150951663
2020-03-01,"Sabadell",-54.9027155411428
2020-03-01,"Salamanca",-44.6041687596417
2020-03-01,"San Sebastián",-16.1612037292529
2020-03-01,"Santander",-30.7935065556225
2020-03-01,"Sevilla",-26.7817332382919
2020-03-01,"Tarrasa",-39.1884725158248
2020-03-01,"Valencia",-57.945549540333
2020-03-01,"Valladolid",5.32508280732601
2020-03-01,"Vigo",52.9885057471264
2020-03-01,"Vitoria",-25.7123406485294
2020-03-01,"Zaragoza",-26.7924489353616
2020-03-02,"Alcalá de Henares",33.6011477761837
2020-03-02,"Alcobendas",-10.6209630064592
2020-03-02,"Alicante",-34.5141093244513
2020-03-02,"Almería",43.6378273830736
2020-03-02,"Barcelona",-5.91753239249219
2020-03-02,"Bilbao",-31.6112831018216
2020-03-02,"Burgos",358.212370885876
2020-03-02,"Castellón de la Plana",-54.2150541092358
2020-03-02,"Elche",-7.80424928506243
2020-03-02,"Gijón",54.5182773158956
2020-03-02,"Girona",-8.2487741326
2020-03-02,"Huelva",-34.6944354751638
2020-03-02,"Leganés",60.6561125769569
2020-03-02,"León",79.8331334028563
2020-03-02,"Lleida",109.462353573199
2020-03-02,"Madrid",63.6503208267125
2020-03-02,"Málaga",12.9378008327149
2020-03-02,"Ourense",-14.1809630086217
2020-03-02,"Oviedo",128.999885743147
2020-03-02,"Pamplona",48.8395251302848
2020-03-02,"Sabadell",20.7566153565358
2020-03-02,"Salamanca",440.625
2020-03-02,"San Sebastián",-1.71202334519872
2020-03-02,"Santander",7.49917858369223
2020-03-02,"Sevilla",16.984771943872
2020-03-02,"Tarrasa",20.9393859879297
2020-03-02,"Valencia",50.7555284170359
2020-03-02,"Valladolid",219.023478788321
2020-03-02,"Vigo",25.2908534269632
2020-03-02,"Vitoria",-2.8086291463316
2020-03-02,"Zaragoza",-27.7246573744533
2020-03-03,"Alcalá de Henares",7.25437141843465
2020-03-03,"Alcobendas",0.749181982582579
2020-03-03,"Alicante",-16.1366648415155
2020-03-03,"Almería",22.3736799947768
2020-03-03,"Barcelona",17.9827658895173
2020-03-03,"Bilbao",-49.0042689736975
2020-03-03,"Burgos",28.0617262014939
2020-03-03,"Castellón de la Plana",-52.2668846310137
2020-03-03,"Elche",-28.7516026818421
2020-03-03,"Gijón",-35.7846018827833
2020-03-03,"Girona",-24.6252445739625
2020-03-03,"Huelva",-51.3145843589512
2020-03-03,"Leganés",29.371991462912
2020-03-03,"León",112.111148430109
2020-03-03,"Lleida",-13.9700663236198
2020-03-03,"Madrid",-5.0622908025402
2020-03-03,"Málaga",60.8608156845644
2020-03-03,"Ourense",2.6623272099141
2020-03-03,"Oviedo",1.14827718527921
2020-03-03,"Pamplona",1.74953887043493
2020-03-03,"Sabadell",17.4800175866328
2020-03-03,"Salamanca",99.6974627221346
2020-03-03,"San Sebastián",-27.4579253039588
2020-03-03,"Santander",-1.77863784193894
2020-03-03,"Sevilla",-5.11323343876705
2020-03-03,"Tarrasa",36.8406530732645
2020-03-03,"Valencia",-16.2603540221397
2020-03-03,"Vigo",24.7805097874606
2020-03-03,"Vitoria",-49.9716442012085
2020-03-03,"Zaragoza",-38.1842410204586
2020-03-04,"Alcalá de Henares",11.7604721288407
2020-03-04,"Alcobendas",27.6158600539064
2020-03-04,"Alicante",33.7784094098614
2020-03-04,"Almería",-14.363136670162
2020-03-04,"Barcelona",-3.79670560843354
2020-03-04,"Bilbao",-29.4562472993599
2020-03-04,"Burgos",25.1091166754819
2020-03-04,"Castellón de la Plana",-52.1299360966012
2020-03-04,"Elche",-39.6281958417079
2020-03-04,"Gijón",-17.533271558734
2020-03-04,"Girona",-31.7683913312872
2020-03-04,"Huelva",-37.5358919842066
2020-03-04,"Leganés",21.0620071967975
2020-03-04,"León",19.3790269545295
2020-03-04,"Lleida",-0.032941647182978
2020-03-04,"Madrid",-12.1121731181906
2020-03-04,"Málaga",181.036474665786
2020-03-04,"Ourense",5.01294795948955
2020-03-04,"Oviedo",26.5610589406263
2020-03-04,"Pamplona",-10.3880260133606
2020-03-04,"Sabadell",-26.0413598851155
2020-03-04,"Salamanca",45.2088248388801
2020-03-04,"San Sebastián",-30.5539505287293
2020-03-04,"Santander",21.5719047362161
2020-03-04,"Sevilla",-14.4297560142686
2020-03-04,"Tarrasa",-6.1389943266737
2020-03-04,"Valencia",-1.27644775081365
2020-03-04,"Vigo",40.779453415881
2020-03-04,"Vitoria",-21.9062939554041
2020-03-04,"Zaragoza",-32.6764530466162
2020-03-05,"Alcalá de Henares",21.1869548702651
2020-03-05,"Alcobendas",-18.6115697668814
2020-03-05,"Alicante",-2.59619504904388
2020-03-05,"Almería",-15.0272707933836
2020-03-05,"Barcelona",50.6335064691702
