"site","start_dt","end_dt","miss_dy","fecha","indicativo","nombre","provincia","altitud","tmed","prec","tmin","horatmin","tmax","horatmax","dir","velmedia","racha","horaracha","sol","presMax","horaPresMax","presMin","horaPresMin"
"0372C",2013-03-08,2020-12-31,304,0.895997263085871,0.895997263085871,0.895997263085871,0.895997263085871,0.895997263085871,0.825863838522066,0.883339035237769,0.825863838522066,0.895997263085871,0.825863838522066,0.895997263085871,0.834758809442354,0.838179952104003,0.834758809442354,0.895997263085871,NA,NA,NA,NA,NA
"1002Y",2013-01-01,2020-12-31,132,0.954840916866233,0.954840916866233,0.954840916866233,0.954840916866233,0.954840916866233,0.911050290797126,0.939445774888813,0.911050290797126,0.954840916866233,0.911050290797126,0.954840916866233,0.93089291823469,0.942524803284297,0.93089291823469,0.954840916866233,NA,NA,NA,NA,NA
"1014",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1014A",2013-01-01,2020-12-31,0,1,1,1,1,1,0.992815600410537,0.996578857338351,0.992815600410537,1,0.992815600410537,1,0.995552514539856,0.998973657201505,0.995552514539856,1,0.999657885733835,0.995894628806021,0.995894628806021,0.995894628806021,0.995894628806021
"1024E",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99931577146767,1,1,1,1
"1037Y",2013-01-01,2020-12-31,51,0.98255217242559,0.98255217242559,0.98255217242559,0.98255217242559,0.98255217242559,0.971604515908313,0.967499144714335,0.971604515908313,0.98255217242559,0.971604515908313,0.98255217242559,0.965446459117345,0.971262401642148,0.965446459117345,0.98255217242559,NA,0.969893944577489,0.969893944577489,0.969893944577489,0.969893944577489
"1041A",2013-01-01,2020-12-31,4,0.99863154293534,0.99863154293534,0.99863154293534,0.99863154293534,0.99863154293534,0.992473486144372,0.996920971604516,0.992473486144372,0.99863154293534,0.992473486144372,0.99863154293534,0.993157714676702,0.995894628806021,0.993157714676702,0.99863154293534,NA,NA,NA,NA,NA
"1050J",2013-01-01,2020-12-31,46,0.984262743756415,0.984262743756415,0.984262743756415,0.984262743756415,0.984262743756415,0.976052001368457,0.98392062949025,0.976052001368457,0.984262743756415,0.976052001368457,0.984262743756415,0.972972972972973,0.979815258296271,0.972972972972973,0.984262743756415,NA,0.8645227505987,0.8645227505987,0.8645227505987,0.8645227505987
"1055B",2013-01-01,2020-03-29,344,0.882312692439275,0.882312692439275,0.882312692439275,0.882312692439275,0.882312692439275,0.825863838522066,0.747861785836469,0.825863838522066,0.882312692439275,0.825863838522066,0.882312692439275,0.825179609989737,0.837153609305508,0.825179609989737,0.882312692439275,NA,0.832706123845364,0.832706123845364,0.833732466643859,0.833732466643859
"1057B",2013-01-01,2020-12-31,121,0.958604173794047,0.958604173794047,0.958604173794047,0.958604173794047,0.958604173794047,0.367430721861102,0.958262059527882,0.367430721861102,0.958604173794047,0.367430721861102,0.958604173794047,0.943551146082792,0.945945945945946,0.943551146082792,0.958604173794047,NA,NA,NA,NA,NA
"1059X",2013-01-01,2020-12-31,43,0.985289086554909,0.985289086554909,0.985289086554909,0.985289086554909,0.985289086554909,0.94765651727677,0.980157372562436,0.94765651727677,0.985289086554909,0.94765651727677,0.985289086554909,0.972288744440643,0.977420458433117,0.972288744440643,0.985289086554909,NA,0.936024632227164,0.936024632227164,0.936024632227164,0.936024632227164
"1078I",2013-01-01,2020-12-31,507,0.826548067054396,0.826548067054396,0.826548067054396,0.826548067054396,0.826548067054396,0.802942182689018,0.823811152925077,0.802942182689018,0.826548067054396,0.802942182689018,0.826548067054396,0.807389668149162,0.811495039343141,0.807389668149162,0.826548067054396,NA,0.691412931919261,0.691412931919261,0.691412931919261,0.691412931919261
"1082",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.999657885733835,0.99931577146767,0.999657885733835,1,1,1,1,1,1
"1083L",2014-04-29,2020-12-31,588,0.798836811495039,0.798836811495039,0.798836811495039,0.798836811495039,0.798836811495039,0.773520355798837,0.781388983920629,0.773520355798837,0.798836811495039,0.773520355798837,0.798836811495039,0.78002052685597,0.788915497776257,0.78002052685597,0.798836811495039,NA,NA,NA,NA,NA
"1109",2013-01-01,2020-12-31,0,1,1,1,1,1,0.986657543619569,1,0.986657543619569,1,0.986657543619569,1,0.510776599384194,0.50769757098871,0.510776599384194,1,0.976394115634622,0.999657885733835,0.999657885733835,1,0.999657885733835
"1111",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99863154293534,0.999657885733835,0.999657885733835,0.999657885733835,0.99931577146767
"1111X",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99863154293534,0.999657885733835,0.999657885733835,0.999657885733835,0.999657885733835
"1159",2013-01-01,2020-12-31,0,1,1,1,1,1,0.993157714676702,1,0.993157714676702,1,0.993157714676702,1,0.989052343482723,0.992131371878207,0.989052343482723,1,NA,0.693807731782415,0.693807731782415,0.693807731782415,0.693807731782415
"1207U",2013-10-11,2020-12-31,283,0.903181662675334,0.903181662675334,0.903181662675334,0.903181662675334,0.903181662675334,0.878207321245296,0.855285665412248,0.878207321245296,0.903181662675334,0.878207321245296,0.903181662675334,0.816284639069449,0.836127266507013,0.816284639069449,0.903181662675334,0.738966814916182,0.841601094765652,0.841601094765652,0.841258980499487,0.841258980499487
"1208H",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.950735545672254,1,1,1,1
"1210X",2013-01-01,2020-12-31,199,0.931919261033185,0.931919261033185,0.931919261033185,0.931919261033185,0.931919261033185,0.52582962709545,0.726308587068081,0.52582962709545,0.931919261033185,0.52582962709545,0.931919261033185,0.911734519329456,0.921313718782073,0.911734519329456,0.931919261033185,NA,NA,NA,NA,NA
"1212E",2013-01-01,2020-12-31,0,1,1,1,1,1,0.987341772151899,1,0.987341772151899,1,0.989394457748888,1,0.982210058159425,0.991789257612042,0.982210058159425,1,0.959972630858707,0.985973315087239,0.985973315087239,0.986315429353404,0.986315429353404
"1221D",2013-01-01,2020-12-31,152,0.947998631542935,0.947998631542935,0.947998631542935,0.947998631542935,0.947998631542935,0.919603147451249,0.947998631542935,0.919603147451249,0.947998631542935,0.919603147451249,0.947998631542935,0.895655148819706,0.910366062264796,0.895655148819706,0.947998631542935,NA,NA,NA,NA,NA
"1249I",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.671228190215532,0.67943893260349,0.671228190215532,1,0.998973657201505,0.999657885733835,0.999657885733835,1,0.999657885733835
"1249X",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.995210400273691,0.996236743072186,0.995210400273691,1,0.999657885733835,0.999657885733835,0.999657885733835,0.99931577146767,0.99931577146767
"1283U",2013-01-01,2020-12-31,143,0.951077659938419,0.951077659938419,0.951077659938419,0.951077659938419,0.951077659938419,0.940814231953472,0.872391378720493,0.940814231953472,0.951077659938419,0.940814231953472,0.951077659938419,0.858022579541567,0.872733492986658,0.858022579541567,0.951077659938419,0.941840574751967,0.945603831679781,0.945603831679781,0.945603831679781,0.945603831679781
"1428",2013-01-01,2020-12-31,0,1,1,1,1,1,0.996236743072186,1,0.996236743072186,1,0.996578857338351,1,0.991447143345877,0.997605200136846,0.991447143345877,1,0.946972288744441,0.996578857338351,0.996578857338351,0.996578857338351,0.996578857338351
"1437O",2013-01-01,2017-10-02,1536,0.474512487170715,0.474512487170715,0.474512487170715,0.474512487170715,0.474512487170715,0.435511460827917,0.45603831679781,0.436195689360246,0.474512487170715,0.435511460827917,0.474512487170715,0.341087923366404,0.344166951761888,0.341087923366404,0.474512487170715,NA,0.0896339377352036,0.0896339377352036,0.0896339377352036,0.0896339377352036
"1473A",2013-01-09,2020-12-31,132,0.954840916866233,0.954840916866233,0.954840916866233,0.954840916866233,0.954840916866233,0.941840574751967,0.929866575436196,0.941840574751967,0.954840916866233,0.941840574751967,0.954840916866233,0.939445774888813,0.94970920287376,0.939445774888813,0.954840916866233,NA,NA,NA,NA,NA
"1475X",2013-01-01,2020-12-31,60,0.979473144030106,0.979473144030106,0.979473144030106,0.979473144030106,0.979473144030106,0.964762230585015,0.956551488197058,0.964762230585015,0.979473144030106,0.964762230585015,0.979473144030106,0.964762230585015,0.977078344166952,0.964762230585015,0.979473144030106,NA,NA,NA,NA,NA
"1484C",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.980157372562436,0.980499486828601,0.980157372562436,1,0.997947314403011,0.991789257612042,0.991789257612042,0.991789257612042,0.991789257612042
"1495",2013-01-01,2020-12-31,0,1,1,1,1,1,0.993841943209032,1,0.993841943209032,1,0.994526171741362,1,0.979473144030106,0.995210400273691,0.979473144030106,1,0.625384878549435,0.993157714676702,0.992815600410537,0.993157714676702,0.993157714676702
"1542",2013-01-01,2020-12-31,304,0.895997263085871,0.895997263085871,0.895997263085871,0.895997263085871,0.895997263085871,0.828600752651386,0.895997263085871,0.828600752651386,0.895997263085871,0.828600752651386,0.895997263085871,0.76394115634622,0.802942182689018,0.76394115634622,0.895997263085871,0.878891549777626,0.861101607937051,0.861101607937051,0.861101607937051,0.861101607937051
"1549",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.993157714676702,0.993157714676702,0.993157714676702,1,1,1,1,1,1
"1631E",2013-01-01,2020-12-31,26,0.991105029079713,0.991105029079713,0.991105029079713,0.991105029079713,0.991105029079713,0.987683886418064,0.96510434485118,0.987683886418064,0.991105029079713,0.987683886418064,0.991105029079713,0.980499486828601,0.98255217242559,0.980499486828601,0.991105029079713,0.982894286691755,0.987683886418064,0.987683886418064,0.987683886418064,0.987683886418064
"1690A",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.996578857338351,0.996578857338351,0.996578857338351,1,0.994526171741362,0.993499828942867,0.993499828942867,0.993499828942867,0.993499828942867
"1700X",2013-01-01,2020-12-31,57,0.980499486828601,0.980499486828601,0.980499486828601,0.980499486828601,0.980499486828601,0.96715703044817,0.971262401642148,0.96715703044817,0.980499486828601,0.96715703044817,0.980499486828601,0.942866917550462,0.976394115634622,0.942866917550462,0.980499486828601,NA,NA,NA,NA,NA
"1735X",2013-01-09,2020-12-31,275,0.905918576804653,0.905918576804653,0.905918576804653,0.905918576804653,0.905918576804653,0.879233664043791,0.875470407115977,0.879233664043791,0.905918576804653,0.879233664043791,0.905918576804653,0.879233664043791,0.897023605884365,0.879233664043791,0.905918576804653,NA,NA,NA,NA,NA
"2117D",2013-01-01,2020-12-31,0,1,1,1,1,1,0.997605200136846,0.995894628806021,0.99863154293534,1,0.997605200136846,1,0.995894628806021,0.995894628806021,0.995894628806021,1,0.989394457748888,0.996578857338351,0.996578857338351,0.996578857338351,0.996578857338351
"2298",2013-01-01,2020-12-31,88,0.969893944577489,0.969893944577489,0.969893944577489,0.969893944577489,0.969893944577489,0.961683202189531,0.843653780362641,0.962025316455696,0.969893944577489,0.96510434485118,0.969893944577489,0.89941840574752,0.926787547040712,0.899760520013685,0.969893944577489,0.955183031132398,0.958604173794047,0.958604173794047,0.958604173794047,0.958604173794047
"2331",2013-01-01,2020-12-31,0,1,1,1,1,1,1,1,1,1,1,1,0.99931577146767,1,0.99931577146767,1,1,1,1,1,0.999657885733835
