"code","date","ws","wd"
"082020-99999",2013-01-01,2.40555555555556,275.082709611097
"082020-99999",2013-01-02,1.375,94.3086203734257
"082020-99999",2013-01-03,2.05208333333333,76.8049551507988
"082020-99999",2013-01-04,0.970833333333333,74.5089045090601
"082020-99999",2013-01-05,0.435416666666667,68.8882592730235
"082020-99999",2013-01-06,0.38125,48.6285086915584
"082020-99999",2013-01-07,0.891666666666667,270.560621026748
"082020-99999",2013-01-08,0.28125,108.168870034556
"082020-99999",2013-01-09,2.15,217.330890762672
"082020-99999",2013-01-10,2.3125,265.009440493906
"082020-99999",2013-01-11,1.95138888888889,252.522453137401
"082020-99999",2013-01-12,6.06180555555556,260.952258400259
"082020-99999",2013-01-13,4.91875,289.284849876317
"082020-99999",2013-01-14,2.94791666666667,274.80252367239
"082020-99999",2013-01-15,4.3375,272.573554374743
"082020-99999",2013-01-16,7.14444444444444,261.527159546952
"082020-99999",2013-01-17,4.61944444444444,267.803590880404
"082020-99999",2013-01-18,8.67847222222222,239.340925152881
"082020-99999",2013-01-19,9.41666666666667,251.072275004645
"082020-99999",2013-01-20,6.35416666666667,257.076289015507
"082020-99999",2013-01-21,5.38333333333333,276.696773471273
"082020-99999",2013-01-22,7.78541666666667,251.973777092346
"082020-99999",2013-01-23,6.13402777777778,267.334163669079
"082020-99999",2013-01-24,5.79583333333333,283.944448569807
"082020-99999",2013-01-25,1.78125,270.625093729394
"082020-99999",2013-01-26,3.55,262.081208906945
"082020-99999",2013-01-27,4.77361111111111,250.217416724364
"082020-99999",2013-01-28,1.99166666666667,248.886032839535
"082020-99999",2013-01-29,0.745833333333333,154.873079621325
"082020-99999",2013-01-30,1.41041666666667,268.926834259843
"082020-99999",2013-01-31,0.601388888888889,266.847397772226
"082020-99999",2013-02-01,6.20416666666667,255.282456946685
"082020-99999",2013-02-02,5.97291666666667,323.520963677053
"082020-99999",2013-02-03,1.5,18.963552315444
"082020-99999",2013-02-04,0.852083333333333,235.235203377704
"082020-99999",2013-02-05,2.49444444444444,288.792938434276
"082020-99999",2013-02-06,6.27083333333333,293.722150396832
"082020-99999",2013-02-07,2.64791666666667,322.789692701792
"082020-99999",2013-02-08,4.11875,336.187313684731
"082020-99999",2013-02-09,0.754166666666667,322.219044849549
"082020-99999",2013-02-10,6.5875,259.077132295066
"082020-99999",2013-02-11,7.775,287.185283481988
"082020-99999",2013-02-12,4.43125,279.178604460531
"082020-99999",2013-02-13,3.46666666666667,311.051494587607
"082020-99999",2013-02-14,0.714583333333333,51.8491738041142
"082020-99999",2013-02-15,1.33888888888889,91.5179095120135
"082020-99999",2013-02-16,0.685416666666667,214.9158617839
"082020-99999",2013-02-17,2.22916666666667,213.151164854606
"082020-99999",2013-02-18,1.10833333333333,29.8777181519663
"082020-99999",2013-02-19,2.76666666666667,99.0176388497699
"082020-99999",2013-02-20,2.05138888888889,235.842560710762
"082020-99999",2013-02-21,5.20416666666667,230.40339366681
"082020-99999",2013-02-22,5.50625,248.807618153494
"082020-99999",2013-02-23,3.34375,55.1946469644563
"082020-99999",2013-02-24,3.44791666666667,328.648425966175
"082020-99999",2013-02-25,1.85416666666667,23.6445362873866
"082020-99999",2013-02-26,0.738636363636364,51.4635228804536
"082020-99999",2013-02-27,5.77569444444444,95.0019556773345
"082020-99999",2013-02-28,6.44375,62.2478388711946
"082020-99999",2013-03-01,3.90625,47.3783236763678
"082020-99999",2013-03-02,1.27083333333333,68.7265656184786
"082020-99999",2013-03-03,1.50833333333333,176.510714662973
"082020-99999",2013-03-04,7.37083333333333,115.223673111418
"082020-99999",2013-03-05,2.7,146.711524030879
"082020-99999",2013-03-06,4.51736111111111,230.139471445862
"082020-99999",2013-03-07,8.35173611111111,234.907211836465
"082020-99999",2013-03-08,4.18125,217.825317136172
"082020-99999",2013-03-09,6.74791666666667,214.787238673493
"082020-99999",2013-03-10,5.94375,234.187548420273
"082020-99999",2013-03-11,8.70833333333333,254.340367744496
"082020-99999",2013-03-12,6.40034722222222,258.384116477012
"082020-99999",2013-03-13,5.30277777777778,340.791963511578
"082020-99999",2013-03-14,2.6125,312.337004996733
"082020-99999",2013-03-15,0.74375,146.767839594984
"082020-99999",2013-03-16,4.90833333333333,231.525306619106
"082020-99999",2013-03-17,2.49375,288.55204458447
"082020-99999",2013-03-18,5.43541666666667,259.279991469986
"082020-99999",2013-03-19,0.752083333333333,264.313796574726
"082020-99999",2013-03-20,3.0375,263.957478735202
"082020-99999",2013-03-21,2.69583333333333,193.188208553105
"082020-99999",2013-03-22,4.86041666666667,228.308886642538
"082020-99999",2013-03-23,3.32083333333333,215.020056656146
