"code","date","ws","wd"
"080144-99999",2013-01-01,0.442857142857143,300
"080144-99999",2013-01-02,2.53076923076923,7.73724353272396
"080144-99999",2013-01-03,0.475,191.65090166401
"080144-99999",2013-01-04,0.823076923076923,178.371575995001
"080144-99999",2013-01-05,0.142857142857143,180
"080144-99999",2013-01-06,0.214285714285714,160
"080144-99999",2013-01-07,0.214285714285714,160
"080144-99999",2013-01-08,0.430769230769231,283.866920134995
"080144-99999",2013-01-09,0.307692307692308,99.7804974022914
"080144-99999",2013-01-10,0.623076923076923,62.546200477192
"080144-99999",2013-01-11,0.258333333333333,166.419805330568
"080144-99999",2013-01-12,0.785714285714286,345.082414938048
"080144-99999",2013-01-13,1.9,341.1038288982
"080144-99999",2013-01-14,3.775,350.580992329858
"080144-99999",2013-01-15,1.65,350.020805501394
"080144-99999",2013-01-16,0.757692307692308,316.103878891537
"080144-99999",2013-01-17,2.13333333333333,356.451516417094
"080144-99999",2013-01-18,1.6,290.846755366526
"080144-99999",2013-01-19,7.04761904761905,242.870511487883
"080144-99999",2013-01-20,2.48571428571429,357.389201015717
"080144-99999",2013-01-21,3.20769230769231,341.921059627603
"080144-99999",2013-01-22,2.59615384615385,260.159833488371
"080144-99999",2013-01-23,3,351.024570306212
"080144-99999",2013-01-24,2.80769230769231,302.29167214428
"080144-99999",2013-01-25,0.230769230769231,330
"080144-99999",2013-01-26,2.55714285714286,342.879734529159
"080144-99999",2013-01-27,0.5,25
"080144-99999",2013-01-28,1.02727272727273,324.103951473392
"080144-99999",2013-01-29,0.3,160
"080144-99999",2013-01-30,0.238461538461538,163.580194669432
"080144-99999",2013-01-31,0.238461538461538,173.221860020063
"080144-99999",2013-02-01,0.433333333333333,160
"080144-99999",2013-02-02,5.8,356.826681865332
"080144-99999",2013-02-03,5.05,26.9959072214616
"080144-99999",2013-02-04,0.466666666666667,19.5673161006983
"080144-99999",2013-02-05,0.669230769230769,289.845007673942
"080144-99999",2013-02-06,4.46923076923077,349.196618485352
"080144-99999",2013-02-07,4.88333333333333,17.0863961315417
"080144-99999",2013-02-08,3.00769230769231,0.272825714150206
"080144-99999",2013-02-09,6.4,2.62925788917442
"080144-99999",2013-02-10,0.142857142857143,150
"080144-99999",2013-02-11,4.77692307692308,328.184598565241
"080144-99999",2013-02-12,3.36153846153846,351.617558252006
"080144-99999",2013-02-13,1.7,17.7398565571058
"080144-99999",2013-02-14,0.830769230769231,293.756644168096
"080144-99999",2013-02-15,0.307692307692308,305
"080144-99999",2013-02-16,0.166666666666667,360
"080144-99999",2013-02-17,0,NA
"080144-99999",2013-02-18,0.707692307692308,170.17738913244
"080144-99999",2013-02-19,0.946153846153846,339.657811120984
"080144-99999",2013-02-20,0.353846153846154,293.559960107985
"080144-99999",2013-02-21,0.592307692307692,38.9646628108928
"080144-99999",2013-02-22,1.375,275.879541265209
"080144-99999",2013-02-23,2.57142857142857,342.30617333001
"080144-99999",2013-02-24,1.02857142857143,328.977533009611
"080144-99999",2013-02-25,3.1,355.388553119301
"080144-99999",2013-02-26,0.92,182.439711205502
"080144-99999",2013-02-27,1.7,194.887211961497
"080144-99999",2013-02-28,0.72,48.3886712318439
"080144-99999",2013-03-01,2.64615384615385,341.89743031999
"080144-99999",2013-03-02,0.285714285714286,45
"080144-99999",2013-03-03,0,NA
"080144-99999",2013-03-04,1.65,211.380135582434
"080144-99999",2013-03-05,0.692307692307692,137.663993337342
"080144-99999",2013-03-06,2.50416666666667,306.296195862563
"080144-99999",2013-03-07,4.43846153846154,203.317901337503
"080144-99999",2013-03-08,3.00769230769231,227.975025773335
"080144-99999",2013-03-09,0.957142857142857,199.444371783285
"080144-99999",2013-03-10,1.74285714285714,295.497324177014
"080144-99999",2013-03-11,1.725,300.01387994164
"080144-99999",2013-03-12,3.68181818181818,188.167836345531
"080144-99999",2013-03-13,5.93076923076923,346.823326507159
"080144-99999",2013-03-14,4.73636363636364,355.632276593153
"080144-99999",2013-03-15,1.69230769230769,227.91340411749
"080144-99999",2013-03-16,0.142857142857143,90
"080144-99999",2013-03-17,8.65714285714286,178.976392820879
"080144-99999",2013-03-18,1.8,319.127633098486
"080144-99999",2013-03-19,1.76153846153846,189.810508421254
"080144-99999",2013-03-20,3.6,326.014949411463
"080144-99999",2013-03-21,1.81818181818182,196.680373881465
"080144-99999",2013-03-22,3.11538461538462,290.626749580085
"080144-99999",2013-03-23,0.957142857142857,170
"080144-99999",2013-03-24,1.02857142857143,276.818745221452
"080144-99999",2013-03-25,0.907692307692308,320.856331078232
"080144-99999",2013-03-26,0.830769230769231,302.242659346313
"080144-99999",2013-03-27,1.93846153846154,312.751002523879
"080144-99999",2013-03-28,1.54285714285714,328.516760061134
"080144-99999",2013-03-29,1.02857142857143,5.14023139893653
"080144-99999",2013-03-30,2.64285714285714,339.440123185665
"080144-99999",2013-03-31,0.142857142857143,180
"080144-99999",2013-04-01,4.75384615384615,284.392625253989
"080144-99999",2013-04-02,1.10384615384615,341.493175215068
"080144-99999",2013-04-03,4.15384615384615,192.668565535649
"080144-99999",2013-04-04,1.17692307692308,301.325804649223
"080144-99999",2013-04-05,1.12916666666667,341.641302930277
"080144-99999",2013-04-06,1.4,335.027454817401
"080144-99999",2013-04-07,0.871428571428571,206.003345844511
"080144-99999",2013-04-08,1.5,291.425370823463
"080144-99999",2013-04-09,2.19333333333333,300.114810454307
"080144-99999",2013-04-10,1.06923076923077,310.102599487871
"080144-99999",2013-04-11,1.875,317.172416328372
"080144-99999",2013-04-12,0.669230769230769,289.924260308785
"080144-99999",2013-04-13,0.357142857142857,111.73803380029
"080144-99999",2013-04-14,0.428571428571429,60
"080144-99999",2013-04-15,1.53846153846154,235.281447511037
"080144-99999",2013-04-16,2.49230769230769,173.153921303182
"080144-99999",2013-04-17,2.41538461538462,185.063856421654
"080144-99999",2013-04-18,1.26153846153846,220.285052110459
"080144-99999",2013-04-19,0.475,342.626906317096
"080144-99999",2013-04-20,0.6,190
"080144-99999",2013-04-21,0,NA
"080144-99999",2013-04-22,1.73846153846154,188.841527825365
"080144-99999",2013-04-23,2.09230769230769,190.103790031948
"080144-99999",2013-04-24,0.592307692307692,199.383035521288
"080144-99999",2013-04-25,1.975,358.518877593117
"080144-99999",2013-04-26,0.830769230769231,329.08762940049
"080144-99999",2013-04-27,2.64285714285714,303.341713019924
"080144-99999",2013-04-28,3,273.813710670377
