"code","date","ws","wd"
"080850-99999",2013-01-01,1.31,318.786686474359
"080850-99999",2013-01-02,8.3175,348.959085214656
"080850-99999",2013-01-03,2.74375,335.237660542817
"080850-99999",2013-01-04,1.2125,343.457647617873
"080850-99999",2013-01-05,4.3275,333.447798445842
"080850-99999",2013-01-06,0.84,288.505184093086
"080850-99999",2013-01-07,0.129166666666667,340.605567218257
"080850-99999",2013-01-08,0.25,255.448965556734
"080850-99999",2013-01-09,0.2,310.42648881939
"080850-99999",2013-01-10,2.2775,335.563735016993
"080850-99999",2013-01-11,0.852631578947368,164.775861468919
"080850-99999",2013-01-12,1.195,218.110513658284
"080850-99999",2013-01-13,2.78,324.247248992896
"080850-99999",2013-01-14,0.665833333333333,48.8071194772897
"080850-99999",2013-01-15,2.205,326.810052991412
"080850-99999",2013-01-16,1.14583333333333,261.440995406641
"080850-99999",2013-01-17,3.13,325.733303367697
"080850-99999",2013-01-18,0.744166666666667,83.0982295001893
"080850-99999",2013-01-19,4.485,158.711454605341
"080850-99999",2013-01-20,3.04473684210526,287.303120227119
"080850-99999",2013-01-21,3.39,318.594265859178
"080850-99999",2013-01-22,3.3675,132.697854733539
"080850-99999",2013-01-23,2.47028985507246,288.170623065576
"080850-99999",2013-01-24,3.16833333333333,322.259419823653
"080850-99999",2013-01-25,0.5175,104.862035710099
"080850-99999",2013-01-26,5.47631578947368,333.515764488693
"080850-99999",2013-01-27,1.3775,325.495440319757
"080850-99999",2013-01-28,0.8925,296.712297758855
"080850-99999",2013-01-29,0.7275,127.075975652269
"080850-99999",2013-01-30,0.745,153.884612377027
"080850-99999",2013-01-31,0.2625,258.693388874127
"080850-99999",2013-02-01,3.0125,214.330773416782
"080850-99999",2013-02-02,5.715,333.242853989663
"080850-99999",2013-02-03,6.91578947368421,350.54588379974
"080850-99999",2013-02-04,1.99,320.006030762672
"080850-99999",2013-02-05,3.20333333333333,328.850123840598
"080850-99999",2013-02-06,5.04416666666667,319.312483010647
"080850-99999",2013-02-07,3.655,341.992480504145
"080850-99999",2013-02-08,3.06241666666667,339.622984617037
"080850-99999",2013-02-09,3.68875,325.495079891443
"080850-99999",2013-02-10,2.42,163.529312054099
"080850-99999",2013-02-11,3.4725,274.939885597323
"080850-99999",2013-02-12,3.4,325.97534263227
"080850-99999",2013-02-13,3.1675,330.694695939443
"080850-99999",2013-02-14,1.945,323.381242395939
"080850-99999",2013-02-15,2.87,348.770123997267
"080850-99999",2013-02-16,0.276315789473684,154.832069036766
"080850-99999",2013-02-17,0.61,117.664548264015
"080850-99999",2013-02-18,0.487719298245614,82.9622598136447
"080850-99999",2013-02-19,3.51,120.894336960251
"080850-99999",2013-02-20,0.805,337.377330629099
"080850-99999",2013-02-21,0.575,334.891638617099
"080850-99999",2013-02-22,4.79,326.201606718192
"080850-99999",2013-02-23,6.815,346.155190125126
"080850-99999",2013-02-24,5.7225,341.2766289826
"080850-99999",2013-02-25,3.50916666666667,326.567890777311
"080850-99999",2013-02-26,0.5375,303.132704577384
"080850-99999",2013-02-27,1.37,306.371480654209
"080850-99999",2013-02-28,3.28,328.426844125447
"080850-99999",2013-03-01,6.345,349.127688413201
"080850-99999",2013-03-02,1.7975,320.167700887027
"080850-99999",2013-03-03,3.08,140.954626692906
"080850-99999",2013-03-04,7.335,143.178057465277
"080850-99999",2013-03-05,5.2425,115.127025142383
