"code","date","ws","wd"
"080230-99999",2013-01-01,8.35,286.619566100959
"080230-99999",2013-01-02,5.775,334.460643510131
"080230-99999",2013-01-03,4.95,104.858042410409
"080230-99999",2013-01-04,3.5375,124.907994500256
"080230-99999",2013-01-05,3,124.794913087064
"080230-99999",2013-01-06,3.675,109.586454197814
"080230-99999",2013-01-07,2,165.457745298186
"080230-99999",2013-01-08,2.9125,157.682293249384
"080230-99999",2013-01-09,2.5625,188.598215917043
"080230-99999",2013-01-10,4.875,230.125168435702
"080230-99999",2013-01-11,3.325,196.948074897454
"080230-99999",2013-01-12,5.21428571428571,272.865072357554
"080230-99999",2013-01-13,5.4,252.48797396022
"080230-99999",2013-01-14,9.7625,307.931979259231
"080230-99999",2013-01-15,13.3875,282.141026140683
"080230-99999",2013-01-16,9.45,275.43246403218
"080230-99999",2013-01-17,5.225,73.5721159699744
"080230-99999",2013-01-18,4.875,252.119616711395
"080230-99999",2013-01-19,8.7125,333.391315111687
"080230-99999",2013-01-20,7.9125,303.4683925859
"080230-99999",2013-01-21,9.5125,266.520625757782
"080230-99999",2013-01-22,7.1875,236.156235721213
"080230-99999",2013-01-23,8.6375,276.663953327838
"080230-99999",2013-01-24,9.8375,308.187154379354
"080230-99999",2013-01-25,3.2625,183.272942215688
"080230-99999",2013-01-26,8.175,290.51581713627
"080230-99999",2013-01-27,4.9375,246.329435851673
"080230-99999",2013-01-28,5.45,243.526857245039
"080230-99999",2013-01-29,6.4875,202.053282731376
"080230-99999",2013-01-30,5.6,208.267244649626
"080230-99999",2013-01-31,2.5125,120.619681859729
"080230-99999",2013-02-01,5.975,229.229336207272
"080230-99999",2013-02-02,12.7625,324.49289310441
"080230-99999",2013-02-03,7.0125,333.099740814741
"080230-99999",2013-02-04,6.175,277.798203575575
"080230-99999",2013-02-05,10.075,287.272419929571
"080230-99999",2013-02-06,13.375,310.969009797793
"080230-99999",2013-02-07,10.35,328.750664775728
"080230-99999",2013-02-08,11.5625,330.096208205765
"080230-99999",2013-02-09,5.6625,315.913391440175
"080230-99999",2013-02-10,7.95,242.509770375064
"080230-99999",2013-02-11,12.2,268.20456630161
"080230-99999",2013-02-12,10.8,285.88758691112
"080230-99999",2013-02-13,5.9125,284.769987620173
"080230-99999",2013-02-14,4.825,258.853551949971
"080230-99999",2013-02-15,3.025,74.4019501478939
"080230-99999",2013-02-16,4.375,107.216158177736
"080230-99999",2013-02-17,1.625,187.446886432162
"080230-99999",2013-02-18,3.325,133.01551581882
"080230-99999",2013-02-19,2.45,143.894425019724
"080230-99999",2013-02-20,2.375,214.022294120821
"080230-99999",2013-02-21,4.0625,81.749733506361
"080230-99999",2013-02-22,7.525,75.1556719539184
"080230-99999",2013-02-23,8.0375,14.6816739635819
"080230-99999",2013-02-24,5.525,328.054823153736
"080230-99999",2013-02-25,7.5875,357.322182581158
"080230-99999",2013-02-26,6.05,335.043539042101
"080230-99999",2013-02-27,5.575,94.5361905914998
"080230-99999",2013-02-28,3.025,185.897812725495
"080230-99999",2013-03-01,5.6,45.1040013286841
"080230-99999",2013-03-02,5.2,99.110771689126
"080230-99999",2013-03-03,3.0875,128.343925662052
"080230-99999",2013-03-04,3.6125,131.045662251119
"080230-99999",2013-03-05,3.225,131.240681661295
