"code","date","ws","wd"
"083910-99999",2013-01-01,1.50378787878788,34.6360431063982
"083910-99999",2013-01-02,1.64090909090909,53.623095639419
"083910-99999",2013-01-03,3.80909090909091,60.1853168519064
"083910-99999",2013-01-04,5.08181818181818,64.4515246455455
"083910-99999",2013-01-05,1.07045454545455,38.5567464519574
"083910-99999",2013-01-06,0.779545454545455,32.6472708285645
"083910-99999",2013-01-07,1.21818181818182,40.8382232632049
"083910-99999",2013-01-08,2.47272727272727,54.3899014469824
"083910-99999",2013-01-09,1.08636363636364,34.9209298274487
"083910-99999",2013-01-10,0.879545454545455,43.5440690638146
"083910-99999",2013-01-11,0.278571428571429,78.1306997830053
"083910-99999",2013-01-12,1.29772727272727,214.400907895349
"083910-99999",2013-01-13,2.67826086956522,266.238309522211
"083910-99999",2013-01-14,1.74090909090909,233.559817374029
"083910-99999",2013-01-15,1.65909090909091,254.102053304819
"083910-99999",2013-01-16,3.99090909090909,243.056800674192
"083910-99999",2013-01-17,3.99772727272727,249.219140226663
"083910-99999",2013-01-18,5.51136363636364,221.97280538531
"083910-99999",2013-01-19,10.7439393939394,252.382165335919
"083910-99999",2013-01-20,5.35075757575758,239.691314530407
"083910-99999",2013-01-21,2.84090909090909,272.555156587046
"083910-99999",2013-01-22,4.88257575757576,257.317334982219
"083910-99999",2013-01-23,4.36590909090909,242.782555692966
"083910-99999",2013-01-24,4.16515151515152,248.02103608843
"083910-99999",2013-01-25,1.43968253968254,91.1683416890856
"083910-99999",2013-01-26,1.76136363636364,213.23617622729
"083910-99999",2013-01-27,2.66136363636364,235.129412848675
"083910-99999",2013-01-28,0.911363636363636,42.703613172744
"083910-99999",2013-01-29,1.78636363636364,48.2569458890818
"083910-99999",2013-01-30,0.820454545454545,37.2353884709675
"083910-99999",2013-01-31,1.27045454545455,38.9681473371146
"083910-99999",2013-02-01,2.14090909090909,208.967589858076
"083910-99999",2013-02-02,4.30227272727273,324.124974052323
"083910-99999",2013-02-03,2.77045454545455,55.0069631638266
"083910-99999",2013-02-04,3.24545454545455,52.0898835393937
"083910-99999",2013-02-05,0.911363636363636,200.774522614422
"083910-99999",2013-02-06,3.03636363636364,322.959833022789
"083910-99999",2013-02-07,1.675,35.2920731578716
"083910-99999",2013-02-08,2.11363636363636,355.143066686786
"083910-99999",2013-02-09,1.87727272727273,71.5749887893679
"083910-99999",2013-02-10,2.96590909090909,226.834701192785
"083910-99999",2013-02-11,5.7452380952381,279.168628965503
"083910-99999",2013-02-12,2.84318181818182,331.056062707753
"083910-99999",2013-02-13,0.740909090909091,173.310974171339
"083910-99999",2013-02-14,1.74772727272727,47.781815443237
"083910-99999",2013-02-15,1.15681818181818,63.3705101898107
"083910-99999",2013-02-16,0.495454545454545,221.170742142067
"083910-99999",2013-02-17,1.21136363636364,210.646939324149
"083910-99999",2013-02-18,1.55227272727273,172.544611572129
"083910-99999",2013-02-19,2.97954545454545,163.520040160435
"083910-99999",2013-02-20,1.75454545454545,226.39436925019
"083910-99999",2013-02-21,4.0752380952381,218.743023578829
"083910-99999",2013-02-22,4.62954545454545,242.657767279925
"083910-99999",2013-02-23,4.36739130434783,297.985500799775
"083910-99999",2013-02-24,1.37608695652174,243.343692392679
"083910-99999",2013-02-25,1.68636363636364,82.0318017705735
"083910-99999",2013-02-26,4.95,60.0659182834035
"083910-99999",2013-02-27,1.89545454545455,18.5035519602344
"083910-99999",2013-02-28,2.7780303030303,355.391654419789
"083910-99999",2013-03-01,1.16363636363636,221.11410493635
"083910-99999",2013-03-02,4.76136363636364,74.3224119921214
"083910-99999",2013-03-03,1.73863636363636,61.5324038080214
"083910-99999",2013-03-04,4.38347826086957,100.977285630507
"083910-99999",2013-03-05,4.35871212121212,175.340200715406
"083910-99999",2013-03-06,6.09545454545455,223.04232955881
"083910-99999",2013-03-07,8.40615942028986,221.213183670303
"083910-99999",2013-03-08,7.24393939393939,221.221335388418
"083910-99999",2013-03-09,6.00454545454545,226.025436820231
"083910-99999",2013-03-10,4.56909722222222,238.634621594861
"083910-99999",2013-03-11,5.00952380952381,246.99369178101
"083910-99999",2013-03-12,3.46590909090909,228.707284113186
"083910-99999",2013-03-13,4.61818181818182,313.29984652403
"083910-99999",2013-03-14,0.888636363636364,279.742328855997
"083910-99999",2013-03-15,1.85681818181818,59.1086875283268
"083910-99999",2013-03-16,1.52272727272727,72.7800907583034
"083910-99999",2013-03-17,2.83409090909091,232.553451443141
"083910-99999",2013-03-18,1.31136363636364,245.261011761039
"083910-99999",2013-03-19,3.12765151515151,266.359909993044
"083910-99999",2013-03-20,2.90227272727273,255.782535930565
"083910-99999",2013-03-21,2.07878787878788,61.7404898828172
"083910-99999",2013-03-22,4.05227272727273,204.780499250209
"083910-99999",2013-03-23,3.37272727272727,200.20574271328
"083910-99999",2013-03-24,3.33181818181818,255.748450025955
"083910-99999",2013-03-25,4.34545454545455,223.065850160561
"083910-99999",2013-03-26,7.35757575757576,219.146045808105
"083910-99999",2013-03-27,5.2280303030303,224.54420315218
