"code","date","ws","wd"
"080250-99999",2013-01-01,2.67017543859649,301.425173286707
"080250-99999",2013-01-02,2.425,357.741260613287
"080250-99999",2013-01-03,1.31842105263158,94.379341185083
"080250-99999",2013-01-04,1.1325,110.650777031537
"080250-99999",2013-01-05,1.00701754385965,320.217783053568
"080250-99999",2013-01-06,1.05,224.776916533737
"080250-99999",2013-01-07,0.368421052631579,112.211529732879
"080250-99999",2013-01-08,1.69473684210526,151.316596829118
"080250-99999",2013-01-09,1.15,156.419617399479
"080250-99999",2013-01-10,2.18070175438596,286.774704225616
"080250-99999",2013-01-11,1.75219298245614,119.209276277778
"080250-99999",2013-01-12,1.27631578947368,22.8542903858385
"080250-99999",2013-01-13,0.907017543859649,138.834807571591
"080250-99999",2013-01-14,4.785,316.918374574351
"080250-99999",2013-01-15,7.49035087719298,305.214063957987
"080250-99999",2013-01-16,6.57325,298.763109801525
"080250-99999",2013-01-17,1.31491228070175,116.592228326424
"080250-99999",2013-01-18,2.5075,298.941138147902
"080250-99999",2013-01-19,5.46491228070175,295.785769507933
"080250-99999",2013-01-20,3.6475,282.019885233528
"080250-99999",2013-01-21,4.11125,290.015617125318
"080250-99999",2013-01-22,2.63157894736842,233.989501624181
"080250-99999",2013-01-23,4.725,285.461034885072
"080250-99999",2013-01-24,6,321.476752358148
"080250-99999",2013-01-25,2.11929824561404,130.297470776519
"080250-99999",2013-01-26,6.51842105263158,317.753982655943
"080250-99999",2013-01-27,4.21842105263158,281.489019276508
"080250-99999",2013-01-28,2.83157894736842,239.5642473934
"080250-99999",2013-01-29,2.75526315789474,177.033025341195
"080250-99999",2013-01-30,4.37368421052632,236.399916772632
"080250-99999",2013-01-31,1.35263157894737,288.058863533528
"080250-99999",2013-02-01,5.04736842105263,247.504512108895
"080250-99999",2013-02-02,8.44254385964912,334.742547943944
"080250-99999",2013-02-03,3.06842105263158,347.607973814908
"080250-99999",2013-02-04,2.37105263157895,305.239174950979
"080250-99999",2013-02-05,5.99473684210526,306.772813927114
"080250-99999",2013-02-06,8.64649122807018,321.142575611587
