"code","date","ws","wd"
"080140-99999",2013-01-01,2.6,199.355091002571
"080140-99999",2013-01-02,2.43333333333333,221.341980773216
"080140-99999",2013-01-03,1.7,93.5262090602157
"080140-99999",2013-01-04,1.7,184.140206680384
"080140-99999",2013-01-05,1.53333333333333,190.863173082756
"080140-99999",2013-01-06,0.833333333333333,192.019721365012
"080140-99999",2013-01-07,1.7,187.063173570101
"080140-99999",2013-01-08,4.8,207.055946148175
"080140-99999",2013-01-09,0,NA
"080140-99999",2013-01-10,2.9,218.63444173085
"080140-99999",2013-01-11,3.43333333333333,210
"080140-99999",2013-01-12,1.8,201.683314151332
"080140-99999",2013-01-13,3.76666666666667,252.765728590548
"080140-99999",2013-01-14,4.1,198.275653897642
"080140-99999",2013-01-15,4.1,227.077538530941
"080140-99999",2013-01-16,2.2,207.490244988688
"080140-99999",2013-01-17,1.9,175.923025273333
"080140-99999",2013-01-18,0.7,170
"080140-99999",2013-01-19,1.86666666666667,214.644815103325
"080140-99999",2013-01-20,2.43333333333333,220
"080140-99999",2013-01-21,3.43333333333333,220.974773158427
"080140-99999",2013-01-22,3.6,227.134064757684
"080140-99999",2013-01-23,3.43333333333333,212.226001104413
"080140-99999",2013-01-24,3.1,208.995267471807
"080140-99999",2013-01-25,1.86666666666667,202.09144637809
"080140-99999",2013-01-26,1.2,208.316685848668
"080140-99999",2013-01-27,2.6,282.410910531025
"080140-99999",2013-01-28,2.26666666666667,192.971096980452
"080140-99999",2013-01-29,3.6,199.256694907945
"080140-99999",2013-01-30,1,250
"080140-99999",2013-01-31,0,NA
"080140-99999",2013-02-01,2.85,203.653549856507
"080140-99999",2013-02-02,3.26666666666667,26.7803588772523
"080140-99999",2013-02-03,2.3,203.509618463032
"080140-99999",2013-02-04,1.8,195.835395992353
"080140-99999",2013-02-05,2.6,215
"080140-99999",2013-02-06,2.55,189.337930903218
"080140-99999",2013-02-07,1.55,12.3590110583794
"080140-99999",2013-02-08,2.85,190
"080140-99999",2013-02-09,2.6,245
"080140-99999",2013-02-10,3.85,195.976411540279
"080140-99999",2013-02-11,4.35,200
"080140-99999",2013-02-12,3.85,214.003194227493
"080140-99999",2013-02-13,2.35,155.101039989328
"080140-99999",2013-02-14,3.1,210
"080140-99999",2013-02-15,1.8,164.667794905983
"080140-99999",2013-02-16,1.8,121.611328768156
"080140-99999",2013-02-17,1.55,202.640944058956
"080140-99999",2013-02-18,0.75,60
"080140-99999",2013-02-19,0.5,160
"080140-99999",2013-02-20,2.8,201.90582895122
"080140-99999",2013-02-21,1.25,136.30993247402
