"code","date","ws","wd"
"080150-99999",2013-01-01,2.3125,293.258948815276
"080150-99999",2013-01-02,1.325,130.387116481073
"080150-99999",2013-01-03,1.275,170.223667293557
"080150-99999",2013-01-04,1.7875,156.282301716197
"080150-99999",2013-01-05,1.5625,157.986384227325
"080150-99999",2013-01-06,1.325,138.942140269734
"080150-99999",2013-01-07,1.5375,156.956659022006
"080150-99999",2013-01-08,1.9375,154.517932676266
"080150-99999",2013-01-09,2,170.623404334469
"080150-99999",2013-01-10,2,177.117837073419
"080150-99999",2013-01-11,1.8625,158.128333173648
"080150-99999",2013-01-12,3.65714285714286,278.143443316151
"080150-99999",2013-01-13,3.0875,292.852077256663
"080150-99999",2013-01-14,2.8375,286.855336375386
"080150-99999",2013-01-15,4.1875,287.671235887849
"080150-99999",2013-01-16,3.725,291.118743931195
"080150-99999",2013-01-17,1.975,278.56035171316
"080150-99999",2013-01-18,2.2125,278.610340156639
"080150-99999",2013-01-19,4.425,307.111747165459
"080150-99999",2013-01-20,3.55,292.465881817969
"080150-99999",2013-01-21,3.8625,273.741630899488
"080150-99999",2013-01-22,4.375,271.2182577353
"080150-99999",2013-01-23,3.0875,268.155461041504
"080150-99999",2013-01-24,4.0625,291.960368450213
"080150-99999",2013-01-25,1.4875,203.819945575112
"080150-99999",2013-01-26,2.75,284.120574423451
"080150-99999",2013-01-27,2.5,269.118486956567
"080150-99999",2013-01-28,1.925,215.777223560021
"080150-99999",2013-01-29,2.1375,170.326505053154
"080150-99999",2013-01-30,2.1375,106.207530070615
"080150-99999",2013-01-31,1.2,96.5072107402171
"080150-99999",2013-02-01,4.175,275.399302827004
"080150-99999",2013-02-02,4.1125,302.247798358845
"080150-99999",2013-02-03,1.5875,253.314883836395
"080150-99999",2013-02-04,1.525,191.959094560533
"080150-99999",2013-02-05,3.6125,292.733267798365
"080150-99999",2013-02-06,5.075,299.259633584694
"080150-99999",2013-02-07,2.65,276.039986911294
"080150-99999",2013-02-08,3.8125,302.343398274213
"080150-99999",2013-02-09,1.6625,262.137049471087
"080150-99999",2013-02-10,2.8875,251.759508932848
"080150-99999",2013-02-11,4.68571428571429,269.561236398093
"080150-99999",2013-02-12,2.9,278.630116414823
"080150-99999",2013-02-13,1.7375,277.789520266059
"080150-99999",2013-02-14,1.6375,260.248382368596
"080150-99999",2013-02-15,1.6125,55.0838266493184
"080150-99999",2013-02-16,1.525,124.062681095132
"080150-99999",2013-02-17,1.475,149.842021007893
"080150-99999",2013-02-18,1.6625,120.523001227775
