"code","date","ws","wd"
"081410-99999",2013-01-01,2.7875,267.751861384928
"081410-99999",2013-01-02,0.875,338.512039849419
"081410-99999",2013-01-03,1.2,7.20756678560624
"081410-99999",2013-01-04,0.5625,319.642302810582
"081410-99999",2013-01-05,0.5625,171.141715780875
"081410-99999",2013-01-06,0.6875,205.777539732101
"081410-99999",2013-01-07,0.8125,153.905828973537
"081410-99999",2013-01-08,0.875,142.119364504929
"081410-99999",2013-01-09,0.9375,176.383899287121
"081410-99999",2013-01-10,1.4125,230.66371755058
"081410-99999",2013-01-11,1.2,239.814361649892
"081410-99999",2013-01-12,3.61428571428571,243.929882977947
"081410-99999",2013-01-13,3.0875,271.364226503567
"081410-99999",2013-01-14,3.3375,267.934850125068
"081410-99999",2013-01-15,3.2125,250.159589143246
"081410-99999",2013-01-16,4.975,255.733188023417
"081410-99999",2013-01-17,3.85,261.496811443645
"081410-99999",2013-01-18,4.9375,242.59104376493
"081410-99999",2013-01-19,3.725,254.414367327113
"081410-99999",2013-01-20,4.3125,253.31562757213
"081410-99999",2013-01-21,4.5,257.884995127077
"081410-99999",2013-01-22,3.4125,241.340065533837
"081410-99999",2013-01-23,4.05,258.331863770446
"081410-99999",2013-01-24,4.8875,280.762486193864
"081410-99999",2013-01-25,1.325,194.101550289574
"081410-99999",2013-01-26,3.275,251.127267463969
"081410-99999",2013-01-27,2.9625,208.105595447239
"081410-99999",2013-01-28,2.3375,225.398989457981
"081410-99999",2013-01-29,1.3875,178.723140604752
"081410-99999",2013-01-30,1.9625,214.062938131789
"081410-99999",2013-01-31,1.1375,191.107242668153
"081410-99999",2013-02-01,4.1125,222.690916440768
"081410-99999",2013-02-02,4.375,313.167175104445
"081410-99999",2013-02-03,1.325,318.284866096062
"081410-99999",2013-02-04,1.0875,173.255608806939
"081410-99999",2013-02-05,2.3,245.370682962631
"081410-99999",2013-02-06,4.5625,287.490356623756
"081410-99999",2013-02-07,3.1,303.387194803124
"081410-99999",2013-02-08,3.275,316.891822750203
"081410-99999",2013-02-09,1.38571428571429,256.737782553793
"081410-99999",2013-02-10,4.1875,236.680337461545
"081410-99999",2013-02-11,4.6875,268.114542717927
"081410-99999",2013-02-12,4.675,265.743189498655
"081410-99999",2013-02-13,2.5625,307.483792605032
"081410-99999",2013-02-14,0.9375,323.426639612377
"081410-99999",2013-02-15,0.8125,329.668274970088
"081410-99999",2013-02-16,0.8125,332.051575592581
"081410-99999",2013-02-17,0.875,146.038191333258
"081410-99999",2013-02-18,0.825,174.957081899666
"081410-99999",2013-02-19,1.4,104.701195172117
"081410-99999",2013-02-20,1.2125,260.99194567025
"081410-99999",2013-02-21,1.525,220.906946638971
"081410-99999",2013-02-22,3.4,247.037174442613
"081410-99999",2013-02-23,1.725,356.381666085626
"081410-99999",2013-02-24,2.375,288.027415057758
"081410-99999",2013-02-25,1.6,296.9808141262
"081410-99999",2013-02-26,1.74285714285714,259.847385012587
"081410-99999",2013-02-27,2.5625,79.7672042641639
"081410-99999",2013-02-28,2.375,28.9750123430993
"081410-99999",2013-03-01,1.725,358.634141567213
"081410-99999",2013-03-02,1.2,55.0437600662467
"081410-99999",2013-03-03,1.5375,107.117226590359
"081410-99999",2013-03-04,2.4375,101.23171315478
"081410-99999",2013-03-05,2.05,137.174578174362
"081410-99999",2013-03-06,1.7125,200.160104410776
"081410-99999",2013-03-07,3.6375,220.313153137487
"081410-99999",2013-03-08,2.25,177.699600503235
"081410-99999",2013-03-09,2.65,204.087003292543
"081410-99999",2013-03-10,3.8,238.819935601906
"081410-99999",2013-03-11,4.2625,247.637011326817
"081410-99999",2013-03-12,3.525,250.906314742167
"081410-99999",2013-03-13,3.225,332.30559924693
"081410-99999",2013-03-14,3.075,314.714805703619
"081410-99999",2013-03-15,1.525,246.693602191204
"081410-99999",2013-03-16,1.9875,203.48984692475
