"code","date","ws","wd"
"084820-99999",2013-01-01,5.04166666666667,286.994550714045
"084820-99999",2013-01-02,5.51666666666667,282.681257999856
"084820-99999",2013-01-03,4.71458333333333,103.312907577459
"084820-99999",2013-01-04,2.74791666666667,352.40982185447
"084820-99999",2013-01-05,5.07916666666667,284.626284880429
"084820-99999",2013-01-06,8.68125,281.367514944754
"084820-99999",2013-01-07,7.87291666666667,280.705786649143
"084820-99999",2013-01-08,6.27708333333333,276.235475433066
"084820-99999",2013-01-09,8.32916666666667,282.188241091182
"084820-99999",2013-01-10,6.71458333333333,275.70171855331
"084820-99999",2013-01-11,5.90434782608696,286.205513221356
"084820-99999",2013-01-12,3.08958333333333,295.572722787699
"084820-99999",2013-01-13,4.7304347826087,304.219084581315
"084820-99999",2013-01-14,6.96458333333333,294.586328987653
"084820-99999",2013-01-15,6.88541666666667,302.484910547993
"084820-99999",2013-01-16,4.53958333333333,299.523651471477
"084820-99999",2013-01-17,3.63125,303.60505333959
"084820-99999",2013-01-18,1.17708333333333,316.119541012874
"084820-99999",2013-01-19,6.55590277777778,265.456109354398
"084820-99999",2013-01-20,4.86666666666667,298.181038128544
"084820-99999",2013-01-21,5.37708333333333,298.987492349693
"084820-99999",2013-01-22,2.44347826086957,293.616973273061
"084820-99999",2013-01-23,5.47083333333333,301.683291581352
"084820-99999",2013-01-24,3.05659722222222,311.629534549077
"084820-99999",2013-01-25,3.80833333333333,302.182506051791
"084820-99999",2013-01-26,5.78125,303.516245098159
"084820-99999",2013-01-27,6.0125,290.035570969276
"084820-99999",2013-01-28,5.05416666666667,294.33313105825
"084820-99999",2013-01-29,2.27708333333333,300.491052528369
"084820-99999",2013-01-30,2.67708333333333,288.45876748252
"084820-99999",2013-01-31,2.34791666666667,306.293039487226
"084820-99999",2013-02-01,4.44375,299.84722987284
"084820-99999",2013-02-02,6.9,308.175303667067
"084820-99999",2013-02-03,5.12291666666667,307.323202556949
"084820-99999",2013-02-04,2.925,286.421882270176
"084820-99999",2013-02-05,3.5625,299.291117303592
"084820-99999",2013-02-06,7.32916666666667,299.822746370833
"084820-99999",2013-02-07,5.44583333333333,293.746421775043
"084820-99999",2013-02-08,5.38125,285.939034567141
"084820-99999",2013-02-09,4.575,290.600847475284
"084820-99999",2013-02-10,2.95208333333333,282.687184950725
"084820-99999",2013-02-11,6.14782608695652,294.367513318799
"084820-99999",2013-02-12,6.85416666666667,303.653290423414
"084820-99999",2013-02-13,7.92291666666667,293.225557190223
"084820-99999",2013-02-14,3.35416666666667,275.769765164036
"084820-99999",2013-02-15,3.00625,269.628028437342
"084820-99999",2013-02-16,2.47826086956522,205.47993860288
"084820-99999",2013-02-17,2.32013888888889,298.409642173969
"084820-99999",2013-02-18,2.53333333333333,138.275404775557
"084820-99999",2013-02-19,3.65763888888889,123.245218887584
"084820-99999",2013-02-20,5.62083333333333,291.6292918601
"084820-99999",2013-02-21,2.09583333333333,275.800848327516
"084820-99999",2013-02-22,1.24791666666667,261.479875185999
"084820-99999",2013-02-23,4.74375,297.768570584693
"084820-99999",2013-02-24,5.78125,300.563231212006
"084820-99999",2013-02-25,4.95625,282.326504392579
"084820-99999",2013-02-26,3.64583333333333,32.0735244209411
"084820-99999",2013-02-27,5.40208333333333,107.844328875482
"084820-99999",2013-02-28,4.99166666666667,298.88382347605
"084820-99999",2013-03-01,5.0375,299.30137020583
"084820-99999",2013-03-02,5.3875,115.245816263758
"084820-99999",2013-03-03,4.81458333333333,116.136778610623
"084820-99999",2013-03-04,5.3375,109.433068142931
"084820-99999",2013-03-05,2.61458333333333,125.878802891605
"084820-99999",2013-03-06,1.94375,110.424177003064
"084820-99999",2013-03-07,3.01458333333333,221.471259522094
"084820-99999",2013-03-08,2.85909090909091,218.871695519661
"084820-99999",2013-03-09,1.70486111111111,212.663745801539
"084820-99999",2013-03-10,1.07222222222222,237.255194980048
"084820-99999",2013-03-11,2.07391304347826,283.654252265517
"084820-99999",2013-03-12,2.13888888888889,295.045687989002
"084820-99999",2013-03-13,6.42083333333333,301.391284107894
"084820-99999",2013-03-14,5.97708333333333,294.455639152522
"084820-99999",2013-03-15,3.27291666666667,285.166575098521
"084820-99999",2013-03-16,2.20625,289.692594986753
"084820-99999",2013-03-17,2.56597222222222,298.61918771314
"084820-99999",2013-03-18,3.6,293.67546691128
"084820-99999",2013-03-19,2.575,351.683955045777
"084820-99999",2013-03-20,5.31041666666667,300.58559906956
"084820-99999",2013-03-21,2.79166666666667,301.775252672431
"084820-99999",2013-03-22,2.03611111111111,274.571128235563
"084820-99999",2013-03-23,1.96086956521739,272.533394494052
"084820-99999",2013-03-24,2.8,284.235280804967
"084820-99999",2013-03-25,2.26041666666667,294.260565785085
"084820-99999",2013-03-26,1.87291666666667,224.72756906901
"084820-99999",2013-03-27,1.96319444444444,206.006160941839
"084820-99999",2013-03-28,3.21875,300.564623747768
"084820-99999",2013-03-29,1.81875,259.063750588251
"084820-99999",2013-03-30,3.32708333333333,306.09040271325
"084820-99999",2013-03-31,2.65208333333333,233.945520477383
"084820-99999",2013-04-01,3.74583333333333,299.98872180129
"084820-99999",2013-04-02,1.94166666666667,219.298606590577
"084820-99999",2013-04-03,1.69583333333333,127.510235015795
"084820-99999",2013-04-04,1.21347222222222,255.96036343993
"084820-99999",2013-04-05,2.81805555555556,276.172509085047
"084820-99999",2013-04-06,4.73958333333333,306.788928800361
"084820-99999",2013-04-07,3.60625,274.041119009021
"084820-99999",2013-04-08,5.24583333333333,282.603416052898
"084820-99999",2013-04-09,5.96458333333333,300.24935284668
"084820-99999",2013-04-10,5.50833333333333,291.900108105684
"084820-99999",2013-04-11,4.56458333333333,293.805848218445
"084820-99999",2013-04-12,4.33958333333333,284.869469080352
"084820-99999",2013-04-13,2.59791666666667,152.885779037536
"084820-99999",2013-04-14,2.98541666666667,177.322769164677
"084820-99999",2013-04-15,2.87291666666667,128.644054886278
"084820-99999",2013-04-16,2.61631944444444,150.231980647687
"084820-99999",2013-04-17,2.07291666666667,135.205564514384
"084820-99999",2013-04-18,1.79583333333333,138.709483291911
"084820-99999",2013-04-19,2.96805555555556,123.944544745149
"084820-99999",2013-04-20,2.54791666666667,128.226836695867
"084820-99999",2013-04-21,2.26041666666667,134.700052974571
"084820-99999",2013-04-22,2.65416666666667,133.627855433722
"084820-99999",2013-04-23,4.72708333333333,114.263372406098
"084820-99999",2013-04-24,2.94583333333333,131.291358251801
"084820-99999",2013-04-25,3.95208333333333,284.373226683784
"084820-99999",2013-04-26,2.73541666666667,114.19529741188
"084820-99999",2013-04-27,2.67083333333333,263.299133110521
"084820-99999",2013-04-28,4.79513888888889,295.402176225347
"084820-99999",2013-04-29,1.99791666666667,275.437007337052
"084820-99999",2013-04-30,2.4875,205.025420972615
"084820-99999",2013-05-01,3.02638888888889,159.404163262836
"084820-99999",2013-05-02,2.80555555555556,165.515437848312
"084820-99999",2013-05-03,1.98958333333333,165.008915196783
"084820-99999",2013-05-04,2.89930555555556,157.114053730973
"084820-99999",2013-05-05,3.32708333333333,156.080813389666
"084820-99999",2013-05-06,2.82013888888889,141.215984639076
"084820-99999",2013-05-07,2.58402777777778,143.381913854236
"084820-99999",2013-05-08,2.11597222222222,274.753092442601
"084820-99999",2013-05-09,3.11875,277.050494826435
"084820-99999",2013-05-10,3.85694444444444,275.419311556803
"084820-99999",2013-05-11,2.11388888888889,136.249473938068
"084820-99999",2013-05-12,1.96597222222222,110.459873212254
"084820-99999",2013-05-13,2.15902777777778,131.474042275886
"084820-99999",2013-05-14,2.93541666666667,153.548851657708
"084820-99999",2013-05-15,2.76666666666667,289.086985231441
"084820-99999",2013-05-16,3.8125,257.153075918784
"084820-99999",2013-05-17,3.04513888888889,222.496050202327
"084820-99999",2013-05-18,3.72222222222222,291.978518461539
"084820-99999",2013-05-19,3.79513888888889,269.861163168243
"084820-99999",2013-05-20,3.06736111111111,257.103482930618
"084820-99999",2013-05-21,2.78819444444444,139.28889218217
"084820-99999",2013-05-22,3.93125,303.117644497036
"084820-99999",2013-05-23,3.92777777777778,298.379611264665
"084820-99999",2013-05-24,4.10069444444444,289.264398646662
"084820-99999",2013-05-25,2.4375,121.99178631148
"084820-99999",2013-05-26,3.17986111111111,114.789738367099
"084820-99999",2013-05-27,3.16736111111111,244.556046537709
"084820-99999",2013-05-28,4.25208333333333,302.712088946714
"084820-99999",2013-05-29,5.04861111111111,301.591634942152
"084820-99999",2013-05-30,4.52152777777778,302.291607993895
"084820-99999",2013-05-31,4.10902777777778,308.345440955525
